0,2
1,14
2,17
3,18
4,19
5,24
6,25
7,27
8,29
9,31
10,33
11,35
12,36
13,37
14,38
15,40
16,42
17,43
18,49
19,50
20,52
21,59
22,60
23,62
24,65
25,74
26,78
27,82
28,84
29,88
30,89
31,90
32,94
33,100
34,105
35,106
36,108
37,112
38,114
39,116
40,118
41,125
42,126
43,130
44,131
45,134
46,136
47,142
48,147
49,148
50,149
51,150
52,152
53,157
54,159
55,160
56,162
57,166
58,168
59,170
60,174
61,175
62,180
63,182
64,183
65,197
66,198
67,201
68,209
69,210
70,211
71,214
72,220
73,223
74,232
75,233
76,234
77,235
78,237
79,238
80,242
81,243
82,245
83,250
84,254
85,256
86,260
87,268
88,270
89,275
90,276
91,280
92,283
93,284
94,285
95,286
96,294
97,298
98,307
99,310
100,313
101,316
102,319
103,320
104,321
105,322
106,325
107,329
108,331
109,335
110,337
111,340
112,341
113,344
114,348
115,355
116,360
117,361
118,362
119,363
120,364
121,365
122,370
123,373
124,376
125,385
126,386
127,390
128,391
129,394
130,399
131,400
132,404
133,405
134,406
135,408
136,409
137,412
138,413
139,416
140,417
141,419
142,420
143,422
144,428
145,434
146,437
147,440
148,441
149,444
150,448
151,454
152,455
153,458
154,461
155,465
156,470
157,471
158,473
159,474
160,478
161,479
162,481
163,482
164,483
165,485
166,486
167,487
168,489
169,490
170,491
171,492
172,493
173,494
174,496
175,499
176,505
177,516
178,517
179,518
180,519
181,522
182,523
183,524
184,526
185,529
186,531
187,532
188,534
189,538
190,542
191,543
192,545
193,547
194,548
195,552
196,554
197,558
198,559
199,561
200,563
201,564
202,565
203,568
204,571
205,572
206,578
207,581
208,582
209,584
210,586
211,587
212,590
213,591
214,593
215,596
216,597
217,598
218,599
219,602
220,608
221,609
222,613
223,614
224,615
225,616
226,617
227,621
228,622
229,624
230,627
231,628
232,629
233,630
234,631
235,632
236,633
237,634
238,635
239,636
240,640
241,641
242,642
243,643
244,645
245,647
246,649
247,650
248,651
249,652
250,653
251,654
252,655
253,656
254,657
255,659
256,660
257,661
258,662
259,666
260,668
261,669
262,670
263,672
264,673
265,674
266,675
267,676
268,677
269,678
270,679
271,681
272,683
273,685
274,688
275,690
276,691
277,692
278,693
279,694
280,695
281,696
282,698
283,699
284,700
285,704
286,708
287,713
288,715
289,718
290,722
291,725
292,726
293,729
294,730
295,731
296,733
297,734
298,741
299,742
300,744
301,750
302,751
303,753
304,754
305,755
