bisai,host,guest
892114,3,2.0
893137,0,1.0
907139,6,2.0
907150,2,1.0
907152,1,3.0
907154,0,3.0
907155,1,3.0
933216,1,
938931,3,0.0
938956,1,2.0
939288,1,3.0
939861,0,0.0
939862,1,1.0
939863,1,1.0
939864,0,1.0
941183,4,0.0
941869,0,1.0
941870,1,0.0
943632,2,3.0
944174,5,2.0
944175,1,0.0
944289,0,1.0
945971,1,1.0
946191,1,2.0
946294,2,3.0
949249,2,1.0
949250,1,2.0
949253,0,2.0
949255,0,0.0
949261,2,0.0
949519,2,1.0
949520,1,0.0
949521,1,1.0
950182,1,0.0
950183,1,2.0
950184,0,2.0
950185,1,4.0
950186,0,4.0
950187,2,1.0
950188,1,2.0
950208,1,1.0
891777,4,1.0
876881,1,1.0
923698,3,0.0
923700,0,2.0
923702,3,0.0
923707,1,2.0
923710,6,0.0
949669,4,1.0
949670,1,0.0
949671,1,0.0
948927,2,0.0
947163,4,2.0
875035,3,2.0
877254,2,0.0
878137,2,0.0
881560,2,0.0
881565,1,0.0
881566,0,2.0
895672,2,1.0
896011,1,3.0
896012,1,0.0
896013,1,2.0
896014,2,1.0
896015,2,3.0
902352,1,1.0
903805,2,3.0
904101,1,3.0
930544,2,2.0
931123,2,3.0
933217,5,1.0
943338,6,1.0
943375,1,1.0
944286,0,3.0
945814,1,2.0
945815,0,1.0
945816,1,1.0
945817,1,2.0
945818,0,2.0
946259,0,0.0
948506,2,1.0
948510,2,1.0
949025,4,1.0
949026,0,1.0
949027,2,1.0
949028,1,0.0
949175,3,2.0
949499,4,1.0
949500,0,2.0
949501,1,0.0
950000,1,0.0
950189,2,0.0
950190,1,1.0
950191,1,0.0
950192,2,3.0
950194,0,1.0
950201,0,1.0
950202,2,2.0
950203,2,1.0
950212,3,2.0
950213,2,1.0
877946,1,2.0
884912,2,0.0
905095,0,0.0
929798,0,4.0
929800,1,0.0
947149,0,2.0
947155,2,1.0
948917,0,0.0
948924,2,3.0
948930,0,1.0
948931,0,0.0
949651,4,0.0
949652,2,2.0
949653,2,1.0
949654,0,1.0
949655,2,0.0
949656,2,1.0
949657,1,0.0
949658,1,1.0
949672,1,1.0
890848,2,0.0
893135,0,0.0
893136,2,0.0
893139,0,3.0
896009,3,0.0
896301,1,1.0
902193,2,1.0
902357,1,1.0
902565,1,1.0
902872,0,1.0
902873,2,0.0
903046,1,0.0
903072,3,1.0
903187,1,1.0
905299,0,1.0
928332,0,2.0
928333,1,1.0
928334,1,1.0
928335,1,1.0
928336,0,0.0
938930,0,0.0
941590,2,0.0
941838,4,2.0
941913,0,1.0
941914,1,2.0
941921,2,2.0
941924,3,1.0
941928,1,1.0
943639,3,10.0
948666,0,2.0
948918,1,0.0
948925,3,1.0
948929,1,1.0
948933,1,2.0
950200,9,1.0
891778,1,2.0
902173,3,0.0
902185,3,1.0
945948,6,0.0
949173,1,1.0
878136,1,0.0
881563,3,1.0
895667,1,0.0
902568,1,0.0
902572,2,2.0
902870,1,0.0
907151,0,3.0
926863,0,1.0
940851,3,1.0
946258,1,1.0
948291,5,0.0
940010,0,2.0
929135,2,0.0
949290,0,0.0
949293,2,3.0
931127,2,4.0
902868,2,0.0
902871,1,0.0
928337,2,1.0
941633,2,1.0
949180,1,0.0
906228,0,3.0
939438,0,1.0
911623,1,0.0
918358,1,1.0
891764,3,0.0
897142,1,4.0
906226,1,0.0
875024,2,1.0
948282,1,1.0
948501,0,1.0
949278,1,2.0
895669,0,1.0
948290,1,2.0
929389,3,1.0
948511,0,0.0
948512,0,1.0
931122,2,1.0
936343,1,2.0
906234,0,0.0
930836,1,1.0
906230,2,1.0
926815,2,2.0
906232,2,2.0
906236,2,4.0
922737,3,2.0
893625,1,0.0
905307,1,3.0
893853,0,1.0
893890,0,4.0
896783,1,0.0
896786,3,3.0
938220,0,0.0
949319,2,1.0
949321,0,0.0
947156,0,0.0
949484,1,0.0
893851,0,2.0
893860,1,0.0
905284,0,0.0
916079,9,0.0
906578,1,0.0
939285,0,1.0
893864,2,0.0
938209,3,1.0
938218,4,0.0
938232,9,0.0
938237,2,2.0
939469,3,0.0
949650,1,3.0
933480,3,4.0
933482,4,2.0
893852,2,0.0
946524,0,2.0
947150,2,1.0
933440,2,0.0
933441,3,0.0
938932,2,0.0
944075,1,5.0
944081,5,0.0
944095,1,1.0
947148,1,2.0
948674,2,0.0
877760,2,3.0
875693,1,0.0
879382,1,2.0
896299,1,0.0
896300,6,0.0
928338,0,1.0
929790,0,0.0
929792,1,2.0
930545,2,4.0
930546,1,2.0
940008,1,1.0
941859,2,1.0
941860,1,1.0
932051,2,2.0
932054,3,1.0
932092,2,4.0
939430,0,1.0
885468,5,1.0
932058,2,1.0
932088,5,2.0
932090,3,2.0
948297,2,2.0
950154,4,2.0
950155,1,5.0
885211,3,1.0
904982,1,4.0
933416,4,0.0
949486,0,1.0
875696,1,1.0
891784,4,0.0
948037,0,0.0
877224,3,0.0
907530,2,1.0
948293,1,2.0
948300,1,0.0
948302,2,4.0
930843,1,1.0
948509,2,2.0
906233,2,0.0
930855,0,2.0
906242,1,2.0
949684,2,1.0
937491,2,4.0
933501,0,1.0
933502,2,0.0
933500,2,2.0
936440,4,0.0
937519,3,1.0
935006,3,1.0
935014,1,0.0
935015,2,1.0
938210,3,0.0
950285,3,2.0
950304,2,3.0
881815,3,1.0
935075,1,2.0
938215,1,2.0
938225,0,1.0
938244,3,5.0
946054,0,0.0
933445,4,1.0
936302,1,1.0
933427,4,0.0
936292,1,2.0
938213,3,1.0
950457,6,0.0
879362,6,0.0
932231,1,1.0
950324,2,1.0
934814,1,2.0
935064,1,0.0
940170,3,0.0
941931,2,3.0
943134,0,0.0
949113,1,0.0
949115,4,2.0
949485,0,1.0
947944,0,3.0
918189,3,0.0
918308,1,0.0
918322,0,1.0
918325,1,0.0
947885,2,1.0
950059,1,1.0
950214,1,2.0
950221,3,1.0
950008,2,2.0
936324,2,1.0
936325,2,1.0
936326,1,1.0
927210,3,0.0
933486,2,1.0
933489,2,3.0
933493,1,0.0
933497,3,2.0
938609,1,1.0
938610,4,3.0
938611,2,4.0
938612,1,0.0
938613,2,1.0
938614,1,0.0
887489,0,2.0
927211,1,0.0
946088,0,1.0
946089,1,0.0
914974,4,1.0
914975,0,1.0
914976,0,0.0
914977,1,0.0
914978,5,1.0
914979,1,0.0
927200,3,0.0
927214,2,0.0
935005,1,0.0
935010,2,0.0
935080,2,3.0
946081,2,0.0
927209,3,0.0
928938,1,0.0
928939,2,2.0
950306,1,3.0
950289,1,0.0
950292,4,2.0
939477,3,1.0
881775,0,3.0
881778,3,0.0
881780,1,3.0
881782,2,2.0
881814,1,0.0
894080,1,0.0
927212,0,3.0
935068,3,0.0
935660,0,2.0
938222,1,1.0
943183,4,0.0
943195,0,0.0
943203,0,1.0
943204,1,4.0
943564,3,0.0
943566,2,0.0
943567,1,0.0
943571,1,1.0
943573,2,1.0
943574,2,0.0
946055,2,0.0
948195,4,2.0
948196,2,2.0
948217,1,1.0
948218,1,2.0
948219,2,4.0
948420,2,0.0
948421,0,2.0
927205,4,2.0
944293,0,1.0
881808,0,0.0
887487,1,0.0
887494,2,1.0
887495,1,2.0
927206,3,0.0
927208,1,2.0
927213,2,2.0
944295,0,0.0
949103,0,1.0
928940,0,1.0
940151,0,1.0
944288,0,2.0
945985,4,
949114,1,1.0
943524,0,1.0
894914,6,3.0
935073,1,2.0
935655,4,1.0
943139,1,0.0
944294,2,0.0
950287,1,2.0
950293,5,3.0
906814,0,0.0
906827,3,1.0
906834,2,2.0
906851,0,0.0
950139,2,1.0
887492,1,2.0
887724,0,3.0
918195,1,1.0
918191,1,0.0
918331,2,2.0
918339,3,1.0
946008,0,2.0
947882,2,1.0
950145,1,0.0
950146,1,1.0
950150,2,2.0
950152,1,1.0
918336,0,0.0
935907,0,1.0
936016,1,1.0
936327,2,1.0
947868,0,0.0
950136,1,3.0
918190,1,1.0
929136,1,2.0
918188,2,0.0
918202,1,2.0
938051,1,1.0
918192,1,2.0
918193,5,1.0
931216,3,1.0
950252,4,1.0
936328,1,2.0
936329,1,0.0
943273,4,1.0
947867,1,3.0
947874,0,0.0
949478,2,3.0
950254,1,4.0
922724,2,2.0
936495,0,1.0
936500,0,2.0
935654,2,1.0
944301,1,0.0
931515,2,0.0
944284,3,0.0
946530,2,0.0
950290,0,2.0
879405,2,1.0
889055,0,3.0
889056,3,2.0
889058,2,1.0
889061,1,1.0
889064,4,0.0
889065,1,1.0
933701,0,2.0
944287,2,1.0
928937,0,0.0
944291,2,2.0
908678,0,8.0
930547,0,0.0
937897,3,0.0
947687,2,4.0
947887,3,1.0
947888,1,1.0
936330,6,1.0
936331,1,2.0
948447,2,0.0
950251,1,0.0
935909,1,1.0
936332,3,0.0
950253,1,0.0
937442,1,2.0
922727,0,4.0
950038,6,1.0
934287,1,1.0
934295,1,1.0
935593,2,1.0
922719,0,2.0
937454,1,2.0
937470,1,1.0
936494,3,2.0
935334,1,1.0
941841,5,2.0
943747,1,0.0
943762,3,1.0
943744,1,1.0
943748,1,0.0
944066,1,1.0
944070,0,2.0
944082,1,2.0
944085,2,1.0
944093,0,2.0
946654,2,1.0
950338,2,2.0
950339,1,0.0
933220,0,1.0
941839,2,1.0
943749,2,1.0
944179,4,1.0
949494,4,0.0
939865,0,0.0
939866,4,1.0
939867,1,1.0
939868,7,1.0
946241,0,4.0
950325,1,1.0
950652,2,0.0
931500,2,1.0
931512,3,0.0
931520,1,0.0
931546,0,1.0
884259,0,1.0
898039,1,2.0
933711,0,0.0
939294,2,0.0
945973,0,1.0
947940,1,2.0
948678,3,1.0
950658,3,0.0
881574,3,3.0
877773,2,3.0
877778,4,1.0
877779,1,1.0
877780,2,1.0
905292,3,0.0
933709,1,2.0
950156,0,1.0
877962,3,1.0
879413,1,3.0
884285,1,3.0
884501,2,1.0
888634,5,1.0
888636,2,1.0
888640,2,0.0
888643,2,0.0
894920,0,2.0
895270,2,1.0
895275,4,0.0
896307,2,1.0
896310,4,2.0
898042,0,0.0
898382,1,1.0
898383,3,2.0
903964,1,1.0
928339,0,1.0
929783,1,2.0
930548,3,0.0
931544,1,0.0
946239,1,2.0
947941,5,0.0
947942,0,1.0
950706,2,0.0
950707,2,2.0
950710,2,3.0
950711,1,0.0
884315,2,1.0
895263,4,2.0
895267,3,2.0
898375,0,0.0
903970,4,0.0
939474,4,1.0
950258,3,1.0
950714,1,0.0
896019,1,0.0
878141,0,1.0
893145,2,1.0
895272,10,1.0
897455,2,0.0
897458,3,0.0
897460,3,2.0
897461,1,0.0
897464,1,0.0
897474,0,1.0
897475,2,0.0
897476,1,0.0
897477,0,2.0
902875,2,1.0
906855,1,0.0
950654,0,2.0
881567,1,1.0
875703,1,2.0
875704,0,4.0
875705,2,2.0
875706,3,0.0
875707,2,2.0
875708,0,4.0
875709,2,0.0
875710,3,1.0
875711,1,1.0
875712,0,0.0
877784,3,0.0
941634,2,0.0
948675,1,0.0
877266,1,0.0
926476,0,2.0
926496,2,0.0
926499,1,1.0
926513,4,0.0
926519,2,0.0
926528,2,1.0
946197,1,3.0
950060,4,1.0
950153,0,2.0
950215,3,0.0
950222,0,0.0
877215,0,1.0
893144,1,1.0
926467,0,3.0
926529,0,1.0
949151,1,2.0
949152,2,2.0
949153,3,2.0
949154,1,2.0
895679,1,1.0
930866,2,2.0
944357,1,0.0
931173,2,0.0
950730,0,1.0
944358,2,0.0
944363,2,1.0
906245,1,2.0
940854,2,4.0
944360,0,0.0
929137,2,1.0
932745,1,1.0
939601,0,5.0
950740,2,1.0
939519,1,5.0
932746,0,0.0
932747,0,3.0
932748,1,1.0
932749,0,0.0
932750,1,0.0
932751,4,1.0
942767,4,2.0
942769,2,8.0
942770,0,2.0
949101,0,5.0
950742,0,1.0
950743,1,1.0
932752,5,0.0
934001,2,1.0
934029,0,0.0
934267,0,0.0
938747,0,0.0
939597,0,5.0
939598,7,1.0
940646,1,1.0
932753,1,1.0
932754,1,1.0
932755,0,1.0
940644,2,1.0
950744,2,3.0
950745,2,3.0
950746,2,3.0
950747,0,2.0
950749,3,0.0
935331,2,1.0
935333,1,2.0
940642,1,2.0
934272,3,0.0
881819,2,0.0
940397,4,0.0
948199,0,2.0
948200,1,2.0
940399,3,0.0
940402,3,2.0
948198,1,2.0
948203,0,1.0
905187,1,1.0
937445,1,1.0
937448,1,1.0
937451,4,3.0
937458,2,1.0
950628,2,4.0
940401,0,5.0
893634,2,2.0
901840,6,1.0
933705,0,2.0
946086,0,1.0
950824,2,2.0
903806,1,3.0
893147,2,1.0
898379,1,3.0
908629,2,3.0
908676,2,0.0
908730,4,0.0
908763,0,0.0
922736,1,3.0
939289,0,2.0
940539,0,3.0
940544,9,0.0
940545,1,1.0
940641,2,0.0
941225,2,2.0
944180,2,0.0
950300,1,1.0
950753,2,5.0
950760,1,0.0
950762,0,1.0
946192,2,1.0
877228,2,1.0
886687,3,2.0
886692,1,0.0
886694,0,3.0
886695,1,2.0
886696,0,4.0
886698,0,1.0
886700,2,2.0
886704,1,0.0
886706,0,3.0
886707,3,3.0
889653,0,2.0
905263,0,1.0
908628,1,2.0
936496,0,0.0
950754,2,0.0
935332,2,1.0
935459,0,0.0
940640,0,1.0
940643,2,0.0
879388,7,2.0
879399,0,1.0
879400,0,1.0
879404,0,0.0
879408,5,1.0
879409,2,0.0
879410,4,4.0
887067,2,1.0
887068,0,1.0
887069,4,0.0
887070,1,0.0
887071,1,1.0
887072,1,1.0
887074,2,5.0
887076,1,2.0
887269,1,1.0
887271,2,1.0
887272,1,0.0
887326,4,0.0
887338,3,2.0
887346,0,0.0
887352,2,2.0
887354,3,2.0
890296,2,2.0
890298,1,1.0
890300,1,3.0
890301,2,2.0
890302,3,1.0
890303,1,4.0
890304,2,3.0
890306,1,1.0
892115,2,2.0
892116,2,0.0
892117,0,1.0
892118,2,2.0
892119,4,0.0
892121,3,2.0
892123,4,0.0
893636,2,2.0
893640,2,0.0
893866,0,3.0
894913,1,4.0
899853,2,1.0
922635,1,3.0
930850,1,1.0
937447,1,1.0
946085,3,2.0
946087,2,1.0
948060,2,1.0
948061,1,0.0
948062,6,2.0
950761,3,2.0
950771,8,1.0
943752,1,1.0
878140,2,0.0
881571,2,3.0
896304,2,1.0
898387,2,2.0
901573,2,1.0
901894,3,1.0
903960,1,1.0
903962,3,1.0
903966,1,1.0
903967,4,1.0
903969,1,3.0
904997,1,1.0
905034,2,1.0
905036,2,0.0
905042,2,0.0
905055,2,2.0
905057,2,0.0
905075,2,2.0
905096,0,0.0
905097,2,1.0
905287,1,3.0
906838,3,2.0
908767,0,0.0
908769,1,1.0
933699,3,0.0
933700,3,2.0
933702,0,4.0
933707,3,0.0
935013,0,0.0
935017,2,0.0
941172,5,1.0
941179,0,2.0
941181,2,1.0
941186,3,2.0
941199,1,2.0
941222,2,2.0
941226,1,1.0
941229,3,0.0
941230,0,2.0
941234,3,0.0
943364,2,2.0
943745,0,0.0
943750,2,0.0
944181,1,0.0
948059,1,1.0
949155,3,0.0
950713,2,0.0
950767,2,0.0
950769,1,0.0
950779,2,0.0
884913,2,2.0
884914,1,1.0
884915,4,2.0
884916,1,1.0
884917,1,1.0
884918,3,5.0
884919,0,2.0
884920,1,1.0
884921,4,5.0
901829,0,2.0
901834,5,3.0
901835,1,3.0
901841,3,0.0
901843,5,1.0
935074,0,3.0
948697,2,0.0
950778,1,1.0
950780,2,3.0
950781,1,3.0
950782,4,3.0
876883,1,0.0
877243,0,2.0
877245,1,2.0
877250,2,1.0
888641,1,1.0
888642,6,0.0
891771,0,1.0
893859,1,1.0
893863,3,0.0
893865,1,0.0
901574,3,2.0
901576,1,1.0
901577,3,0.0
901578,5,1.0
901579,1,2.0
901883,3,1.0
916076,3,0.0
916083,10,0.0
928340,0,0.0
929789,1,0.0
929797,0,1.0
930549,2,2.0
930550,2,1.0
939293,1,1.0
945949,1,0.0
945951,2,1.0
946193,0,1.0
946194,1,1.0
946195,1,0.0
946196,2,1.0
946523,1,1.0
946525,0,1.0
946526,0,0.0
946528,1,1.0
947985,3,1.0
947987,1,0.0
948055,3,1.0
950147,2,2.0
950148,1,0.0
950149,4,2.0
950151,3,0.0
950199,2,1.0
950219,1,1.0
950301,0,0.0
950653,3,1.0
918345,0,4.0
949493,2,1.0
949495,2,2.0
949496,1,1.0
949497,2,1.0
949498,1,0.0
893140,2,2.0
893146,0,1.0
881569,1,1.0
901580,0,4.0
901581,1,4.0
923704,1,0.0
944035,3,1.0
944042,2,1.0
944044,0,2.0
944045,1,1.0
950311,2,0.0
950312,1,0.0
950313,0,1.0
950629,2,1.0
878139,2,0.0
881568,0,3.0
881570,2,1.0
881804,2,0.0
881810,3,0.0
881813,4,1.0
893854,2,0.0
893862,3,1.0
895678,1,2.0
906612,0,1.0
931159,1,1.0
938927,1,3.0
938929,1,1.0
940032,1,0.0
943328,0,3.0
943333,1,3.0
943341,6,1.0
943365,2,3.0
943366,2,2.0
943563,2,1.0
943570,3,0.0
943572,1,3.0
943576,0,4.0
944176,3,0.0
946254,2,0.0
946261,0,1.0
947943,0,1.0
947969,2,0.0
947972,2,3.0
947986,4,1.0
948243,0,0.0
950326,3,2.0
950328,1,0.0
950330,1,0.0
950675,3,1.0
950676,1,1.0
950677,1,1.0
950678,1,0.0
950679,1,0.0
950680,1,0.0
950796,3,1.0
950797,1,0.0
950798,3,0.0
950808,1,1.0
950809,3,0.0
949685,1,1.0
943180,6,2.0
943185,3,1.0
943193,1,0.0
943206,2,3.0
948424,1,0.0
948425,1,1.0
878839,2,0.0
884286,2,2.0
885473,0,3.0
881818,4,2.0
884266,1,1.0
888635,2,0.0
890563,2,2.0
890566,2,1.0
890571,3,0.0
890579,0,0.0
890583,2,2.0
893141,2,1.0
894759,0,1.0
896303,1,1.0
896308,0,1.0
897154,3,2.0
902579,2,1.0
905073,1,2.0
906794,1,0.0
928341,1,1.0
928342,2,0.0
928343,1,1.0
928344,4,0.0
928345,2,0.0
930551,3,0.0
938961,2,0.0
941592,3,1.0
941920,1,4.0
941922,3,0.0
941923,2,2.0
941925,0,3.0
941926,1,0.0
941927,2,2.0
941929,1,1.0
941930,2,3.0
946979,2,1.0
948673,6,0.0
949156,1,4.0
933421,0,0.0
950243,1,0.0
876884,3,0.0
876885,3,2.0
876887,1,0.0
877214,1,4.0
891775,2,1.0
893142,2,0.0
893148,2,0.0
902879,0,0.0
905246,4,0.0
911639,1,0.0
945950,0,3.0
950170,1,1.0
881573,2,2.0
877964,3,2.0
877966,1,0.0
877967,2,1.0
878138,3,0.0
884250,3,2.0
885466,4,0.0
888637,2,1.0
894082,2,2.0
906257,1,1.0
906263,1,0.0
939423,1,1.0
939435,3,0.0
939441,1,0.0
946255,1,2.0
946260,1,1.0
950327,0,0.0
918372,0,1.0
895680,5,0.0
926493,1,1.0
940034,1,0.0
940036,2,1.0
940038,2,1.0
940039,1,1.0
884242,2,4.0
878840,2,0.0
884252,0,0.0
928346,4,1.0
941636,1,4.0
941638,3,2.0
941639,2,3.0
950332,2,1.0
906862,2,0.0
946238,3,1.0
890572,0,3.0
926511,0,1.0
931182,0,3.0
941635,3,2.0
948677,1,1.0
893143,2,2.0
897138,1,1.0
906250,1,0.0
929139,3,2.0
944347,1,1.0
895682,2,1.0
944359,0,1.0
944361,0,0.0
944362,1,2.0
950687,0,3.0
929138,3,0.0
906244,1,0.0
906247,0,1.0
929140,2,3.0
931168,2,0.0
940840,1,0.0
940847,1,0.0
948517,2,4.0
950826,0,1.0
918317,0,1.0
944348,1,1.0
944364,0,1.0
906252,2,0.0
918206,0,0.0
929141,0,4.0
929144,2,2.0
950831,4,2.0
929143,4,0.0
931164,3,2.0
944365,2,0.0
950256,0,2.0
929145,4,1.0
940849,1,0.0
943681,3,0.0
950255,1,3.0
932506,1,1.0
950833,0,2.0
939532,3,0.0
939533,1,1.0
932507,1,2.0
932508,1,0.0
932509,1,6.0
934289,0,0.0
940403,1,1.0
942771,1,4.0
950834,1,2.0
932510,1,2.0
932511,0,2.0
932512,5,2.0
934005,0,0.0
934007,2,1.0
934008,2,2.0
934011,1,0.0
935598,5,2.0
938495,1,1.0
950835,2,0.0
935336,0,1.0
922740,1,2.0
927215,1,0.0
927218,0,0.0
932513,2,1.0
934042,1,3.0
940274,2,3.0
948202,2,1.0
940645,2,2.0
943327,2,3.0
943580,3,1.0
923357,1,2.0
903242,3,0.0
935070,1,2.0
911625,0,0.0
932514,0,2.0
940272,1,0.0
943631,1,3.0
943633,1,0.0
950836,1,3.0
896021,3,2.0
950261,3,1.0
881817,0,3.0
897148,1,2.0
877222,4,0.0
894215,0,2.0
894222,3,2.0
941192,2,1.0
945974,1,1.0
948984,0,9.0
950169,0,0.0
889645,5,3.0
889648,1,4.0
889652,1,1.0
889654,1,3.0
889657,0,4.0
889658,2,0.0
889659,0,1.0
889663,1,2.0
935091,1,4.0
935092,2,0.0
935338,2,1.0
935341,0,1.0
878837,3,3.0
878838,1,1.0
889059,0,1.0
889062,0,0.0
889063,2,2.0
889074,0,1.0
889077,3,0.0
889079,2,1.0
887490,0,3.0
887491,1,3.0
887496,1,3.0
887497,7,1.0
887498,0,4.0
887499,2,0.0
893643,3,1.0
894915,0,2.0
894921,4,1.0
895250,2,1.0
898040,1,2.0
898041,3,0.0
907345,1,0.0
907346,3,1.0
907347,0,7.0
907367,2,3.0
907371,1,0.0
927219,1,0.0
930848,0,2.0
930852,1,3.0
940271,2,0.0
944305,1,0.0
946084,2,1.0
950838,6,0.0
877961,2,2.0
880102,4,1.0
880106,3,5.0
880107,2,3.0
880108,3,1.0
880110,1,3.0
880111,3,0.0
880114,0,2.0
880118,4,1.0
880120,1,3.0
941593,1,1.0
948245,1,0.0
885469,1,2.0
885472,1,0.0
890456,2,2.0
890459,5,3.0
890460,1,1.0
890462,1,1.0
890847,2,0.0
890853,0,4.0
890854,2,0.0
890855,2,1.0
890856,3,1.0
890857,1,0.0
890859,2,0.0
893637,3,1.0
893638,5,1.0
893650,3,0.0
893653,0,0.0
893657,1,2.0
894216,4,0.0
894756,1,2.0
894758,1,2.0
896306,0,4.0
897137,0,5.0
897147,3,2.0
897151,1,0.0
897152,3,1.0
897153,1,1.0
897157,1,0.0
898381,1,8.0
901648,2,0.0
901884,2,1.0
905018,0,1.0
914980,4,2.0
914981,3,0.0
914982,3,0.0
914985,1,3.0
914989,1,0.0
914991,1,0.0
916087,1,3.0
916088,6,2.0
927224,1,1.0
927231,1,0.0
929786,0,0.0
929801,1,2.0
930552,1,1.0
935018,1,1.0
935019,4,2.0
935021,0,3.0
940270,2,2.0
940273,1,3.0
940275,2,1.0
948242,3,0.0
948985,2,2.0
950031,0,2.0
950645,3,0.0
950696,2,1.0
950843,3,1.0
877204,0,4.0
885218,1,0.0
885219,2,3.0
885220,1,1.0
885221,0,1.0
885222,3,4.0
885223,6,0.0
885224,1,2.0
885225,1,0.0
885226,0,1.0
894760,6,0.0
905315,2,1.0
935069,1,1.0
937281,1,2.0
948690,2,0.0
948692,0,0.0
878841,4,1.0
891766,3,1.0
896023,1,1.0
907137,4,1.0
907157,0,3.0
907162,5,2.0
907164,4,3.0
907168,3,1.0
907169,4,3.0
920603,2,0.0
927216,3,1.0
927221,4,0.0
927223,2,1.0
927225,1,1.0
930847,1,5.0
933214,2,0.0
937274,2,2.0
937275,1,0.0
937276,4,0.0
937277,1,1.0
943647,2,1.0
944290,1,0.0
944350,3,2.0
947984,4,1.0
948070,3,0.0
948072,1,0.0
948073,1,2.0
948260,1,1.0
948261,2,0.0
948262,1,1.0
948469,2,2.0
948571,0,1.0
948573,2,1.0
950197,1,3.0
950211,1,1.0
950646,0,1.0
950657,0,0.0
950853,1,0.0
950854,5,0.0
950855,1,3.0
950856,3,1.0
950857,5,0.0
950858,3,0.0
950859,5,1.0
949686,0,4.0
876886,1,2.0
923706,2,2.0
923708,2,3.0
923712,1,0.0
923714,1,2.0
933218,1,0.0
933420,0,0.0
948986,0,2.0
950297,1,1.0
950298,0,0.0
950299,2,1.0
950695,2,1.0
950851,3,2.0
946240,3,1.0
881796,1,1.0
895676,1,1.0
896017,1,1.0
896018,5,1.0
896020,0,0.0
896022,1,4.0
896024,2,1.0
904103,1,2.0
904104,2,1.0
906587,2,1.0
906595,1,1.0
907531,2,2.0
930553,0,0.0
938937,1,1.0
939476,1,1.0
942227,5,0.0
942228,0,1.0
942229,0,1.0
942230,2,1.0
942231,1,1.0
943578,3,1.0
948201,3,1.0
948518,1,3.0
950473,1,0.0
950474,0,0.0
950475,1,1.0
950476,0,3.0
950681,2,1.0
940541,1,2.0
950685,1,1.0
877221,2,1.0
927217,1,3.0
929784,2,1.0
929799,4,1.0
931212,2,0.0
945819,2,0.0
945820,2,0.0
945822,1,0.0
945824,2,0.0
945825,2,2.0
948926,0,6.0
948932,2,1.0
948935,1,1.0
948940,1,1.0
948942,3,0.0
948954,2,4.0
950489,2,1.0
950490,2,1.0
950492,2,1.0
950494,2,1.0
950495,0,0.0
950496,1,2.0
896305,4,2.0
896311,1,2.0
902169,0,3.0
902175,1,3.0
902183,1,4.0
902187,1,0.0
902188,0,3.0
902189,2,1.0
902194,2,0.0
902196,0,0.0
902356,0,0.0
902370,2,0.0
902371,0,2.0
902569,2,2.0
902574,3,1.0
902577,0,0.0
902578,1,0.0
902580,3,0.0
902581,0,1.0
902582,3,2.0
902587,4,1.0
902874,3,0.0
902876,1,2.0
902877,4,1.0
902878,3,0.0
902880,2,0.0
902881,1,1.0
903048,2,1.0
903068,5,1.0
903080,2,1.0
903205,1,1.0
905279,4,2.0
931165,1,0.0
933706,1,2.0
938952,1,0.0
938955,0,4.0
941594,1,1.0
941840,1,0.0
943642,2,1.0
944303,3,0.0
948698,6,0.0
948928,0,0.0
948934,1,1.0
948945,2,1.0
948949,1,0.0
950863,0,0.0
950864,2,0.0
950865,0,1.0
950866,1,4.0
950867,2,2.0
881572,1,0.0
945975,2,3.0
947968,4,1.0
895677,4,1.0
906248,1,1.0
907167,2,2.0
948294,2,1.0
948295,1,0.0
940046,2,1.0
950307,3,3.0
950308,3,2.0
950684,0,1.0
891767,1,1.0
891768,0,0.0
891769,0,1.0
891772,1,1.0
891773,1,4.0
891774,4,1.0
891789,2,2.0
906243,1,3.0
941637,0,2.0
943676,2,0.0
948296,2,0.0
948299,1,3.0
897155,3,1.0
875031,1,1.0
875032,0,5.0
875034,0,1.0
875036,1,3.0
875037,4,1.0
875043,1,1.0
875048,4,0.0
875050,2,0.0
875083,0,2.0
875084,2,0.0
931169,1,1.0
931170,0,3.0
944349,6,2.0
944351,4,0.0
944352,1,0.0
944353,4,0.0
944354,0,0.0
948572,2,2.0
948574,1,2.0
895681,4,0.0
906227,1,3.0
929390,1,1.0
948292,1,3.0
948516,0,1.0
948519,4,1.0
949549,3,1.0
943682,1,1.0
944132,7,0.0
948515,0,0.0
931215,2,1.0
906251,2,0.0
929146,1,3.0
944355,2,0.0
948514,1,1.0
906249,2,2.0
950250,1,0.0
930854,1,0.0
929147,1,1.0
938052,1,1.0
950257,2,0.0
894217,1,0.0
896785,2,1.0
894226,6,1.0
928941,3,0.0
928943,1,1.0
950286,0,0.0
950296,0,0.0
950288,0,1.0
950294,1,3.0
894230,1,4.0
939473,0,2.0
944296,1,0.0
944307,0,4.0
938251,4,0.0
944064,1,1.0
944067,0,4.0
944068,0,2.0
944298,1,1.0
944299,1,2.0
950303,2,1.0
896309,0,2.0
928942,1,1.0
928944,1,0.0
929802,1,0.0
930554,3,2.0
950291,1,1.0
950295,2,2.0
918201,1,0.0
939479,3,2.0
940033,1,1.0
885467,0,6.0
918204,3,0.0
950062,2,0.0
918367,1,0.0
918377,3,2.0
895675,0,1.0
946010,4,3.0
948361,1,1.0
906241,2,0.0
