bisai,host,guest
786903,3,1.0
786904,1,5.0
786905,0,4.0
786906,0,0.0
786907,2,0.0
791652,2,1.0
793061,2,1.0
795287,0,0.0
797695,1,0.0
798998,1,2.0
799232,2,4.0
804800,5,0.0
827684,4,0.0
827687,0,5.0
767004,3,0.0
771800,2,3.0
771801,0,2.0
771802,0,4.0
771803,1,0.0
778632,3,4.0
778633,3,0.0
792340,0,1.0
792918,0,2.0
826530,1,0.0
771804,1,3.0
778634,1,0.0
784171,3,2.0
805838,2,0.0
825394,0,0.0
826526,0,1.0
827737,1,1.0
806149,1,2.0
808556,4,0.0
828171,0,0.0
775380,1,2.0
768624,0,0.0
783644,2,1.0
783653,1,0.0
768619,1,0.0
811629,2,5.0
768620,1,0.0
783643,1,1.0
793924,2,2.0
793925,0,2.0
767702,1,0.0
814776,1,12.0
814785,1,4.0
814779,2,1.0
828527,2,1.0
772746,2,0.0
772795,1,2.0
777644,0,0.0
784795,0,1.0
772614,1,3.0
772615,4,2.0
772616,2,1.0
772617,2,2.0
772618,3,1.0
814777,0,4.0
771971,1,2.0
772747,2,1.0
772751,0,2.0
827794,2,0.0
828337,2,0.0
828528,3,2.0
828529,1,3.0
828530,4,1.0
828531,5,2.0
828532,4,5.0
828695,1,4.0
771972,5,1.0
786055,2,2.0
827516,2,0.0
827665,1,0.0
827685,0,0.0
826480,3,0.0
827803,0,1.0
771973,3,1.0
772748,2,4.0
777645,0,1.0
777646,2,1.0
777647,1,0.0
777648,2,0.0
786054,1,0.0
802041,1,1.0
814170,5,1.0
814180,1,0.0
816072,0,7.0
816073,2,3.0
816074,2,2.0
821210,3,1.0
765913,1,0.0
772749,3,1.0
778510,5,0.0
828373,2,0.0
765912,2,1.0
765921,7,3.0
777649,1,1.0
777650,2,1.0
777651,1,0.0
777652,1,0.0
777653,3,1.0
777654,0,1.0
778989,0,2.0
778990,3,0.0
778991,0,2.0
779145,0,1.0
779146,2,0.0
826523,2,1.0
828054,4,0.0
828738,2,1.0
823154,4,2.0
782092,2,2.0
800730,1,3.0
800731,0,2.0
814171,1,0.0
814178,1,0.0
816070,2,2.0
816082,2,0.0
823155,1,0.0
823158,2,2.0
823159,3,0.0
825108,0,1.0
825115,2,1.0
825159,1,2.0
828055,2,1.0
828701,2,3.0
828720,0,2.0
828721,0,1.0
828722,4,2.0
828810,4,0.0
828841,5,3.0
793264,2,2.0
809589,2,2.0
809590,1,2.0
809594,1,1.0
809604,1,1.0
810798,1,0.0
817546,0,0.0
823156,2,0.0
823161,2,1.0
828717,2,3.0
828723,3,0.0
782094,2,2.0
823157,2,1.0
782088,0,1.0
792334,0,3.0
775098,3,0.0
782087,2,2.0
783133,1,0.0
785401,2,4.0
788420,5,1.0
788421,1,1.0
795683,3,0.0
799579,3,2.0
799583,1,1.0
799589,1,1.0
801276,4,0.0
810703,0,0.0
810704,2,0.0
810705,1,1.0
810706,3,0.0
810707,0,1.0
810708,4,2.0
810709,1,3.0
814186,5,1.0
816064,0,0.0
816085,0,0.0
817992,2,1.0
817993,1,2.0
817994,2,1.0
825134,2,2.0
825161,2,1.0
825717,0,1.0
825718,3,1.0
825722,1,2.0
828702,0,2.0
828703,2,2.0
828704,0,3.0
828705,0,2.0
828706,1,1.0
828707,0,0.0
828709,1,1.0
828710,4,0.0
828711,5,1.0
828712,0,3.0
828716,2,0.0
828725,4,1.0
828729,3,2.0
828733,4,1.0
828734,1,1.0
828783,0,2.0
828809,3,1.0
810685,0,0.0
814167,4,0.0
828724,5,2.0
828786,1,2.0
775095,2,0.0
775096,3,1.0
775097,2,2.0
775099,0,3.0
775100,7,2.0
778290,2,3.0
801271,2,2.0
801273,0,1.0
801275,1,1.0
812396,0,3.0
812398,1,4.0
816061,0,0.0
816066,2,0.0
816068,0,1.0
825116,1,0.0
825135,5,1.0
825136,1,1.0
825162,5,1.0
825164,2,4.0
828232,1,1.0
828457,1,0.0
828718,3,0.0
828781,0,0.0
828782,0,2.0
828784,3,1.0
828785,0,1.0
828811,2,1.0
828842,0,4.0
774531,0,0.0
781679,1,6.0
793062,3,0.0
798996,0,2.0
804801,0,1.0
804802,2,2.0
804803,0,3.0
804804,0,1.0
804805,2,1.0
812119,1,2.0
812120,6,1.0
812121,1,3.0
812124,4,0.0
812125,0,1.0
813957,2,0.0
816328,1,0.0
817995,1,1.0
828456,1,1.0
828458,1,0.0
828787,1,0.0
828788,2,4.0
828789,0,1.0
825133,2,2.0
777031,2,0.0
777033,1,0.0
778289,1,4.0
778295,1,1.0
782955,2,1.0
783106,2,0.0
783132,0,0.0
792335,1,2.0
792336,1,3.0
792337,2,2.0
792338,0,0.0
792344,2,0.0
792893,1,2.0
792894,0,2.0
792898,0,1.0
792902,2,2.0
792908,3,0.0
792917,1,0.0
792938,2,2.0
792947,1,3.0
792962,1,2.0
792967,4,4.0
792982,1,2.0
793263,2,4.0
793265,1,1.0
793266,1,2.0
793267,1,1.0
793268,2,1.0
793269,0,1.0
793270,3,0.0
793271,2,1.0
793803,1,0.0
793804,1,1.0
794151,0,2.0
794152,2,2.0
794153,1,0.0
794154,2,0.0
794827,1,1.0
794828,0,4.0
794829,2,1.0
794830,2,0.0
794831,0,2.0
796352,1,0.0
796355,1,1.0
796743,2,3.0
796958,5,1.0
797130,4,2.0
797131,2,1.0
797132,4,0.0
797133,1,2.0
797134,2,2.0
797135,1,2.0
797852,1,0.0
797853,1,0.0
797854,0,1.0
797855,1,2.0
800306,2,0.0
800319,1,1.0
801274,2,0.0
801601,2,0.0
803675,0,0.0
803677,0,0.0
803680,3,0.0
803682,2,3.0
803684,1,1.0
803688,2,1.0
803691,2,0.0
803696,3,0.0
803697,1,0.0
803699,4,1.0
803702,4,0.0
803704,2,1.0
807818,1,1.0
810688,1,0.0
818199,2,2.0
818200,0,1.0
818201,1,1.0
818202,2,1.0
818203,2,2.0
818204,1,1.0
818205,2,1.0
818206,1,1.0
818207,1,0.0
818208,1,0.0
818209,2,1.0
818661,1,1.0
818662,4,0.0
818663,2,2.0
818664,2,0.0
818665,0,0.0
818666,0,1.0
818667,0,2.0
818668,2,1.0
818669,0,1.0
818670,2,4.0
818671,0,1.0
821007,0,2.0
821008,1,1.0
821009,5,0.0
821010,5,1.0
821011,0,1.0
821012,0,3.0
824926,0,0.0
824927,2,0.0
824928,1,0.0
824929,1,3.0
824930,2,0.0
824931,4,0.0
824939,0,1.0
824940,1,2.0
824941,2,2.0
824942,6,3.0
824943,0,0.0
824944,1,1.0
828735,1,0.0
828736,2,1.0
828737,4,0.0
828740,0,4.0
828741,1,1.0
828742,0,2.0
828743,4,0.0
828744,5,0.0
828745,7,0.0
828746,1,1.0
828747,3,3.0
828748,1,1.0
828749,1,2.0
828750,2,1.0
828751,7,1.0
828752,2,1.0
828754,2,1.0
828755,0,2.0
828756,3,0.0
828757,1,0.0
828758,2,0.0
828759,3,0.0
828760,1,1.0
828799,0,1.0
828800,3,1.0
828801,2,3.0
828802,1,2.0
828803,0,1.0
803193,1,2.0
806487,2,0.0
809865,5,0.0
809866,0,2.0
809872,0,3.0
816099,0,0.0
828772,3,0.0
781840,2,0.0
781843,1,1.0
795288,1,1.0
798070,2,2.0
799227,1,1.0
799231,2,0.0
799598,0,0.0
802027,1,2.0
803168,1,1.0
803178,3,2.0
803180,0,1.0
803189,0,1.0
807226,0,1.0
807230,0,0.0
807232,4,1.0
807234,3,2.0
810988,3,0.0
810990,0,0.0
810991,2,0.0
810992,0,1.0
810993,0,0.0
814772,1,2.0
814775,3,0.0
825290,1,0.0
825291,3,1.0
825294,0,0.0
825301,1,1.0
826478,4,0.0
826481,1,0.0
828173,3,0.0
828777,0,2.0
828778,1,1.0
828779,1,3.0
828780,1,2.0
828790,2,0.0
828804,2,2.0
782949,2,2.0
798646,2,1.0
798653,0,0.0
798832,1,1.0
803177,1,0.0
811636,2,2.0
812609,3,0.0
812610,1,1.0
812611,4,3.0
812612,1,1.0
812759,3,2.0
814774,2,0.0
816104,1,2.0
821375,0,0.0
821377,2,2.0
821378,1,1.0
821379,1,2.0
821380,2,0.0
821785,4,0.0
821786,2,3.0
821787,3,1.0
821789,3,2.0
828813,0,1.0
828814,1,1.0
828815,0,0.0
823061,0,0.0
774530,2,1.0
781607,0,0.0
781846,1,0.0
791651,1,1.0
793055,2,3.0
799597,1,2.0
801272,3,3.0
802037,1,0.0
802042,3,1.0
806482,1,0.0
806483,1,0.0
806484,1,0.0
806485,2,0.0
806486,1,1.0
806488,1,2.0
806489,0,1.0
806490,2,2.0
806492,4,4.0
812397,4,2.0
816093,1,3.0
816105,0,4.0
816113,1,1.0
816340,1,0.0
816341,0,2.0
816342,1,1.0
824816,2,1.0
824962,2,0.0
825682,2,1.0
825684,2,1.0
825685,0,0.0
825687,0,2.0
825688,1,1.0
826531,0,1.0
827216,0,2.0
827385,1,2.0
827506,2,1.0
828769,3,2.0
828770,1,2.0
828805,2,3.0
828806,1,1.0
828808,1,2.0
828812,1,2.0
828831,1,1.0
885651,2,9.0
827557,2,3.0
793272,2,2.0
794528,0,3.0
796347,3,0.0
796959,3,1.0
796960,3,2.0
796961,2,0.0
799918,0,0.0
802029,2,3.0
804583,4,0.0
824811,1,0.0
828731,1,3.0
798540,1,1.0
798554,2,1.0
798555,0,2.0
798649,2,3.0
806481,1,2.0
809873,3,0.0
816108,2,2.0
821651,0,0.0
821792,2,0.0
821799,2,0.0
821800,0,1.0
825686,0,1.0
775379,1,0.0
806142,3,3.0
816106,0,4.0
827795,2,3.0
828843,2,0.0
794529,3,0.0
794530,1,4.0
798557,2,2.0
827580,1,1.0
768629,3,0.0
791635,2,0.0
791638,2,1.0
791640,2,1.0
795286,0,0.0
795289,0,1.0
795290,3,3.0
795293,1,0.0
795295,1,0.0
798833,1,1.0
802040,1,1.0
802045,2,0.0
804958,1,1.0
805842,1,0.0
809778,2,0.0
809782,2,2.0
814798,1,0.0
816111,0,0.0
821376,2,3.0
821381,1,3.0
827596,1,2.0
827655,1,2.0
828233,3,0.0
828518,0,1.0
828844,2,0.0
799228,2,2.0
823060,1,1.0
823063,2,3.0
793059,2,1.0
798999,0,1.0
811631,2,2.0
824815,2,0.0
826529,1,0.0
826533,2,0.0
826536,3,1.0
826537,1,1.0
827556,1,0.0
827638,1,1.0
827796,1,0.0
828520,1,1.0
794531,2,2.0
826525,3,0.0
826532,0,0.0
827797,2,1.0
768618,1,2.0
805839,2,3.0
805846,2,2.0
809776,2,0.0
821654,3,0.0
826535,2,1.0
827544,1,1.0
827547,2,0.0
827548,1,0.0
827612,2,0.0
827798,0,1.0
828732,0,2.0
915358,1,0.0
783447,1,2.0
783448,3,1.0
783638,3,1.0
783646,0,1.0
783647,3,1.0
806147,3,0.0
828719,3,0.0
768778,1,1.0
827546,0,2.0
816381,2,0.0
802742,2,4.0
811632,1,4.0
827657,4,1.0
827584,3,0.0
768626,1,2.0
787691,0,1.0
787695,0,0.0
793926,1,3.0
827540,1,1.0
767699,3,0.0
828838,1,4.0
767717,2,0.0
768621,0,0.0
793930,3,4.0
811633,0,0.0
816388,0,1.0
783443,1,1.0
783444,1,2.0
787688,0,3.0
793927,4,1.0
767696,1,2.0
767707,4,3.0
793928,1,2.0
793929,2,1.0
767697,0,1.0
793931,1,4.0
772750,0,0.0
814781,5,0.0
814784,2,0.0
828847,3,1.0
772813,1,2.0
828848,1,4.0
771974,1,1.0
778511,0,0.0
778512,1,2.0
784723,0,2.0
812761,2,1.0
829029,2,3.0
776536,1,3.0
776538,1,0.0
776539,2,1.0
776540,2,0.0
776541,0,1.0
776542,1,1.0
776543,2,0.0
778513,4,0.0
828437,8,0.0
765918,0,3.0
765953,5,2.0
776537,3,2.0
776544,0,3.0
778993,2,2.0
778994,2,4.0
779147,3,3.0
784681,3,1.0
828056,1,0.0
806491,0,1.0
765952,3,2.0
794532,2,0.0
799001,0,0.0
765950,2,2.0
793274,1,1.0
816077,0,1.0
816081,0,0.0
821206,3,0.0
825118,1,0.0
825721,1,3.0
794155,0,0.0
796756,1,2.0
797851,1,5.0
800732,2,2.0
800733,2,2.0
800734,3,2.0
823160,1,1.0
829012,1,3.0
829013,0,0.0
829014,0,0.0
829015,0,1.0
829034,0,1.0
782090,1,0.0
782091,2,0.0
782093,3,0.0
782089,2,1.0
795294,1,0.0
807817,5,0.0
810698,2,1.0
812122,1,1.0
814334,1,2.0
816076,5,2.0
816097,1,4.0
816109,0,2.0
816327,1,1.0
817996,4,2.0
821205,4,1.0
821790,0,3.0
824976,3,2.0
825724,0,0.0
829016,2,2.0
829017,1,1.0
829018,0,1.0
829019,2,1.0
829020,3,1.0
829021,2,3.0
829022,1,3.0
829025,0,6.0
829026,3,0.0
829027,1,1.0
829028,0,1.0
829030,0,1.0
829031,4,1.0
829032,0,7.0
829033,1,0.0
791639,3,1.0
791981,3,0.0
792342,1,2.0
794533,0,2.0
794534,1,1.0
794941,5,0.0
816101,0,4.0
777029,4,0.0
777032,2,1.0
799919,1,0.0
799920,3,1.0
799921,2,0.0
799922,2,1.0
799923,2,1.0
801262,2,1.0
812123,5,0.0
816062,1,3.0
816086,1,2.0
816095,1,6.0
816098,2,2.0
816107,0,5.0
817547,3,1.0
817548,4,4.0
817549,6,1.0
817551,0,2.0
817728,3,1.0
817729,0,0.0
817730,1,1.0
817731,1,1.0
817732,0,4.0
817733,1,4.0
817997,1,1.0
828454,0,0.0
829035,1,0.0
829036,2,3.0
829038,3,0.0
829041,1,4.0
829042,1,6.0
829043,3,3.0
829044,5,4.0
829045,1,1.0
829046,1,2.0
829047,2,2.0
829048,4,2.0
829049,2,0.0
829050,2,0.0
829051,1,5.0
829052,0,1.0
829053,1,2.0
829173,2,1.0
825723,1,1.0
774534,0,4.0
793060,2,1.0
804584,2,1.0
816067,5,1.0
816102,2,5.0
827219,1,1.0
828459,0,2.0
775932,1,1.0
775933,0,5.0
775934,3,1.0
775935,5,1.0
775936,4,2.0
778296,1,2.0
787689,4,2.0
793273,0,0.0
796760,0,4.0
799002,1,0.0
809718,1,2.0
813973,2,1.0
813975,3,0.0
813976,0,1.0
813977,2,2.0
813982,2,2.0
813983,6,0.0
813984,0,2.0
816096,1,5.0
816100,1,4.0
816103,0,1.0
816112,1,2.0
821209,1,1.0
824973,0,7.0
829161,2,0.0
829162,2,1.0
829163,1,0.0
829164,4,0.0
829165,3,3.0
829166,2,2.0
829167,0,2.0
829168,2,0.0
829169,3,0.0
829170,3,0.0
829171,2,1.0
829172,1,1.0
829174,2,2.0
829175,2,0.0
829176,1,3.0
829177,4,1.0
829179,1,2.0
829180,2,1.0
796962,2,2.0
798547,2,3.0
798556,2,2.0
809864,0,0.0
810689,0,1.0
828512,1,1.0
828513,0,1.0
828514,0,0.0
828515,2,2.0
828516,0,2.0
828517,1,0.0
794535,3,0.0
778291,2,3.0
778292,1,1.0
778294,3,3.0
792341,3,0.0
795291,1,1.0
798044,1,0.0
798053,1,0.0
798076,0,0.0
798080,2,1.0
798083,1,0.0
799230,4,0.0
802032,0,3.0
803113,4,2.0
803191,1,0.0
804954,0,2.0
804961,1,1.0
804962,2,1.0
806148,2,2.0
806150,2,1.0
810994,3,1.0
811795,3,1.0
811796,0,3.0
812763,2,0.0
816069,2,2.0
821207,2,3.0
824970,0,3.0
824971,0,4.0
824977,0,2.0
825191,1,2.0
825192,1,2.0
825194,1,0.0
825195,1,0.0
825197,2,2.0
825198,2,1.0
825199,0,0.0
825288,2,3.0
826479,1,1.0
827568,1,2.0
829054,4,0.0
829058,2,1.0
829063,0,0.0
829092,3,0.0
829093,1,3.0
829094,3,0.0
829095,0,0.0
829096,1,1.0
777030,2,0.0
779837,1,0.0
779839,0,0.0
783134,0,4.0
783135,1,1.0
798647,0,2.0
798834,1,2.0
804582,1,3.0
812613,1,0.0
812614,0,2.0
812758,1,0.0
815812,4,2.0
815822,2,1.0
815823,1,0.0
815824,1,3.0
815825,0,0.0
828166,1,1.0
829065,3,0.0
773809,0,4.0
773810,0,1.0
773812,2,1.0
774532,2,1.0
774535,2,0.0
774536,1,1.0
774941,0,4.0
774942,2,2.0
774943,2,1.0
774944,2,0.0
774947,1,2.0
774948,1,2.0
775381,2,0.0
791642,1,0.0
793056,3,3.0
796741,2,3.0
799233,2,1.0
802036,0,2.0
806146,0,2.0
814773,2,5.0
824974,3,3.0
824975,2,0.0
827215,1,1.0
827583,1,0.0
791982,0,0.0
796345,2,2.0
796349,0,2.0
826539,3,1.0
793932,3,1.0
798995,1,1.0
802738,0,1.0
804950,0,1.0
804969,0,0.0
821650,1,1.0
829066,2,1.0
799229,1,1.0
806144,2,1.0
774533,3,2.0
791636,2,0.0
798835,0,0.0
805844,1,1.0
805845,1,1.0
807220,1,1.0
809712,3,0.0
809779,2,3.0
809781,0,4.0
827213,0,0.0
827590,0,1.0
827594,0,2.0
827595,2,3.0
827597,1,1.0
827603,1,2.0
827656,0,3.0
827601,0,0.0
775376,1,1.0
813793,0,3.0
811634,2,3.0
814799,1,1.0
826527,0,0.0
829121,1,0.0
768622,4,2.0
768628,2,1.0
787690,2,1.0
787693,0,0.0
787694,1,2.0
787696,1,1.0
795292,2,0.0
805840,0,3.0
805843,2,5.0
809777,0,0.0
809780,0,0.0
826524,0,0.0
827539,2,1.0
827545,2,1.0
827599,2,1.0
829128,2,0.0
829129,2,0.0
826538,4,1.0
806143,4,0.0
816386,0,2.0
827549,0,1.0
827600,0,0.0
775375,2,2.0
816384,0,1.0
767705,4,0.0
775378,0,0.0
811635,4,2.0
827541,2,2.0
829186,2,1.0
768617,2,2.0
787692,2,1.0
787697,2,1.0
816382,0,0.0
827537,1,2.0
768623,0,0.0
816383,3,0.0
829145,1,1.0
767700,3,3.0
802736,0,1.0
829187,1,2.0
827542,0,4.0
768616,1,2.0
827602,2,1.0
804378,1,1.0
804386,4,0.0
779148,3,2.0
804377,1,0.0
804700,4,0.0
823447,2,0.0
823448,3,2.0
823450,0,0.0
823453,1,2.0
804374,3,1.0
804390,1,2.0
824796,7,0.0
829192,0,0.0
791970,1,2.0
829193,1,3.0
807231,2,3.0
812814,1,0.0
779841,1,1.0
798831,3,1.0
804382,0,4.0
781615,4,1.0
791138,1,3.0
793057,2,3.0
799000,0,1.0
804375,1,1.0
804388,2,1.0
827217,1,0.0
811630,1,0.0
774945,3,1.0
774946,0,0.0
777034,2,0.0
777036,0,1.0
796742,3,0.0
826528,0,0.0
777035,1,1.0
778293,0,0.0
804379,0,3.0
812401,0,5.0
814828,2,0.0
814833,1,2.0
814838,1,2.0
814847,8,1.0
814891,3,0.0
814892,3,1.0
778743,1,1.0
778744,3,1.0
778747,3,3.0
794942,1,1.0
798837,1,1.0
821652,0,1.0
827504,0,0.0
827558,2,0.0
827559,0,1.0
827591,1,0.0
771810,3,0.0
800709,2,2.0
823062,2,1.0
778746,4,0.0
795687,2,0.0
827561,1,0.0
766910,1,1.0
771805,3,1.0
771806,4,1.0
771808,3,3.0
771809,1,0.0
818210,1,2.0
818672,2,2.0
824105,4,3.0
825592,3,1.0
792339,1,0.0
805841,2,3.0
806145,1,0.0
825395,0,1.0
826534,2,0.0
827598,1,3.0
808555,1,1.0
768627,0,1.0
816385,0,1.0
768625,3,1.0
809337,3,0.0
828451,3,2.0
829261,0,2.0
809340,1,1.0
809333,2,3.0
828450,1,0.0
809341,0,0.0
809433,1,0.0
829202,1,0.0
781608,0,0.0
781609,2,2.0
781612,1,0.0
809336,2,2.0
809338,1,1.0
816159,4,1.0
825576,1,0.0
827984,1,1.0
828452,3,2.0
829091,4,0.0
829429,6,0.0
799588,2,2.0
829352,3,0.0
805555,2,0.0
805556,0,2.0
805558,2,0.0
827981,0,2.0
829468,4,1.0
829498,3,1.0
829499,0,3.0
829500,0,2.0
829503,1,7.0
781613,4,2.0
786908,2,3.0
827582,0,0.0
786909,4,1.0
786910,1,2.0
786911,1,0.0
786912,1,0.0
786913,3,0.0
793807,1,3.0
814728,0,3.0
814731,0,0.0
829436,0,2.0
792897,1,2.0
792903,1,2.0
792904,2,0.0
792909,4,1.0
792916,0,1.0
792936,0,1.0
792939,1,0.0
792949,0,0.0
792955,3,0.0
792963,3,1.0
792970,1,0.0
792989,1,0.0
793275,1,1.0
793278,1,1.0
793279,1,1.0
793281,2,0.0
793282,1,0.0
793283,0,0.0
793284,0,0.0
793805,0,0.0
793806,2,3.0
794156,1,2.0
794157,3,2.0
794158,1,2.0
794159,2,2.0
794832,1,2.0
794833,3,4.0
794835,1,2.0
803685,1,2.0
803686,1,2.0
803687,1,1.0
803689,1,0.0
803690,0,1.0
803692,0,1.0
803693,1,1.0
803694,2,1.0
803695,1,1.0
803698,5,3.0
803700,2,2.0
803701,1,3.0
814726,2,0.0
814727,1,2.0
814729,3,5.0
814730,0,0.0
818211,1,3.0
818212,3,0.0
818213,3,1.0
818214,1,1.0
818215,3,3.0
818216,0,1.0
818217,3,0.0
818218,1,1.0
818219,2,1.0
818673,2,1.0
818674,1,2.0
818675,2,3.0
818676,1,0.0
818678,2,2.0
818679,0,0.0
818680,0,1.0
818681,0,0.0
818682,2,2.0
824103,2,0.0
824104,0,0.0
824106,2,0.0
824107,3,0.0
824109,0,1.0
824111,3,2.0
824112,2,0.0
824113,1,2.0
824114,1,2.0
824115,1,5.0
824116,2,3.0
825574,1,0.0
825585,1,0.0
825586,3,1.0
825588,2,1.0
829501,2,0.0
829502,3,1.0
829505,2,1.0
829506,1,0.0
829222,2,1.0
817528,2,0.0
817535,4,0.0
813878,1,3.0
813889,0,5.0
813892,1,2.0
813894,0,1.0
817526,2,1.0
817533,1,0.0
823095,2,1.0
827560,0,0.0
827806,0,0.0
813882,1,2.0
813883,3,0.0
813884,1,2.0
813887,0,2.0
813897,1,2.0
823096,5,0.0
823097,0,0.0
829454,0,1.0
829467,4,1.0
829450,0,0.0
778936,1,2.0
778995,2,4.0
778996,2,1.0
778997,1,0.0
778998,1,1.0
779000,0,1.0
810554,5,2.0
822937,2,2.0
829234,1,3.0
829233,0,0.0
829232,1,1.0
829236,3,3.0
776752,0,1.0
816310,5,3.0
816313,0,1.0
776751,2,0.0
825530,2,1.0
825531,1,1.0
825532,1,4.0
825533,0,2.0
825534,0,0.0
825535,0,1.0
825536,0,7.0
825537,1,0.0
825538,6,0.0
825716,1,1.0
811964,3,3.0
829363,1,2.0
781822,0,0.0
781823,2,2.0
781838,0,0.0
804587,0,2.0
822379,5,1.0
828435,1,0.0
779838,0,0.0
779840,4,1.0
783136,3,2.0
828165,0,5.0
829601,8,1.0
773813,0,1.0
773814,0,2.0
773815,7,0.0
773816,0,0.0
773817,4,4.0
805557,0,2.0
816314,0,1.0
822378,2,2.0
822383,1,1.0
822385,5,0.0
822386,1,1.0
822388,0,5.0
822459,0,0.0
822461,1,1.0
826518,2,0.0
829604,4,2.0
829616,4,2.0
799926,2,0.0
826504,1,6.0
826509,2,3.0
829608,1,2.0
816078,1,0.0
824890,2,0.0
826506,0,1.0
826516,0,2.0
810459,1,1.0
821571,0,0.0
826399,2,5.0
826492,0,2.0
826495,0,4.0
826497,0,4.0
826499,0,3.0
826500,1,3.0
826503,1,2.0
826508,0,0.0
826510,2,2.0
826511,1,2.0
826513,0,1.0
826517,0,3.0
827989,1,0.0
800310,4,2.0
800311,5,2.0
826490,1,2.0
826491,2,2.0
826493,0,6.0
826520,1,2.0
829617,2,0.0
800308,2,0.0
800309,1,1.0
800321,2,1.0
800323,1,2.0
814725,0,0.0
793277,2,2.0
793280,2,1.0
793285,1,1.0
793286,2,3.0
794160,3,0.0
794834,0,0.0
814732,0,2.0
818220,1,2.0
825572,1,2.0
825577,2,2.0
825581,3,2.0
825584,3,1.0
825587,0,1.0
825680,2,2.0
817530,0,2.0
817537,2,0.0
827659,0,2.0
825556,0,1.0
825561,1,1.0
773048,2,2.0
813895,4,1.0
817529,1,2.0
817531,5,1.0
817532,0,0.0
823098,0,1.0
827660,0,4.0
767701,0,5.0
825557,2,1.0
825560,0,1.0
825562,2,0.0
827799,1,1.0
827802,1,0.0
813886,2,1.0
813891,2,1.0
813888,3,3.0
813893,1,1.0
823099,2,1.0
823100,1,0.0
829440,2,0.0
776547,2,0.0
776753,1,3.0
776754,0,0.0
829633,1,1.0
816924,1,4.0
811954,1,1.0
811955,1,0.0
811961,1,2.0
829739,0,4.0
783109,1,0.0
829507,1,0.0
829637,2,1.0
829738,0,2.0
829740,0,2.0
825603,2,0.0
825609,3,2.0
825626,0,0.0
826494,1,5.0
799927,1,0.0
821664,3,1.0
825599,0,1.0
825602,5,0.0
825604,2,0.0
825608,5,1.0
825615,1,0.0
825619,1,0.0
825633,3,1.0
826496,0,5.0
826498,2,2.0
826501,0,3.0
826502,2,3.0
826505,1,2.0
826507,1,1.0
826514,1,8.0
826515,2,2.0
826519,0,4.0
825601,1,1.0
778745,1,1.0
820658,1,2.0
825595,0,3.0
825605,0,1.0
825611,1,1.0
825612,0,1.0
827658,0,1.0
825596,3,2.0
829741,1,2.0
825598,0,1.0
825607,1,0.0
825613,3,4.0
827637,1,4.0
829632,0,1.0
825600,3,0.0
817524,2,0.0
817538,1,1.0
825610,3,0.0
825616,1,1.0
817527,1,3.0
817536,1,3.0
825558,2,1.0
825563,2,0.0
817525,0,0.0
817534,3,0.0
817539,3,0.0
827807,0,2.0
825565,1,2.0
823101,4,0.0
823102,1,1.0
829439,2,3.0
829757,0,0.0
814185,1,4.0
776755,0,0.0
782095,2,4.0
829745,3,3.0
811956,1,0.0
817137,1,1.0
829441,1,1.0
829455,2,2.0
829112,0,3.0
829116,1,2.0
829117,3,1.0
829119,3,1.0
829643,3,0.0
811950,2,1.0
829250,0,1.0
829782,2,1.0
829805,3,1.0
811951,1,2.0
815953,1,3.0
798842,2,1.0
829196,1,1.0
781617,1,4.0
781622,2,2.0
793063,1,1.0
804676,0,2.0
812126,0,2.0
817136,1,4.0
822791,2,1.0
829197,2,2.0
829792,0,1.0
829816,2,1.0
829240,1,1.0
829818,0,0.0
796744,1,3.0
797696,0,1.0
797698,1,1.0
797699,1,0.0
797700,0,3.0
799592,1,2.0
799602,2,2.0
800737,0,0.0
800738,0,2.0
800739,0,2.0
801602,2,0.0
825140,0,2.0
825169,3,1.0
825780,3,1.0
829789,4,0.0
829790,1,2.0
829794,2,2.0
810801,2,2.0
829795,2,1.0
829806,1,2.0
774543,1,0.0
798198,2,1.0
798202,1,1.0
799005,1,1.0
799593,2,0.0
801536,1,1.0
801603,2,2.0
801604,4,1.0
801605,1,0.0
804667,1,1.0
804673,4,0.0
804674,2,3.0
809592,2,0.0
809593,3,0.0
810700,1,1.0
810713,3,0.0
825777,2,3.0
827497,0,0.0
829195,5,2.0
798199,2,1.0
798201,0,0.0
805562,3,0.0
809591,0,2.0
822788,5,1.0
828004,0,0.0
829799,1,1.0
829802,1,1.0
829804,2,1.0
797516,1,0.0
829801,0,1.0
778748,1,1.0
794536,2,0.0
794943,3,0.0
794944,1,3.0
794945,3,0.0
794946,1,5.0
794947,0,0.0
794948,3,0.0
794949,1,3.0
794950,2,2.0
794951,0,2.0
795691,2,0.0
795692,0,0.0
795693,1,1.0
795694,0,1.0
795696,1,0.0
795697,2,1.0
795698,3,1.0
795699,1,2.0
795700,1,1.0
798200,1,4.0
798844,4,0.0
805514,1,1.0
814967,3,1.0
820430,1,1.0
820646,1,0.0
820648,1,1.0
820650,1,1.0
820652,3,2.0
820654,0,0.0
820656,1,0.0
820660,0,0.0
820662,0,0.0
823075,3,0.0
827641,1,2.0
827643,1,0.0
829493,0,1.0
829494,1,0.0
799239,5,2.0
829819,0,0.0
810301,4,0.0
791713,3,1.0
793064,3,1.0
795300,0,1.0
797697,2,0.0
800627,1,1.0
802050,4,1.0
805515,1,1.0
808565,0,0.0
810300,2,2.0
829534,1,0.0
829800,0,2.0
829817,3,1.0
