bisai_id,cold,win,draw,lose
880528,normal,1.62,5.08,9.49
881051,normal,2.2,3.6,3.75
878984,normal,2.76,3.6,2.72
882579,normal,1.9,3.86,4.83
882580,normal,1.85,4.0,4.8
876653,normal,1.95,3.95,5.3
904851,little_cold,2.38,3.3,4.0
927001,normal,16.25,7.5,1.26
904835,big_cold,3.4,3.2,2.61
923298,normal,1.17,9.0,39.0
904828,normal,2.65,3.2,3.22
881050,normal,3.1,3.42,3.04
882583,normal,2.38,3.57,3.62
904865,normal,1.83,3.55,6.55
880543,normal,2.8,3.5,2.95
904803,normal,1.75,4.0,8.0
927025,normal,1.85,4.0,6.4
923305,normal,4.86,3.6,1.91
904826,big_cold,2.43,3.4,3.75
904064,normal,2.12,3.45,5.42
904847,normal,2.7,3.1,3.42
904840,normal,2.3,3.4,3.86
904871,little_cold,2.55,3.5,4.0
877052,little_cold,5.4,3.82,2.25
881041,little_cold,4.65,3.6,3.2
882584,normal,1.76,4.1,6.0
940177,normal,1.67,5.0,6.18
940186,normal,1.5,6.5,23.0
935783,normal,3.64,4.26,2.27
935988,big_cold,2.84,3.6,3.98
938092,normal,1.4,11.75,29.0
935809,normal,11.5,6.2,1.38
939835,little_cold,2.9,3.5,3.6
935986,big_cold,3.42,3.38,2.7
939542,normal,1.45,6.0,12.0
933578,normal,3.32,3.5,2.9
937055,normal,1.92,4.35,6.0
937058,normal,2.85,3.83,6.25
931399,big_cold,2.34,4.0,3.15
939543,normal,1.45,5.7,13.0
940184,big_cold,2.22,4.15,4.2
937889,normal,1.18,8.45,21.0
939832,big_cold,2.75,3.85,3.03
937062,big_cold,3.4,3.8,3.8
938090,normal,2.51,3.51,4.37
935985,big_cold,2.74,3.3,3.94
937056,normal,1.41,6.5,17.0
940386,normal,4.56,3.85,2.3
938101,little_cold,1.78,7.6,16.0
937048,normal,5.0,3.75,3.2
933629,normal,1.5,6.0,7.5
937063,normal,2.02,3.8,5.6
938682,big_cold,3.36,3.35,3.1
935623,big_cold,2.65,3.5,2.75
937052,normal,1.7,4.7,8.0
938105,normal,1.33,6.5,14.5
938098,normal,1.87,6.5,12.0
939833,normal,5.0,4.3,2.15
938103,big_cold,7.0,3.9,2.57
940387,normal,2.15,3.7,4.2
938647,little_cold,2.29,3.5,4.2
935987,normal,1.36,7.8,21.0
937054,little_cold,3.2,3.65,3.8
878729,normal,2.38,3.85,3.6
885830,normal,1.32,6.75,16.11
859464,little_cold,1.8,3.85,7.1
856898,normal,3.9,3.5,2.79
889230,normal,1.94,3.85,5.5
892873,normal,1.95,3.8,6.91
881420,normal,1.25,7.15,17.0
876966,little_cold,1.41,6.0,13.5
876472,big_cold,4.77,3.8,2.0
856281,normal,3.0,3.6,3.07
847634,normal,2.5,3.55,3.8
883743,little_cold,2.12,3.3,4.25
905759,normal,1.5,5.17,11.13
876772,big_cold,6.0,4.3,2.15
846982,normal,3.42,3.7,2.75
878730,little_cold,1.43,6.0,9.77
884385,little_cold,2.23,3.6,4.35
883759,big_cold,2.75,3.3,2.95
905995,normal,2.51,3.4,4.6
896860,normal,2.6,3.5,3.23
879983,normal,6.53,4.44,1.65
878633,normal,2.37,3.65,4.75
851213,normal,2.52,3.25,3.2
884998,big_cold,2.82,3.65,2.95
887623,big_cold,1.86,3.93,5.0
905204,little_cold,2.93,3.1,3.19
856901,big_cold,1.95,3.8,5.3
896863,normal,2.45,3.8,4.35
876769,normal,1.6,4.86,8.25
905170,normal,1.95,3.64,5.0
850246,normal,2.02,3.8,5.5
895769,big_cold,2.5,3.35,3.78
905999,little_cold,3.1,3.14,3.22
876963,little_cold,2.44,3.65,5.2
883731,big_cold,1.5,4.75,11.0
888947,normal,2.27,3.6,3.6
896864,normal,12.12,5.7,1.5
896861,little_cold,2.12,4.2,7.1
895468,normal,1.22,7.5,23.0
878728,normal,2.6,3.85,3.4
856897,little_cold,3.0,3.5,3.04
855391,big_cold,1.59,4.5,6.5
879879,normal,5.65,3.75,3.82
895771,little_cold,3.09,3.1,2.85
850242,normal,2.85,4.9,7.45
885002,normal,2.5,3.7,3.6
908799,normal,5.5,5.25,1.52
906002,normal,1.85,4.25,8.05
878631,little_cold,2.12,3.75,4.05
905174,normal,2.2,4.05,5.0
903744,little_cold,2.14,3.6,3.95
917102,little_cold,1.62,4.75,9.0
888943,big_cold,2.0,4.0,5.3
859508,big_cold,2.55,3.65,3.68
856288,big_cold,1.95,4.0,5.5
886148,normal,2.4,3.65,3.6
919395,big_cold,2.02,3.7,3.56
866531,little_cold,4.65,4.04,1.87
881424,normal,2.15,3.58,4.25
896858,big_cold,2.73,3.4,3.56
896859,normal,2.02,4.66,8.78
876962,big_cold,4.55,3.8,2.4
904672,normal,3.25,3.1,2.8
884337,big_cold,2.35,3.41,3.75
905761,little_cold,2.08,3.52,6.25
856582,little_cold,3.0,4.6,2.79
856900,big_cold,2.07,3.73,4.7
879885,little_cold,4.02,3.85,2.28
885827,normal,1.19,13.0,81.0
891471,normal,5.5,3.86,1.91
896082,normal,4.3,3.5,2.3
892868,little_cold,2.22,3.35,3.95
878635,normal,1.67,4.16,6.1
876768,big_cold,1.65,4.68,8.4
876398,big_cold,2.35,3.5,3.82
881418,little_cold,6.0,3.92,1.93
856896,little_cold,4.4,3.9,2.42
903743,big_cold,1.8,4.08,5.28
846986,normal,1.5,5.4,11.91
874737,normal,2.02,3.9,5.25
905763,normal,1.91,3.79,6.09
905764,little_cold,17.0,7.0,1.44
878634,normal,2.7,3.66,3.12
896857,normal,2.0,4.0,5.75
886157,normal,1.7,4.5,6.75
883767,little_cold,1.7,3.75,6.25
887617,little_cold,2.3,3.64,3.8
887627,little_cold,2.85,3.6,3.25
884997,little_cold,2.25,3.75,4.0
850248,big_cold,2.1,3.8,3.96
883754,little_cold,1.65,4.25,8.7
851215,normal,1.2,8.7,23.0
904684,little_cold,2.77,3.55,5.75
891475,little_cold,1.13,14.5,33.0
856282,normal,2.35,3.72,3.62
883756,normal,2.0,3.4,4.68
884336,normal,2.1,3.67,4.75
866540,little_cold,2.95,3.57,2.86
846985,little_cold,2.37,3.7,3.96
892869,normal,1.83,3.9,5.85
911578,little_cold,2.4,3.55,4.3
859474,big_cold,3.71,3.65,2.32
856276,normal,1.44,5.75,9.5
855382,normal,1.62,4.5,7.6
847637,little_cold,3.8,3.65,2.4
857062,little_cold,2.62,3.4,2.98
888941,big_cold,2.53,3.45,3.4
905162,big_cold,3.8,3.32,2.4
895469,normal,2.55,3.25,3.6
859492,normal,6.75,3.9,1.75
917101,normal,6.89,4.25,2.5
866542,normal,2.38,3.8,4.35
856323,big_cold,1.7,4.75,6.15
895768,normal,2.4,3.25,3.75
896083,little_cold,4.05,3.6,2.35
876489,little_cold,7.5,4.85,1.62
850247,normal,2.2,3.51,4.25
876965,normal,10.0,5.4,1.75
918833,normal,1.8,4.0,6.75
888945,normal,1.68,4.15,5.78
859498,normal,2.71,3.6,3.4
904042,normal,3.22,3.1,2.9
883760,normal,6.1,3.85,1.8
895772,little_cold,2.68,3.35,3.25
874746,big_cold,2.77,3.45,3.15
859506,big_cold,2.42,3.6,4.3
918834,normal,3.0,2.99,3.75
906341,normal,3.12,3.25,3.86
892870,little_cold,2.3,3.35,4.0
859485,normal,2.5,3.75,4.46
856899,big_cold,2.5,3.85,5.2
850245,normal,2.3,4.02,4.75
919392,normal,6.5,5.35,1.49
895765,normal,2.6,3.3,3.05
859442,little_cold,5.9,3.9,1.8
891473,big_cold,3.22,3.32,3.0
855386,normal,2.63,3.6,3.1
906339,little_cold,3.64,3.3,2.55
895766,normal,3.09,3.4,2.69
895767,big_cold,2.55,3.3,3.15
846979,normal,1.45,5.7,8.5
887622,normal,2.21,3.79,4.55
876569,little_cold,2.15,4.15,5.64
895474,big_cold,2.25,3.4,3.9
885368,normal,7.5,4.85,1.65
884674,little_cold,2.05,4.0,4.6
866550,normal,1.97,4.2,5.05
883746,normal,4.2,3.35,4.4
885357,little_cold,3.2,3.55,2.63
888949,normal,2.05,3.68,4.5
859489,normal,2.39,3.55,3.82
859487,little_cold,2.67,3.6,3.0
886155,normal,3.0,3.6,3.0
846983,little_cold,3.65,3.8,2.47
891477,big_cold,9.2,5.5,1.51
905977,little_cold,3.4,3.22,2.9
850244,normal,2.34,3.75,3.65
905994,normal,3.72,3.25,2.63
856287,normal,7.4,4.5,1.62
857090,little_cold,2.75,3.4,2.76
896085,normal,1.55,5.2,9.0
911571,normal,1.95,3.8,5.81
878636,big_cold,3.4,3.61,2.94
874739,normal,1.85,4.0,5.9
885837,big_cold,3.34,3.4,2.94
903778,normal,2.06,3.7,5.3
879881,normal,1.45,5.7,11.0
878632,little_cold,2.87,3.57,2.72
918839,normal,1.75,4.39,10.0
850241,big_cold,1.77,4.4,7.45
919394,normal,1.31,7.5,10.8
895764,little_cold,1.92,3.65,5.5
889232,normal,2.77,3.48,3.6
851221,big_cold,2.4,3.4,3.52
891469,big_cold,3.48,3.33,3.1
868028,normal,1.92,4.25,8.14
905997,normal,1.8,3.95,6.85
896081,normal,1.85,4.25,7.5
919391,normal,2.12,3.64,3.3
851239,little_cold,2.69,3.37,3.42
884672,normal,2.65,3.7,3.2
883732,big_cold,5.4,3.6,2.59
895770,little_cold,2.63,3.15,3.55
859475,normal,4.6,3.6,2.1
850243,normal,1.66,4.6,6.5
919393,big_cold,9.2,5.2,1.42
895467,little_cold,4.65,3.6,2.3
856212,big_cold,1.46,5.25,8.2
896865,big_cold,6.75,4.35,1.74
847635,normal,4.44,3.71,2.25
875622,big_cold,3.35,3.1,2.7
905906,little_cold,3.55,3.15,2.71
884472,little_cold,2.08,3.6,4.25
876448,normal,2.6,3.5,3.1
894658,big_cold,2.55,3.55,3.6
931093,big_cold,2.3,3.74,4.05
885131,big_cold,2.93,3.5,2.8
905268,normal,4.81,3.6,2.77
877193,normal,6.5,4.35,1.71
897553,normal,5.0,5.5,4.5
938627,normal,1.57,5.15,10.88
937733,normal,9.05,5.4,1.53
885423,little_cold,3.2,3.52,3.48
904971,little_cold,1.86,3.55,5.6
937951,little_cold,2.05,3.8,4.6
937745,little_cold,2.52,3.75,3.72
935748,normal,3.1,3.65,2.85
896238,normal,3.2,3.5,2.55
891673,little_cold,5.6,3.78,2.37
889335,big_cold,2.48,3.3,3.45
937734,little_cold,15.0,6.5,1.33
937741,normal,4.8,4.35,2.03
936601,big_cold,2.31,3.7,4.35
937746,normal,5.21,3.8,2.02
883088,little_cold,7.17,4.75,1.67
930471,normal,2.35,4.36,5.5
937740,little_cold,12.0,5.1,1.65
895608,big_cold,3.57,3.13,3.8
896233,normal,2.32,3.7,4.5
889322,normal,1.6,5.0,9.0
906270,normal,1.72,3.9,7.5
933744,normal,1.93,9.5,19.0
928370,normal,2.02,4.1,4.95
896329,normal,6.0,4.45,1.81
951061,normal,2.21,3.77,3.9
950622,normal,1.75,4.0,6.5
951984,normal,1.91,4.2,5.8
951055,little_cold,3.0,3.5,3.55
946541,normal,1.46,5.71,11.5
930578,normal,2.55,6.0,8.0
929824,little_cold,3.0,3.6,3.45
951315,normal,2.95,3.38,2.95
934112,big_cold,3.4,5.0,5.5
937291,big_cold,2.31,3.6,3.4
951271,normal,3.46,3.72,2.35
929806,little_cold,2.4,3.76,3.55
906282,little_cold,2.72,3.25,3.2
946538,big_cold,2.4,3.42,4.25
929171,little_cold,1.92,4.3,6.2
938749,little_cold,2.63,3.7,3.2
946543,normal,2.5,3.5,3.3
944743,normal,2.5,3.6,6.0
951474,little_cold,1.65,6.1,13.0
939488,normal,2.2,3.6,4.25
950623,big_cold,2.12,3.75,4.4
929830,normal,2.73,3.6,3.5
951391,big_cold,2.0,3.7,5.25
906016,little_cold,3.95,3.4,2.32
885371,normal,1.81,3.82,4.7
895786,normal,2.3,3.4,4.37
888966,little_cold,2.89,3.55,2.61
868020,normal,1.41,6.0,12.5
866569,little_cold,2.56,3.65,3.1
856223,little_cold,2.9,3.8,2.65
878921,normal,2.1,3.85,4.64
896870,normal,3.72,3.57,2.6
857109,normal,4.35,3.75,2.03
895782,normal,2.49,3.4,3.34
878741,normal,1.77,4.6,6.3
895784,normal,2.7,3.3,3.75
879906,normal,1.8,4.26,6.15
869007,normal,1.9,3.9,6.7
847664,normal,6.0,4.17,1.68
879900,little_cold,3.83,3.89,2.25
904046,normal,3.27,3.1,3.24
879902,big_cold,2.45,3.65,3.47
891501,normal,1.3,7.6,15.0
920132,normal,1.36,6.0,14.0
892899,normal,3.55,3.3,2.69
856590,normal,3.4,4.8,1.8
876994,little_cold,1.56,5.6,11.5
885841,little_cold,10.5,5.8,1.44
846995,big_cold,1.77,4.8,7.17
885013,normal,2.7,3.8,2.95
881439,normal,2.37,3.8,5.0
859517,normal,1.67,4.84,9.84
885840,normal,6.9,4.3,4.0
856593,normal,1.5,5.25,6.1
905141,big_cold,6.1,3.31,2.69
851235,normal,2.08,4.2,6.6
850264,normal,1.77,4.68,7.81
868103,normal,1.51,5.14,9.02
892902,little_cold,2.22,3.4,4.4
878649,little_cold,1.99,3.9,4.8
847000,little_cold,2.5,3.6,3.11
878653,little_cold,2.94,3.5,3.01
859527,big_cold,1.98,3.62,7.5
851232,big_cold,18.0,8.0,1.25
850268,normal,2.51,3.77,3.38
876426,big_cold,3.55,3.42,2.5
895788,little_cold,4.27,3.34,2.66
878650,normal,1.8,4.01,5.2
888970,normal,3.32,3.4,3.2
850273,normal,1.67,4.5,7.0
906036,normal,1.54,4.81,10.37
878737,normal,3.8,3.85,2.52
860906,little_cold,1.12,14.5,46.0
895475,normal,9.44,5.05,1.47
850266,little_cold,3.18,3.68,2.71
896102,normal,1.45,5.5,9.3
885014,normal,1.91,3.9,5.0
857106,little_cold,1.67,4.25,6.58
886229,normal,1.62,5.0,8.6
866534,little_cold,2.05,3.85,4.4
857108,normal,2.51,3.55,3.25
895781,normal,2.07,3.6,6.32
918868,normal,5.7,4.25,1.78
889242,little_cold,10.12,4.86,1.55
896875,big_cold,2.63,3.45,3.4
867981,little_cold,2.73,3.45,3.51
859531,big_cold,2.98,3.2,2.79
856229,little_cold,2.6,4.0,4.05
847654,little_cold,2.47,3.69,4.62
886222,normal,1.56,5.0,7.5
896873,big_cold,2.9,3.3,3.21
856227,little_cold,2.1,4.02,4.9
878654,little_cold,3.15,3.6,4.57
850265,normal,1.51,5.24,8.56
868144,little_cold,2.22,3.75,4.75
906028,big_cold,2.45,3.3,4.5
884696,normal,1.92,4.56,6.75
850270,normal,1.81,4.0,6.1
874756,normal,3.95,3.6,2.72
888965,big_cold,5.4,3.6,2.1
868149,little_cold,1.91,3.95,5.4
859509,little_cold,2.01,3.5,4.75
896886,little_cold,2.84,3.3,3.4
891498,normal,1.75,4.2,6.85
851237,big_cold,3.25,3.55,2.77
885833,normal,27.0,8.9,1.29
876778,little_cold,5.5,4.2,4.7
896872,normal,1.91,4.0,6.3
859524,big_cold,2.9,3.25,2.95
888960,big_cold,3.08,3.4,2.59
878739,normal,1.85,4.45,5.7
856588,little_cold,1.23,7.5,13.0
896100,big_cold,1.74,4.25,6.3
896876,big_cold,4.75,3.6,2.3
878652,normal,1.64,4.5,7.3
903761,little_cold,4.15,3.69,2.03
878647,big_cold,3.6,3.7,2.3
881440,normal,1.73,4.36,8.3
859530,big_cold,3.32,3.2,2.65
895479,little_cold,3.3,3.27,2.77
866532,normal,1.18,11.5,34.0
896104,normal,3.24,3.6,2.5
859526,little_cold,2.35,3.6,6.6
876649,little_cold,1.89,4.26,6.2
892900,normal,2.24,3.2,4.56
885845,normal,3.3,3.42,3.2
847001,little_cold,2.45,3.6,3.2
847002,little_cold,1.62,5.0,8.5
850271,normal,3.9,3.7,2.89
884358,big_cold,2.63,3.42,3.85
905776,normal,1.67,4.27,7.51
876494,normal,1.7,4.28,6.3
860914,big_cold,3.1,4.33,5.5
904045,little_cold,3.58,3.35,2.65
876782,normal,8.0,5.23,1.64
856295,normal,1.62,4.72,6.7
876648,normal,5.0,3.9,2.51
889244,big_cold,2.55,3.4,3.95
906343,normal,2.08,3.4,4.8
868146,little_cold,2.9,3.6,2.94
895476,normal,3.17,3.4,2.95
879909,little_cold,4.27,3.73,2.25
859529,normal,2.77,3.36,3.2
856233,little_cold,2.3,3.82,3.57
903780,normal,2.23,3.5,4.3
850267,normal,4.0,3.51,3.72
891500,normal,2.12,3.9,5.8
892901,normal,2.29,3.3,4.0
866535,big_cold,1.94,4.0,4.55
851238,normal,2.38,3.7,4.44
891505,normal,1.8,4.0,5.8
896878,normal,1.26,8.0,19.0
859535,normal,2.34,3.3,3.8
884690,normal,2.22,3.87,4.05
920092,normal,2.12,3.68,4.25
906030,big_cold,2.5,3.3,4.85
885380,normal,1.48,5.5,10.0
895787,big_cold,2.67,3.3,3.15
920096,little_cold,2.91,3.5,3.38
856231,normal,1.44,6.0,8.75
860913,little_cold,3.54,3.85,4.7
847647,big_cold,2.32,3.81,4.42
911575,little_cold,2.44,3.1,3.8
886221,normal,2.4,3.65,3.4
884380,normal,1.76,4.14,6.37
905769,normal,3.7,3.25,2.5
921382,little_cold,1.68,5.5,6.5
905777,normal,2.58,3.2,3.58
876995,normal,2.57,3.65,3.77
891503,big_cold,4.1,3.57,2.57
856226,normal,14.0,8.0,1.6
850269,normal,2.27,3.78,4.15
888969,normal,2.27,3.54,3.65
850272,little_cold,1.72,4.15,7.0
876595,normal,8.0,4.62,1.7
885019,normal,3.0,3.65,2.82
892897,normal,2.3,3.25,4.22
896871,normal,19.0,7.0,1.35
860912,big_cold,2.5,4.0,4.62
921323,big_cold,7.0,6.75,1.32
886224,big_cold,5.4,4.19,1.9
851236,big_cold,1.92,3.9,6.9
846996,normal,2.25,4.2,5.25
905188,normal,1.72,4.25,9.75
905774,normal,2.46,3.55,4.85
868029,normal,3.25,3.7,2.5
847656,big_cold,2.3,3.56,3.69
874764,little_cold,2.92,3.23,3.2
920110,normal,2.47,3.4,3.27
874754,little_cold,1.3,7.0,16.0
906336,normal,2.36,3.48,5.26
895783,little_cold,2.96,3.3,3.1
906017,normal,2.35,3.3,4.11
851233,big_cold,2.7,3.6,3.3
856291,big_cold,2.68,3.55,3.1
916402,little_cold,8.1,4.7,1.7
915638,normal,8.2,5.5,1.6
916478,little_cold,2.25,3.5,3.95
916479,normal,1.62,4.0,8.0
867987,little_cold,2.02,4.0,7.0
916476,normal,2.2,3.5,4.7
816017,big_cold,1.33,6.0,13.5
914656,normal,6.4,5.25,5.0
816009,normal,12.5,5.9,1.46
816016,normal,1.41,6.19,14.0
915637,big_cold,2.38,4.0,3.0
918967,normal,8.1,4.69,1.6
915643,normal,5.6,4.5,1.62
916481,normal,3.4,3.2,3.15
916482,little_cold,1.72,4.0,6.8
916484,big_cold,2.28,3.5,4.04
914645,normal,17.83,8.0,1.19
868009,normal,2.25,3.7,4.0
910864,little_cold,1.32,5.9,13.0
915639,normal,1.81,4.34,5.26
915636,normal,54.0,9.7,1.14
920349,normal,1.41,6.16,10.65
916480,little_cold,1.45,5.0,11.0
915642,normal,1.19,8.8,17.0
916485,little_cold,2.55,3.5,3.75
915641,normal,1.18,9.0,20.0
919488,little_cold,9.05,4.65,1.59
915640,big_cold,5.4,4.6,1.7
916477,normal,1.6,4.4,9.0
922109,normal,1.34,7.65,13.0
880464,normal,2.6,3.45,3.29
922538,big_cold,2.38,3.43,3.95
880468,normal,4.05,3.55,2.1
922592,normal,1.65,4.8,11.93
919945,little_cold,2.2,5.0,8.7
919947,normal,8.5,5.03,1.67
919956,little_cold,7.0,3.8,3.35
877068,big_cold,4.33,3.8,2.35
922020,little_cold,4.8,3.75,2.15
923976,big_cold,1.57,5.81,11.0
923977,big_cold,2.33,3.75,3.27
921987,normal,2.52,3.4,3.49
922582,big_cold,1.83,4.1,6.5
923291,big_cold,2.45,3.43,3.45
880523,normal,1.91,4.0,6.0
923931,normal,4.0,3.62,2.35
925086,normal,2.49,3.6,3.05
877058,normal,3.0,3.6,3.32
880469,normal,1.65,5.19,8.45
880481,big_cold,2.2,3.75,3.85
880473,normal,2.5,3.48,3.3
923930,normal,11.08,4.96,1.5
880500,normal,2.41,3.5,3.6
925704,normal,1.15,11.5,32.0
925057,normal,15.0,7.5,1.3
925195,normal,1.63,4.5,8.0
922579,normal,1.62,5.02,10.0
925834,normal,29.0,10.5,1.14
925192,little_cold,2.85,3.62,3.02
925707,little_cold,2.25,3.75,4.25
923928,normal,1.65,4.0,6.78
925706,big_cold,8.72,5.1,1.44
880471,normal,2.55,3.45,3.45
906360,normal,2.2,3.65,6.55
919955,little_cold,5.41,3.6,1.96
925054,normal,2.96,3.15,3.26
880467,normal,2.88,3.46,2.86
925196,normal,1.96,3.7,4.6
883042,normal,2.09,3.85,4.2
932938,big_cold,1.74,4.0,4.9
880627,normal,3.45,3.4,2.45
932936,little_cold,4.6,4.5,1.82
875566,little_cold,1.95,3.4,5.6
882998,normal,3.09,3.7,2.75
883003,normal,2.62,3.77,3.32
904918,little_cold,1.9,3.9,5.52
911601,normal,2.17,3.3,4.35
932940,normal,2.02,3.9,5.25
882996,little_cold,3.55,3.64,2.34
885095,little_cold,3.56,3.6,2.41
932939,little_cold,2.39,3.7,3.41
882997,normal,1.6,5.02,8.5
930447,little_cold,4.86,3.8,2.02
879982,normal,4.0,3.65,2.2
927881,normal,2.4,3.95,4.5
875564,little_cold,2.2,3.45,5.0
931867,big_cold,2.37,3.7,5.78
883045,little_cold,1.26,8.7,18.0
930407,big_cold,3.0,3.35,2.25
932937,little_cold,1.97,4.4,4.07
927806,normal,7.95,4.91,1.8
895890,normal,2.12,3.55,4.69
886285,little_cold,6.0,4.15,1.8
875571,little_cold,2.55,3.2,3.55
931869,normal,2.0,3.76,6.6
927887,normal,4.15,3.85,2.9
874933,big_cold,4.56,3.8,2.22
930463,normal,1.83,4.15,6.3
932294,little_cold,6.5,4.75,1.59
932378,big_cold,2.31,3.9,3.5
875573,big_cold,2.1,3.4,4.65
883029,little_cold,2.12,3.72,3.82
883067,normal,1.73,4.5,7.3
885096,normal,2.57,3.5,3.4
923207,normal,4.0,3.8,2.6
876520,big_cold,3.54,3.65,2.41
875563,normal,2.9,3.25,3.82
885098,normal,2.62,3.5,3.3
932363,normal,1.32,6.18,14.65
884792,big_cold,6.95,3.86,2.42
875570,little_cold,1.87,3.6,6.2
932312,little_cold,4.0,3.5,2.65
931325,big_cold,3.75,3.4,1.99
875565,normal,2.25,3.3,4.1
889309,normal,1.4,6.4,15.5
932337,normal,1.9,5.5,9.2
883036,little_cold,3.27,3.7,2.42
931038,big_cold,2.4,3.7,3.34
875567,normal,2.85,3.2,4.24
927925,big_cold,4.95,4.0,2.15
883035,normal,1.61,4.8,5.9
895576,big_cold,3.55,3.3,2.7
889317,little_cold,6.8,4.2,3.0
935950,little_cold,2.63,3.6,3.4
929429,normal,8.0,4.75,1.93
936448,big_cold,2.01,3.9,4.2
932399,normal,1.36,6.0,15.0
935951,little_cold,4.8,3.8,1.88
925778,normal,1.68,5.0,9.4
891556,big_cold,8.0,5.3,1.61
933464,normal,3.2,3.65,3.14
936421,normal,1.48,6.25,10.5
935948,little_cold,1.75,5.0,8.19
936142,normal,2.7,3.4,3.15
932401,little_cold,2.57,3.5,4.0
932404,little_cold,6.4,4.0,1.92
929731,normal,3.26,3.7,2.38
935955,normal,1.61,5.35,10.16
925771,little_cold,2.8,3.74,5.6
932400,normal,2.51,3.55,3.55
936462,normal,2.94,4.25,2.37
934816,big_cold,3.4,3.15,2.83
925777,normal,3.8,3.45,2.45
932406,little_cold,3.75,3.65,2.35
933374,normal,3.35,3.7,2.65
925774,little_cold,2.2,4.8,9.18
936454,normal,1.58,5.5,6.49
930658,big_cold,2.93,3.45,2.67
933549,big_cold,2.42,3.65,3.55
925766,normal,9.0,4.9,2.3
936259,normal,5.2,3.8,2.3
936458,normal,3.45,4.5,3.1
921566,big_cold,3.25,3.5,2.61
933592,normal,1.15,16.5,51.0
929736,normal,5.25,4.07,1.8
933467,normal,3.3,3.85,3.03
936450,normal,2.04,4.7,6.0
936424,normal,1.55,6.25,10.5
929452,normal,3.13,3.55,2.67
934603,normal,2.52,3.5,3.23
932405,normal,3.32,3.95,2.75
936453,little_cold,3.1,3.7,2.4
936449,normal,2.04,4.25,4.04
936451,big_cold,1.94,4.75,5.4
936461,normal,2.3,4.2,4.5
930680,normal,1.57,4.7,7.5
880581,normal,1.84,4.0,5.8
886274,normal,8.0,5.0,1.52
925972,little_cold,1.54,5.4,8.5
928495,little_cold,7.0,3.7,2.05
922613,big_cold,2.91,3.65,2.62
927837,normal,1.37,7.0,13.0
928840,little_cold,7.0,5.0,1.83
878947,normal,1.25,8.15,19.0
922573,big_cold,5.5,4.0,1.82
929449,little_cold,1.73,4.31,6.75
928494,little_cold,3.8,3.05,4.45
925035,big_cold,1.7,4.5,7.5
930657,little_cold,1.85,4.34,7.3
931330,normal,4.65,4.0,2.38
886271,normal,1.25,7.5,17.5
886275,normal,2.43,3.6,3.82
929457,little_cold,15.5,6.8,3.45
931066,normal,1.83,4.0,5.5
922575,normal,1.13,15.0,46.0
931361,normal,1.33,6.4,12.0
928786,normal,1.4,5.5,11.0
931071,normal,1.88,4.02,4.65
930991,little_cold,1.99,3.53,4.2
931356,big_cold,4.0,3.8,1.99
931381,normal,1.3,9.7,21.0
929433,little_cold,1.82,4.4,7.0
931331,normal,25.0,9.7,1.18
931380,big_cold,9.5,7.0,1.18
927784,big_cold,1.91,4.0,4.4
931360,little_cold,6.25,4.6,1.53
928604,normal,7.25,4.45,2.14
926331,normal,1.61,4.2,8.5
931317,normal,2.16,3.6,3.77
930976,normal,2.42,3.8,3.5
929668,normal,1.76,4.5,7.65
928512,normal,2.15,3.6,4.5
925974,normal,2.06,3.97,4.55
927869,little_cold,2.39,3.94,4.75
929439,big_cold,1.6,6.0,13.0
929688,normal,5.93,3.75,1.85
931364,normal,2.54,3.78,2.78
928839,little_cold,4.6,3.7,2.0
929690,little_cold,7.8,4.34,1.53
922566,big_cold,2.22,3.75,3.75
926946,little_cold,3.45,3.6,4.35
927870,big_cold,2.04,4.0,4.3
929689,little_cold,4.85,3.4,2.08
931067,normal,1.97,5.36,10.5
929470,normal,2.25,3.5,3.7
930962,little_cold,1.32,7.0,17.0
927823,normal,6.0,4.5,1.76
931369,normal,3.4,3.55,2.75
922618,normal,3.84,3.65,2.8
931061,big_cold,4.95,3.65,2.3
931328,big_cold,3.6,4.1,4.75
931370,little_cold,2.41,3.75,3.15
931327,normal,29.0,10.5,1.22
931329,big_cold,2.29,4.2,6.0
931326,normal,5.5,4.75,1.67
931332,normal,1.45,5.75,7.75
928507,little_cold,9.0,4.5,2.02
931068,normal,1.31,7.8,16.0
931019,normal,2.11,3.6,4.33
928511,big_cold,3.3,3.4,3.66
928595,big_cold,2.63,3.05,4.08
922559,normal,1.11,14.3,51.0
886279,little_cold,4.1,3.7,2.17
928513,little_cold,1.73,3.75,6.7
935325,normal,1.67,4.6,6.75
935305,little_cold,2.39,3.9,3.75
883128,little_cold,4.53,4.3,1.96
939462,little_cold,3.62,3.5,2.64
941866,big_cold,3.6,3.45,3.71
935307,little_cold,1.92,3.8,5.41
939463,little_cold,2.65,3.2,3.15
905312,normal,6.5,3.8,1.88
875681,little_cold,2.22,3.65,4.77
905089,little_cold,1.84,4.0,7.0
875044,little_cold,4.8,3.65,2.25
932480,normal,1.85,4.02,6.9
932479,little_cold,1.87,3.87,5.27
943724,normal,4.8,3.7,2.2
883130,normal,2.2,3.87,3.9
875678,normal,2.25,3.6,4.6
935993,normal,1.46,5.0,10.0
880091,normal,1.87,4.0,5.2
883131,little_cold,2.37,3.9,5.8
943263,little_cold,2.51,3.6,3.14
883124,normal,1.55,6.25,13.0
926534,little_cold,7.5,5.0,1.62
