0,2
1,3
2,13
3,14
4,17
5,18
6,19
7,24
8,25
9,27
10,29
11,31
12,33
13,35
14,36
15,37
16,38
17,39
18,40
19,42
20,43
21,44
22,49
23,50
24,52
25,59
26,60
27,62
28,65
29,72
30,74
31,78
32,79
33,82
34,84
35,88
36,89
37,90
38,94
39,98
40,100
41,105
42,106
43,108
44,109
45,112
46,114
47,115
48,116
49,118
50,125
51,126
52,130
53,131
54,133
55,134
56,136
57,139
58,142
59,143
60,147
61,148
62,149
63,150
64,151
65,152
66,157
67,159
68,160
69,161
70,162
71,163
72,166
73,168
74,170
75,174
76,175
77,177
78,180
79,182
80,183
81,187
82,197
83,198
84,200
85,201
86,202
87,205
88,206
89,207
90,209
91,210
92,211
93,214
94,216
95,220
96,223
97,232
98,233
99,234
100,235
101,237
102,238
103,242
104,243
105,245
106,246
107,247
108,250
109,254
110,256
111,260
112,263
113,268
114,270
115,271
116,275
117,276
118,280
119,281
120,283
121,284
122,285
123,286
124,289
125,293
126,294
127,298
128,301
129,306
130,307
131,310
132,312
133,313
134,316
135,319
136,320
137,321
138,322
139,324
140,325
141,329
142,331
143,335
144,337
145,340
146,341
147,344
148,348
149,355
150,360
151,361
152,362
153,363
154,364
155,365
156,367
157,370
158,373
159,376
160,377
161,378
162,384
163,385
164,386
165,388
166,390
167,391
168,394
169,396
170,399
171,400
172,404
173,405
174,406
175,408
176,409
177,412
178,413
179,416
180,417
181,418
182,419
183,420
184,422
185,423
186,428
187,432
188,434
189,437
190,440
191,441
192,444
193,445
194,448
195,449
196,454
197,455
198,458
199,459
200,461
201,465
202,470
203,471
204,472
205,473
206,474
207,475
208,478
209,479
210,481
211,482
212,483
213,485
214,486
215,487
216,488
217,489
218,490
219,491
220,492
221,493
222,494
223,495
224,496
225,499
226,504
227,505
228,513
229,516
230,517
231,518
232,519
233,522
234,523
235,524
236,526
237,529
238,530
239,531
240,532
241,534
242,538
243,539
244,542
245,543
246,545
247,546
248,547
249,548
250,552
251,553
252,554
253,555
254,558
255,559
256,560
257,561
258,563
259,564
260,565
261,567
262,568
263,570
264,571
265,572
266,575
267,576
268,577
269,578
270,581
271,582
272,584
273,585
274,586
275,587
276,588
277,589
278,590
279,591
280,592
281,593
282,594
283,596
284,597
285,598
286,599
287,601
288,602
289,606
290,607
291,608
292,609
293,611
294,612
295,613
296,614
297,615
298,616
299,617
300,619
301,621
302,622
303,624
304,625
305,626
306,627
307,628
308,629
309,630
310,631
311,632
312,633
313,634
314,635
315,636
316,637
317,638
318,639
319,640
320,641
321,642
322,643
323,644
324,645
325,647
326,648
327,649
328,650
329,651
330,652
331,653
332,654
333,655
334,656
335,657
336,658
337,659
338,660
339,661
340,662
341,665
342,666
343,668
344,669
345,670
346,671
347,672
348,673
349,674
350,675
351,676
352,677
353,678
354,679
355,681
356,683
357,684
358,685
359,687
360,688
361,689
362,690
363,691
364,692
365,693
366,694
367,695
368,696
369,697
370,698
371,699
372,700
373,701
374,702
375,704
376,705
377,706
378,708
379,709
380,711
381,712
382,713
383,714
384,715
385,716
386,717
387,718
388,719
389,721
390,722
391,723
392,724
393,725
394,726
395,727
396,728
397,729
398,730
399,731
400,732
401,733
402,734
403,739
404,740
405,741
406,742
407,744
408,747
409,749
410,750
411,751
412,752
413,753
414,754
415,755
416,756
417,757
418,758
419,759
420,760
421,761
422,765
423,766
424,767
425,768
426,769
427,770
428,771
429,772
430,773
431,774
432,776
433,777
434,778
435,779
436,780
437,781
438,782
439,783
440,784
441,785
442,786
443,787
444,788
445,790
446,791
447,792
448,793
449,794
450,795
451,796
452,797
453,798
454,799
455,800
456,801
457,802
458,803
459,804
460,805
461,806
462,807
463,808
464,809
465,810
466,811
467,812
468,813
469,814
470,815
471,816
472,817
473,818
474,819
475,820
476,821
477,822
478,823
479,824
480,825
481,826
482,827
483,828
484,829
485,830
486,831
487,832
488,833
489,834
490,835
491,836
492,837
493,838
494,839
495,840
496,841
497,842
498,843
499,844
500,845
501,846
502,847
503,848
504,850
505,851
506,852
507,853
508,854
509,855
510,856
511,857
512,859
513,860
514,861
515,867
516,868
517,869
518,870
519,871
520,872
521,873
522,875
523,876
524,877
525,879
526,880
527,881
528,882
529,884
530,885
531,886
532,887
533,889
534,890
535,891
536,892
537,893
538,894
539,895
540,896
541,897
542,898
543,899
544,900
545,901
546,902
547,903
548,904
549,905
550,906
551,908
552,909
553,910
554,911
555,912
556,3000009
557,3000042
558,3000062
559,3000066
560,3000177
561,3000181
562,3000336
563,3000345
564,3000409
565,3000419
566,3000433
567,3000456
568,3000467
569,3000469
570,3000545
571,3000735
572,3000740
573,3000757
574,3000790
575,3000793
576,3000814
577,3000822
578,3000824
579,3000837
580,3000844
581,3000888
582,3000919
583,3000920
584,3000928
585,3000948
586,3000959
587,3000964
588,3000965
589,3000966
590,3000975
591,3000978
592,3000998
593,3001001
594,3001005
595,3001009
596,3001025
597,3001029
598,3001030
599,3001035
600,3001036
