,bisai,host,guest
22005,750327,1,1
22006,750342,0,0
22007,757602,0,3
22008,763891,1,0
22009,763893,2,5
22010,763894,1,1
22011,763955,0,0
22012,781791,1,1
22013,782496,1,0
22014,782497,3,0
22015,783930,1,2
22016,783945,4,1
22017,786396,2,1
22018,787243,0,0
22019,787198,0,1
22020,708915,3,0
22021,709717,0,2
22022,709749,4,0
22023,709788,3,0
22024,709790,2,3
22025,709800,0,0
22026,715715,0,0
22027,715718,0,1
22028,715720,3,0
22029,715730,1,1
22030,715732,2,1
22031,726724,1,1
22032,726727,2,2
22033,727773,0,1
22034,727777,1,3
22035,727779,0,2
22036,727780,1,0
22037,727786,2,0
22038,727787,3,1
22039,735823,0,2
22040,735840,2,0
22041,746591,0,1
22042,746593,2,5
22043,746603,2,1
22044,746605,1,1
22045,769283,2,1
22046,769297,1,0
22047,769421,1,3
22048,769428,2,1
22049,772248,1,2
22050,774400,1,1
22051,775865,1,2
22052,781528,0,2
22053,782289,1,0
22054,782291,0,1
22055,782293,1,2
22056,782296,1,0
22057,782297,1,2
22058,782300,1,1
22059,782305,1,0
22060,785795,0,0
22061,785801,1,1
22062,787054,1,3
22063,703665,0,1
22064,706161,1,0
22065,706166,0,2
22066,706180,2,0
22067,706182,2,1
22068,707641,2,2
22069,707642,3,3
22070,707647,2,1
22071,707661,4,4
22072,707678,1,0
22073,707704,0,1
22074,707725,2,2
22075,707756,0,0
22076,707763,2,1
22077,707810,1,0
22078,707816,0,0
22079,707822,0,1
22080,707824,0,0
22081,707827,2,2
22082,707828,0,1
22083,707835,0,3
22084,707836,6,1
22085,707837,0,1
22086,707839,2,0
22087,707841,1,2
22088,707842,3,1
22089,707849,2,3
22090,707851,0,0
22091,707857,0,0
22092,707859,1,1
22093,707860,2,2
22094,707861,3,0
22095,707865,1,0
22096,707866,1,1
22097,707867,1,1
22098,707873,2,0
22099,707877,2,0
22100,708397,2,1
22101,708425,1,3
22102,708451,2,2
22103,708480,2,0
22104,708499,3,2
22105,708543,2,1
22106,708567,2,1
22107,708578,1,0
22108,708606,2,3
22109,708610,3,0
22110,708611,0,2
22111,708619,1,1
22112,708620,0,4
22113,711000,1,0
22114,711002,0,1
22115,711012,0,0
22116,711013,0,1
22117,711015,4,0
22118,711800,3,1
22119,712855,1,0
22120,712867,2,0
22121,715792,1,0
22122,716777,3,2
22123,716784,2,3
22124,716786,1,2
22125,716798,0,2
22126,721063,7,0
22127,723685,1,1
22128,724577,2,1
22129,724578,1,4
22130,724593,1,2
22131,724598,1,4
22132,724611,1,2
22133,724617,0,1
22134,724620,4,1
22135,724626,0,1
22136,724640,2,1
22137,724649,2,2
22138,724654,1,2
22139,724672,3,1
22140,724702,0,0
22141,724704,0,2
22142,724717,0,1
22143,724725,1,4
22144,724727,0,1
22145,724729,0,0
22146,724734,3,0
22147,724735,1,0
22148,725255,2,2
22149,725287,1,1
22150,725307,1,2
22151,725312,1,1
22152,725315,3,0
22153,725316,2,4
22154,725321,2,2
22155,725331,2,0
22156,725337,0,2
22157,725338,1,1
22158,725341,0,1
22159,725822,1,1
22160,726713,0,0
22161,726721,3,2
22162,726738,3,2
22163,726989,0,3
22164,729319,1,1
22165,730432,0,3
22166,733358,1,1
22167,733374,1,1
22168,733376,1,0
22169,733381,4,1
22170,733389,2,0
22171,733391,1,1
22172,733398,0,0
22173,733400,0,0
22174,733401,0,1
22175,733402,3,3
22176,733415,0,3
22177,733857,2,2
22178,733907,2,1
22179,733908,4,1
22180,733916,2,0
22181,733917,0,3
22182,733919,3,1
22183,733921,3,1
22184,733923,1,5
22185,733924,0,3
22186,733928,3,4
22187,733938,3,1
22188,734351,2,0
22189,734503,3,1
22190,737422,0,1
22191,737429,3,0
22192,737436,2,0
22193,737443,2,1
22194,737444,0,0
22195,737450,0,0
22196,737459,0,3
22197,737468,1,0
22198,739691,1,1
22199,740683,2,1
22200,742121,2,0
22201,742123,0,1
22202,742126,1,3
22203,742132,1,0
22204,742135,0,5
22205,742138,1,1
22206,742143,3,2
22207,743057,0,2
22208,744819,2,3
22209,770578,1,4
22210,770734,0,2
22211,776905,0,0
22212,778153,0,1
22213,778160,0,0
22214,782465,1,0
22215,782481,3,1
22216,782727,6,1
22217,782730,3,1
22218,782732,2,0
22219,782773,1,1
22220,782780,3,1
22221,782796,2,0
22222,782797,10,0
22223,782799,3,1
22224,783953,1,0
22225,784047,3,1
22226,784051,3,2
22227,784055,1,3
22228,784078,1,2
22229,784079,0,0
22230,784083,3,1
22231,784845,1,0
22232,784846,1,0
22233,784848,1,2
22234,784978,2,1
22235,784982,2,0
22236,784983,3,2
22237,785000,2,1
22238,785001,2,2
22239,785002,1,1
22240,785817,0,1
22241,785826,1,1
22242,786531,1,1
22243,787184,0,0
22244,787228,2,1
22245,787229,1,3
22246,787244,0,0
22247,787246,0,0
22248,787247,2,1
22249,787249,0,0
22250,787250,1,0
22251,787251,0,0
22252,736158,0,1
22253,783868,1,2
22254,705354,2,0
22255,716799,2,0
22256,739644,0,1
22257,752565,1,1
22258,770566,2,3
22259,770567,1,0
22260,770579,0,0
22261,770582,3,0
22262,770596,1,1
22263,782190,1,0
22264,782191,0,3
22265,782203,0,1
22266,782204,1,0
22267,782208,3,2
22268,782210,2,0
22269,784221,2,2
22270,784235,2,1
22271,784237,1,1
22272,785839,4,1
22273,702900,1,3
22274,711426,1,0
22275,711431,1,1
22276,716775,2,1
22277,719299,1,1
22278,719304,3,1
22279,719650,0,2
22280,719665,1,2
22281,719796,2,3
22282,719813,1,0
22283,721415,1,2
22284,726657,4,1
22285,739622,2,0
22286,743912,3,1
22287,765536,0,7
22288,766668,2,0
22289,772063,0,3
22290,780759,1,2
22291,780760,2,0
22292,780762,1,0
22293,780769,1,0
22294,780802,0,3
22295,780808,1,2
22296,780809,1,0
22297,780812,1,3
22298,780822,4,4
22299,780836,4,0
22300,780840,0,0
22301,780844,5,0
22302,781786,5,0
22303,783864,1,0
22304,786516,3,2
22305,786600,0,0
22306,786684,2,1
22307,739635,1,1
22308,743457,1,0
22309,785800,3,0
22310,786674,2,0
22311,787248,1,1
22312,704212,0,1
22313,704357,2,5
22314,704374,2,2
22315,712864,1,0
22316,781527,2,3
22317,783000,3,0
22318,708910,2,1
22319,715083,2,1
22320,716766,1,1
22321,719302,1,2
22322,734332,1,2
22323,735786,4,0
22324,736891,0,0
22325,739733,3,0
22326,739755,2,3
22327,739788,2,1
22328,740678,1,0
22329,743169,0,1
22330,743901,2,1
22331,774402,1,1
22332,783001,1,1
22333,783875,1,1
22334,785228,0,2
22335,785451,4,0
22336,785823,0,1
22337,786394,1,5
22338,786749,0,1
22339,787245,2,1
22340,740681,1,0
22341,783281,1,1
22342,783009,2,0
22343,703666,2,2
22344,703669,2,1
22345,703670,6,0
22346,705243,3,1
22347,706201,1,0
22348,709747,2,1
22349,710985,1,1
22350,723678,1,4
22351,726868,2,3
22352,726983,2,0
22353,727000,2,1
22354,736161,0,1
22355,739620,1,0
22356,739791,1,1
22357,739806,1,0
22358,711024,3,1
22359,712863,2,1
22360,716632,2,1
22361,717378,1,0
22362,717384,0,2
22363,721414,1,1
22364,726238,5,0
22365,743902,1,0
22366,743905,1,1
22367,743916,4,1
22368,752574,1,1
22369,752575,1,0
22370,752576,3,2
22371,775862,2,1
22372,783874,0,0
22373,785838,1,0
22374,765527,3,0
22375,766738,0,0
22376,770581,2,0
22377,786682,0,0
22378,705204,3,0
22379,705228,4,1
22380,705316,2,2
22381,702877,1,1
22382,702957,3,1
22383,702976,1,1
22384,702980,1,2
22385,702999,0,1
22386,704203,1,2
22387,711793,2,0
22388,711817,1,2
22389,713920,2,1
22390,734330,3,1
22391,742293,2,1
22392,775652,0,1
22393,778588,0,1
22394,783013,1,4
22395,785452,2,2
22396,785461,2,0
22397,785462,1,5
22398,786279,2,3
22399,711798,2,0
22400,719812,2,1
22401,729956,0,0
22402,729964,1,1
22403,708931,0,1
22404,780350,2,4
22405,780356,1,0
22406,780377,0,0
22407,786532,2,1
22408,786748,0,2
22409,787256,1,1
22410,705197,1,4
22411,736888,2,0
22412,778589,1,0
22413,772069,3,1
22414,775653,2,3
22415,775654,1,0
22416,775655,1,2
22417,786337,2,1
22418,786424,0,1
22419,768481,2,0
22420,785662,1,1
22421,786591,0,1
22422,740675,1,0
22423,740682,3,1
22424,786603,3,1
22425,734373,4,0
22426,775656,4,1
22427,772972,1,0
22428,772066,0,1
22429,785669,2,1
22430,768495,1,2
22431,785541,3,0
22432,768486,0,1
22433,772967,0,1
22434,772970,1,2
22435,786021,2,1
22436,786278,1,2
22437,786738,2,0
22438,787255,4,0
22439,765753,0,1
22440,765787,0,4
22441,772334,1,2
22442,775657,0,1
22443,786281,2,2
22444,767536,1,1
22445,786601,3,1
22446,767536,1,1
22447,786601,3,1
22448,768490,0,0
22449,767543,3,0
22450,768488,0,1
22451,772074,1,1
22452,765788,3,0
22453,768484,1,0
22454,772332,3,0
22455,767538,3,2
22456,767537,1,3
22457,765760,1,1
22458,767540,0,1
22459,767541,2,1
22460,772659,4,2
22461,777413,1,0
22462,777414,1,0
22463,777415,2,0
22464,777416,0,1
22465,777417,3,0
22466,778427,2,2
22467,778428,1,0
22468,778429,1,0
22469,787276,3,3
22470,787278,2,0
22471,787279,2,1
22472,787280,4,2
22473,772774,3,2
22474,772794,1,6
22475,772811,0,3
22476,777418,2,2
22477,777419,1,0
22478,778884,1,1
22479,779056,1,1
22480,777420,0,1
22481,772660,3,1
22482,752141,1,4
22483,772661,1,1
22484,787271,2,4
22485,705788,3,1
22486,710384,2,1
22487,777421,1,2
22488,777422,1,0
22489,777423,0,3
22490,778885,0,2
22491,778886,0,2
22492,779057,1,2
22493,823125,2,1
22494,823126,1,0
22495,787272,0,0
22496,787273,1,1
22497,782075,2,1
22498,784643,0,1
22499,710368,4,0
22500,771921,2,3
22501,781345,0,0
22502,719294,1,1
22503,719295,3,1
22504,784892,1,1
22505,787311,0,1
22506,716652,3,1
22507,716659,1,1
22508,717947,4,0
22509,717953,0,0
22510,717957,1,0
22511,717985,8,1
22512,717992,1,2
22513,735269,1,0
22514,737628,0,0
22515,753617,1,4
22516,765862,0,5
22517,765871,1,3
22518,769624,3,0
22519,784895,2,1
22520,786806,0,1
22521,739713,2,2
22522,752136,0,3
22523,753622,7,1
22524,765870,0,1
22525,753618,3,1
22526,710365,3,1
22527,710377,1,0
22528,716654,2,1
22529,734346,2,0
22530,739657,2,1
22531,739669,2,4
22532,739692,0,3
22533,739696,1,2
22534,739712,0,3
22535,739719,3,2
22536,739739,1,0
22537,739797,1,1
22538,740679,4,0
22539,744706,3,1
22540,753616,5,3
22541,753619,3,0
22542,753623,0,0
22543,765857,1,0
22544,765861,2,2
22545,780874,2,2
22546,783059,1,1
22547,783064,2,1
22548,786393,0,1
22549,828067,5,3
22550,720667,1,1
22551,739616,0,4
22552,705227,0,1
22553,712861,1,1
22554,715102,1,1
22555,736874,1,1
22556,743420,0,2
22557,743425,0,3
22558,743431,4,0
22559,745965,3,2
22560,710379,2,0
22561,713316,3,0
22562,723690,0,5
22563,757745,0,4
22564,773729,2,2
22565,773730,0,3
22566,773731,3,2
22567,781350,2,0
22568,781352,2,1
22569,781802,0,0
22570,787282,0,2
22571,783803,1,1
22572,710063,2,2
22573,710069,1,0
22574,710072,1,1
22575,713343,1,0
22576,714645,3,1
22577,714668,1,0
22578,714674,0,1
22579,714676,1,1
22580,744630,0,2
22581,745935,1,1
22582,745937,1,0
22583,745945,3,0
22584,745946,2,0
22585,745948,0,1
22586,745956,2,2
22587,745982,1,1
22588,745991,0,1
22589,745993,4,0
22590,745994,2,1
22591,745997,1,0
22592,746035,0,1
22593,746043,0,3
22594,746044,1,0
22595,746047,0,1
22596,746050,3,2
22597,746051,1,0
22598,704186,4,0
22599,704209,0,2
22600,781953,2,1
22601,703050,2,0
22602,703857,0,0
22603,712150,2,2
22604,712519,0,0
22605,714416,3,1
22606,714417,4,0
22607,714429,1,3
22608,714430,0,3
22609,716646,0,0
22610,718523,1,1
22611,718533,1,2
22612,718544,0,2
22613,722635,1,2
22614,722640,3,1
22615,722642,1,1
22616,722653,2,0
22617,726626,1,5
22618,727011,1,2
22619,727729,2,2
22620,727732,4,1
22621,727733,1,3
22622,727737,2,2
22623,727739,4,2
22624,727752,2,1
22625,727756,1,1
22626,727763,0,1
22627,727767,2,0
22628,729308,1,3
22629,729340,3,0
22630,730435,6,2
22631,736166,2,1
22632,743443,0,6
22633,769300,1,3
22634,769622,1,3
22635,769626,1,3
22636,769632,2,1
22637,769633,0,3
22638,781337,4,3
22639,781344,1,0
22640,785226,7,0
22641,786373,6,0
22642,786397,1,1
22643,787199,1,1
22644,787253,2,0
22645,787283,2,2
22646,787284,2,3
22647,787285,1,1
22648,787288,0,0
22649,787289,1,3
22650,787290,1,3
22651,705221,2,0
22652,705224,0,0
22653,705329,3,1
22654,705331,2,1
22655,706191,2,0
22656,735351,2,1
22657,780876,0,3
22658,784891,0,8
22659,704372,0,1
22660,704373,1,1
22661,710372,2,0
22662,710378,2,1
22663,713194,3,0
22664,713218,0,0
22665,713293,2,1
22666,713905,0,1
22667,713914,1,4
22668,713918,7,0
22669,713923,1,3
22670,713925,2,1
22671,713926,1,0
22672,713930,0,0
22673,713997,5,0
22674,714432,1,0
22675,714434,0,3
22676,715023,0,0
22677,715795,0,0
22678,721029,2,2
22679,722959,3,1
22680,722964,1,1
22681,722971,1,1
22682,722974,4,0
22683,722975,1,3
22684,722993,2,4
22685,722998,5,2
22686,723008,0,7
22687,723013,1,1
22688,725777,1,0
22689,725814,1,1
22690,726243,2,0
22691,726746,0,3
22692,727778,1,2
22693,727782,2,0
22694,729305,2,3
22695,729309,1,3
22696,729321,3,0
22697,729324,3,0
22698,729333,0,3
22699,729973,0,1
22700,730180,2,5
22701,730188,3,2
22702,730191,0,3
22703,730193,3,2
22704,730194,2,0
22705,730197,4,0
22706,730426,0,2
22707,730446,0,4
22708,735782,2,0
22709,735784,1,5
22710,735785,1,3
22711,735787,1,3
22712,735790,2,0
22713,735791,1,2
22714,735793,1,1
22715,735836,3,3
22716,736892,1,1
22717,736895,2,2
22718,736897,1,1
22719,736910,2,1
22720,743448,3,0
22721,744756,0,5
22722,747455,3,0
22723,747472,2,2
22724,747497,0,2
22725,748684,1,0
22726,748704,2,1
22727,748712,2,1
22728,748805,1,0
22729,749176,2,3
22730,749180,2,0
22731,749183,1,5
22732,749196,1,4
22733,749209,1,0
22734,749210,1,0
22735,749215,0,2
22736,749216,0,1
22737,749219,1,0
22738,749229,1,1
22739,749234,1,1
22740,749243,3,1
22741,749249,2,3
22742,749272,3,2
22743,749307,2,1
22744,749326,0,1
22745,749344,1,1
22746,749387,2,1
22747,749449,0,0
22748,749470,1,0
22749,749490,5,1
22750,749509,0,1
22751,749516,2,6
22752,749522,3,1
22753,749526,0,0
22754,749543,1,2
22755,749548,5,1
22756,749558,2,2
22757,749566,1,2
22758,749567,2,2
22759,749571,5,2
22760,749573,3,1
22761,749582,1,1
22762,749585,0,3
22763,749589,3,1
22764,749592,2,1
22765,749594,1,0
22766,749604,2,1
22767,749608,0,2
22768,749612,0,3
22769,749615,1,0
22770,749622,2,1
22771,749625,1,2
22772,749628,8,1
22773,749629,4,0
22774,749630,3,0
22775,749631,2,1
22776,749632,1,2
22777,749637,1,1
22778,749646,0,0
22779,749649,0,0
22780,749654,0,0
22781,749671,2,1
22782,749672,2,1
22783,749687,1,2
22784,749688,2,1
22785,749708,3,1
22786,749719,0,0
22787,749732,2,0
22788,749741,2,0
22789,749755,2,1
22790,749789,1,3
22791,749800,2,1
22792,749818,0,1
22793,750276,1,2
22794,750310,1,1
22795,750320,0,0
22796,759499,1,0
22797,760180,3,0
22798,763892,1,2
22799,763950,3,2
22800,775035,0,0
22801,775037,3,0
22802,775038,1,3
22803,775040,3,1
22804,775658,3,2
22805,775659,3,1
22806,775801,1,1
22807,775802,5,1
22808,775803,2,2
22809,775804,2,0
22810,775805,3,0
22811,775806,3,0
22812,776907,3,1
22813,779718,1,1
22814,779719,1,1
22815,779720,1,0
22816,779721,0,1
22817,779722,3,1
22818,782380,1,1
22819,782385,0,2
22820,782401,2,2
22821,782464,1,0
22822,784809,0,0
22823,784819,1,0
22824,786395,3,1
22825,787005,1,1
22826,787173,0,0
22827,787174,2,1
22828,787175,1,0
22829,787286,1,1
22830,708912,1,1
22831,709797,1,0
22832,713200,1,1
22833,730190,2,0
22834,735839,0,7
22835,746595,2,1
22836,746598,5,1
22837,746607,3,1
22838,772247,0,2
22839,773732,1,0
22840,773733,3,1
22841,774397,2,4
22842,780369,2,0
22843,782509,3,0
22844,786433,0,0
22845,786435,2,1
22846,786436,2,0
22847,786737,0,0
22848,786740,2,2
22849,715709,4,3
22850,704208,2,0
22851,710354,5,1
22852,710369,2,0
22853,711821,0,0
22854,712865,1,3
22855,718772,0,1
22856,718778,2,2
22857,718781,1,0
22858,718782,3,1
22859,718783,1,4
22860,718786,2,1
22861,719083,4,1
22862,719090,1,0
22863,719093,2,3
22864,719094,0,1
22865,719097,1,3
22866,719099,2,1
22867,719100,3,1
22868,719695,1,0
22869,720622,0,1
22870,720627,1,1
22871,721068,1,2
22872,723677,1,1
22873,723682,5,0
22874,739729,2,1
22875,740676,0,0
22876,743066,1,3
22877,743150,4,1
22878,749603,0,1
22879,749657,1,2
22880,749694,3,2
22881,749809,2,0
22882,769093,0,0
22883,769094,0,0
22884,769095,4,0
22885,769096,2,0
22886,769098,4,1
22887,769099,3,3
22888,769108,2,2
22889,775036,2,0
22890,775039,0,1
22891,775863,2,2
22892,775864,3,1
22893,775866,4,0
22894,778156,0,1
22895,782463,0,0
22896,782482,1,1
22897,782731,1,5
22898,782736,1,0
22899,783054,3,1
22900,784847,1,1
22901,784849,3,0
22902,785677,1,1
22903,785873,1,0
22904,785892,1,0
22905,785897,0,0
22906,785901,3,1
22907,785905,3,0
22908,785915,2,0
22909,785938,2,1
22910,786374,2,3
22911,786683,1,0
22912,787172,1,1
22913,787291,1,3
22914,787292,2,0
22915,787308,0,1
22916,787312,3,0
22917,787313,6,0
22918,736157,0,3
22919,736159,0,3
22920,736169,1,1
22921,703722,1,1
22922,712854,2,1
22923,726641,2,1
22924,766743,0,0
22925,782205,1,1
22926,782209,1,2
22927,784222,0,0
22928,785835,2,0
22929,785836,1,4
22930,785840,2,0
22931,786685,1,1
22932,705262,1,0
22933,702931,1,0
22934,703927,0,1
22935,706171,1,3
22936,712862,1,1
22937,715793,5,2
22938,717376,0,0
22939,717382,0,0
22940,717399,0,2
22941,718768,4,3
22942,719301,1,0
22943,719303,1,1
22944,719806,2,3
22945,720623,0,1
22946,720632,1,2
22947,720639,2,0
22948,720641,2,0
22949,720645,1,0
22950,720657,4,1
22951,720662,0,2
22952,720677,2,1
22953,720692,2,0
22954,721418,2,1
22955,725782,4,0
22956,734343,1,1
22957,739603,0,2
22958,739633,1,4
22959,739646,1,1
22960,739658,0,0
22961,739672,1,2
22962,739694,1,0
22963,740680,1,0
22964,743909,1,1
22965,747072,3,2
22966,753620,3,0
22967,772064,2,2
22968,778154,2,0
22969,778158,1,1
22970,784812,0,1
22971,786750,1,0
22972,787307,1,0
22973,709750,1,1
22974,714412,0,2
22975,715149,0,0
22976,735796,1,0
22977,739627,1,1
22978,739638,0,0
22979,776903,1,2
22980,708928,2,0
22981,711016,3,0
22982,717389,1,2
22983,736873,0,3
22984,739662,3,1
22985,739706,2,0
22986,739727,1,1
22987,739769,2,2
22988,739772,3,2
22989,739798,2,0
22990,739818,0,0
22991,745132,3,0
22992,774398,1,0
22993,774401,1,0
22994,774403,1,1
22995,774404,5,1
22996,774805,2,2
22997,774808,2,1
22998,774809,0,1
22999,774810,3,1
23000,774811,2,1
23001,774812,3,1
23002,783072,1,3
23003,785426,2,1
23004,785818,0,3
23005,786400,2,1
23006,786497,1,2
23007,787114,1,1
23008,787305,0,0
23009,740685,0,0
23010,743123,1,1
23011,743143,2,6
23012,787115,0,1
23013,723680,1,3
23014,727017,4,0
23015,736163,4,0
23016,739701,1,1
23017,769103,2,1
23018,717383,2,1
23019,734370,0,0
23020,739831,0,0
23021,740677,0,0
23022,752580,0,1
23023,765791,1,0
23024,770155,2,1
23025,783862,4,1
23026,703915,2,0
23027,766737,1,2
23028,783867,2,2
23029,768493,0,0
23030,775661,1,1
23031,772071,4,1
23032,780362,1,0
23033,780368,1,1
23034,785427,1,1
23035,786602,1,0
23036,786647,1,1
23037,736914,0,0
23038,702990,2,2
23039,734326,0,1
23040,784179,1,1
23041,784180,3,2
23042,785655,1,2
23043,786022,0,1
23044,786340,3,1
23045,786423,1,0
23046,786477,2,2
23047,786605,2,0
23048,786734,1,0
23049,786739,2,0
23050,787254,2,0
23051,786534,2,2
23052,785661,0,0
23053,785666,2,1
23054,786604,1,2
23055,772969,0,0
23056,768494,1,0
23057,772968,1,1
23058,767544,1,2
23059,772078,1,4
23060,772330,0,0
23061,772336,0,0
23062,772340,1,3
23063,768483,4,1
23064,768491,2,0
23065,772973,3,2
23066,772974,0,2
23067,785657,2,0
23068,786476,2,1
23069,765789,1,1
23070,772971,1,0
23071,773030,0,1
23072,773030,0,1
23073,772338,1,1
23074,772079,4,0
23075,786741,2,0
23076,768485,1,3
23077,781347,2,2
23078,779058,0,2
23079,786969,1,0
23080,776706,1,2
23081,732078,0,3
23082,732083,1,4
23083,732088,2,0
23084,776689,2,1
23085,786010,1,1
23086,764129,0,1
23087,771210,5,1
23088,766740,0,1
23089,787387,2,1
23090,787388,4,1
23091,787464,0,0
23092,708911,2,0
23093,719798,0,0
23094,743424,3,0
23095,779299,4,1
23096,787006,0,4
23097,709276,0,1
23098,715108,1,0
23099,736167,4,0
23100,771209,1,0
23101,771211,4,1
23102,771212,2,2
23103,771244,4,0
23104,771245,4,0
23105,771246,2,0
23106,777833,1,5
23107,777834,2,1
23108,778157,1,1
23109,703899,0,0
23110,710530,1,1
23111,774806,3,0
23112,774807,2,2
23113,776904,3,1
23114,776908,1,3
23115,778275,2,1
23116,783870,0,0
23117,786621,1,1
23118,786622,1,0
23119,776902,3,1
23120,766268,1,3
23121,766272,3,2
23122,766276,2,3
23123,766291,1,0
23124,766295,4,3
23125,766297,0,2
23126,766299,0,3
23127,766670,1,0
23128,704363,3,2
23129,705336,1,1
23130,705361,1,0
23131,766304,1,1
23132,786592,0,0
23133,787401,1,1
23134,710070,1,1
23135,703072,1,1
23136,750357,0,0
23137,765539,0,2
23138,786594,0,1
23139,734365,1,0
23140,736899,0,1
23141,766860,3,0
23142,771710,0,3
23143,771711,2,0
23144,771713,0,2
23145,771714,2,2
23146,771715,0,0
23147,787347,4,2
23148,717375,1,1
23149,775660,2,1
23150,768492,1,3
23151,779714,1,2
23152,779708,1,2
23153,780703,0,0
23154,779684,1,2
23155,780701,0,1
23156,732091,1,3
23157,787400,3,1
23158,787345,0,2
23159,772249,0,2
23160,779690,1,2
23161,787041,2,3
23162,786967,2,0
23163,768214,0,0
23164,779251,0,1
23165,779252,2,3
23166,779254,0,0
23167,779300,1,1
23168,787488,1,3
23169,783798,0,1
23170,783799,1,0
23171,729965,1,0
23172,781725,1,0
23173,786536,0,8
23174,786537,0,5
23175,709238,0,0
23176,709249,0,1
23177,709251,1,0
23178,709306,0,1
23179,776901,3,2
23180,777835,2,0
23181,785366,0,4
23182,785521,1,2
23183,785392,3,1
23184,786521,3,0
23185,786529,1,4
23186,778159,1,2
23187,781724,2,1
23188,780951,1,3
23189,780953,0,1
23190,782589,1,0
23191,780354,0,1
23192,707450,3,3
23193,707698,2,0
23194,724531,2,3
23195,725297,1,1
23196,770270,0,0
23197,770495,1,4
23198,783273,0,1
23199,783991,6,1
23200,783993,2,0
23201,784324,3,0
23202,784612,1,3
23203,784613,1,0
23204,784615,1,1
23205,785327,2,1
23206,785329,0,1
23207,787357,1,0
23208,787359,3,1
23209,768482,2,1
23210,768489,2,0
23211,780025,2,0
23212,781739,3,0
23213,786607,0,1
23214,785814,4,2
23215,770714,4,0
23216,781738,0,2
23217,731275,0,2
23218,787275,0,2
23219,776644,2,0
23220,776645,2,2
23221,776646,2,4
23222,776665,2,1
23223,776666,1,0
23224,776667,0,0
23225,781723,3,2
23226,787371,1,1
23227,787372,2,1
23228,787378,3,0
23229,779702,2,1
23230,731402,2,0
23231,772250,1,0
23232,772251,1,1
23233,779696,3,1
23234,785494,0,4
23235,787145,1,5
23236,787274,1,0
23237,787379,2,3
23238,776707,0,0
23239,776708,1,1
23240,780696,0,5
23241,763944,0,0
23242,784198,1,0
23243,786437,1,0
23244,788040,3,0
23245,786631,2,4
23246,786634,3,2
23247,786635,1,1
23248,786637,1,1
23249,786638,2,0
23250,737439,4,0
23251,737440,0,0
23252,737452,1,2
23253,737455,1,0
23254,737456,3,0
23255,737465,1,1
23256,737472,1,0
23257,737474,0,3
23258,780694,0,1
23259,782467,1,0
23260,782468,0,0
23261,782483,2,2
23262,782484,1,1
23263,770580,0,1
23264,770583,0,1
23265,770584,1,0
23266,770585,1,1
23267,770594,1,1
23268,770607,1,0
23269,779253,0,1
23270,781722,1,1
23271,783795,1,0
23272,786540,0,1
23273,768213,1,1
23274,779301,1,3
23275,786538,0,6
23276,787933,2,2
23277,787934,2,3
23278,787935,2,3
23279,779672,3,0
23280,784196,1,1
23281,786548,2,3
23282,770595,2,0
23283,784925,0,1
23284,786539,1,3
23285,786541,0,2
23286,786542,2,4
23287,786543,1,4
23288,786544,3,1
23289,786545,0,6
23290,786549,1,3
23291,786550,1,3
23292,786551,0,4
23293,786552,0,1
23294,786553,2,3
23295,786554,2,0
23296,786556,0,5
23297,786557,4,4
23298,786559,0,1
23299,786560,1,1
23300,786564,1,2
23301,786565,2,1
23302,786566,2,2
23303,786567,1,0
23304,786568,1,0
23305,786569,0,7
23306,786570,0,0
23307,786571,0,2
23308,786572,2,4
23309,786573,1,2
23310,786574,0,2
23311,786575,0,1
23312,786576,0,3
23313,786577,0,2
23314,786578,1,3
23315,786579,4,2
23316,786580,0,4
23317,786581,0,5
23318,786582,1,6
23319,786583,0,7
23320,786585,0,2
23321,786589,3,1
23322,786590,0,1
23323,786632,1,1
23324,787131,0,3
23325,787132,3,9
23326,787133,0,13
23327,787134,0,2
23328,787135,1,5
23329,787136,3,1
23330,787137,1,2
23331,784906,1,0
23332,785389,1,1
23333,716658,4,0
23334,716662,0,4
23335,718006,3,1
23336,727753,2,0
23337,727846,1,3
23338,744674,0,1
23339,766570,1,2
23340,770308,0,4
23341,782632,0,0
23342,784939,1,0
23343,727860,1,3
23344,785163,1,1
23345,785365,0,2
23346,785367,5,1
23347,786527,4,0
23348,786546,0,13
23349,786555,3,0
23350,786586,3,4
23351,786675,1,3
23352,787045,3,1
23353,787177,0,1
23354,729975,4,1
23355,729977,1,1
23356,770568,2,0
23357,786525,2,2
23358,786526,0,0
23359,788058,0,0
23360,779678,0,1
23361,786547,0,5
23362,708550,1,3
23363,783239,1,2
23364,783990,1,0
23365,783992,0,0
23366,784614,0,1
23367,772976,2,3
23368,770701,2,0
23369,781737,1,0
23370,786284,1,3
23371,770698,2,0
23372,770699,3,1
23373,785961,0,1
23374,783376,2,1
23375,785962,3,0
23376,786287,0,1
23377,786283,0,2
23378,770700,0,1
23379,781741,2,0
23380,786350,1,1
23381,786522,0,1
23382,787297,0,2
23383,735372,0,1
23384,786035,1,1
23385,776709,3,3
23386,735364,1,2
23387,780217,2,3
23388,780218,4,1
23389,780222,2,0
23390,780230,3,0
23391,786434,1,1
23392,786636,1,2
23393,786639,2,1
23394,786670,0,0
23395,786677,3,0
23396,786781,0,0
23397,786785,0,2
23398,786648,1,1
23399,786431,0,0
23400,779723,0,4
23401,779724,1,1
23402,779725,0,1
23403,779726,0,1
