,bisai,host,guest
71803,857267,2,0
71804,859679,0,1
71805,859806,0,2
71806,859812,2,1
71807,859870,2,1
71808,802947,6,3
71809,855579,1,2
71810,827314,2,0
71811,855544,0,1
71812,855581,1,1
71813,855652,1,0
71814,859676,2,1
71815,859813,1,0
71816,859814,1,0
71817,859896,2,2
71818,845837,1,1
71819,806026,2,1
71820,809134,0,2
71821,857188,1,1
71822,857189,0,5
71823,859873,2,3
71824,852602,1,4
71825,800892,2,2
71826,800952,2,2
71827,855582,0,2
71828,855606,1,1
71829,858920,1,0
71830,858921,1,1
71831,858924,0,2
71832,859671,3,2
71833,859677,1,2
71834,859808,2,0
71835,859815,1,0
71836,859959,2,2
71837,793627,4,1
71838,846219,2,1
71839,852016,4,1
71840,857373,0,0
71841,859589,0,1
71842,795927,1,0
71843,796180,1,1
71844,799339,2,0
71845,799340,1,0
71846,799343,3,0
71847,799345,0,1
71848,805107,1,0
71849,805108,2,1
71850,805109,3,0
71851,818098,1,2
71852,818102,1,2
71853,821878,0,3
71854,821881,2,1
71855,821883,1,2
71856,821895,3,0
71857,827138,0,1
71858,828333,0,0
71859,828335,4,0
71860,828336,1,2
71861,828350,1,0
71862,828352,2,0
71863,828363,3,1
71864,828367,2,0
71865,832117,1,0
71866,835097,1,0
71867,840021,6,0
71868,840023,1,0
71869,840024,2,0
71870,840025,1,1
71871,840026,3,0
71872,840030,4,0
71873,845484,4,0
71874,845490,0,0
71875,845495,2,1
71876,845496,3,1
71877,845497,2,1
71878,845498,2,1
71879,846212,2,0
71880,846381,0,2
71881,846384,3,0
71882,846385,4,1
71883,846387,2,0
71884,846388,3,1
71885,846389,4,1
71886,846390,0,0
71887,847039,4,1
71888,850306,2,1
71889,855546,4,2
71890,855567,1,1
71891,855604,1,2
71892,857918,1,1
71893,857919,2,0
71894,858943,1,2
71895,858944,1,0
71896,859673,2,2
71897,859817,1,1
71898,859818,3,1
71899,859819,0,2
71900,859821,1,2
71901,859825,4,0
71902,859826,2,1
71903,859871,2,3
71904,859874,1,2
71905,859908,1,0
71906,860040,3,0
71907,807512,1,0
71908,810105,1,4
71909,810111,2,0
71910,822144,4,1
71911,822168,0,4
71912,822173,0,1
71913,822174,0,0
71914,822175,2,0
71915,827315,2,0
71916,843965,1,3
71917,854623,1,0
71918,859810,5,2
71919,854574,3,2
71920,805114,1,1
71921,806025,2,1
71922,809135,1,0
71923,812256,2,2
71924,812257,3,1
71925,812259,2,1
71926,812260,2,2
71927,812266,3,0
71928,812270,2,0
71929,817854,2,2
71930,817857,0,2
71931,818100,3,2
71932,818101,2,2
71933,820385,0,3
71934,826675,2,1
71935,826693,1,2
71936,826699,0,0
71937,833748,2,0
71938,833750,2,1
71939,833752,1,0
71940,834025,1,0
71941,834030,1,2
71942,834031,1,1
71943,834034,2,3
71944,834036,0,0
71945,843902,0,3
71946,845486,0,1
71947,845488,3,2
71948,845489,1,0
71949,846285,2,1
71950,846383,2,2
71951,854525,1,0
71952,854526,1,2
71953,857963,1,2
71954,859678,2,0
71955,859820,3,2
71956,859823,3,0
71957,859914,2,1
71958,860184,0,4
71959,860185,2,0
71960,860186,1,2
71961,860190,2,1
71962,793200,4,2
71963,801068,3,1
71964,801069,1,1
71965,801073,3,2
71966,801096,1,0
71967,801099,2,0
71968,846145,1,0
71969,846284,1,0
71970,846312,2,0
71971,846313,1,1
71972,846317,2,0
71973,849644,1,3
71974,852165,1,1
71975,852169,1,3
71976,859809,0,1
71977,793624,1,1
71978,793625,1,3
71979,793626,2,0
71980,793628,3,0
71981,793629,1,0
71982,793632,0,2
71983,793634,1,0
71984,794284,2,2
71985,794285,5,2
71986,794286,3,0
71987,794288,3,2
71988,794417,2,1
71989,794418,1,1
71990,794419,2,1
71991,794420,3,2
71992,794421,1,2
71993,794422,1,1
71994,796045,1,0
71995,796046,3,1
71996,796047,2,1
71997,796048,2,1
71998,796049,1,0
71999,796051,1,2
72000,796177,1,2
72001,796178,3,1
72002,796179,1,0
72003,796181,1,0
72004,796182,0,1
72005,797051,2,2
72006,797268,3,0
72007,797269,2,1
72008,797270,0,0
72009,797272,2,1
72010,797273,2,1
72011,797967,0,1
72012,797969,2,0
72013,797970,1,0
72014,804045,3,2
72015,804046,2,1
72016,804048,2,1
72017,804058,1,1
72018,804059,2,2
72019,804060,4,2
72020,804062,0,1
72021,804063,0,1
72022,804066,3,1
72023,804067,0,2
72024,808804,1,2
72025,818504,1,1
72026,818505,0,1
72027,818506,1,6
72028,818507,1,2
72029,818508,5,0
72030,818509,1,3
72031,818510,3,0
72032,818511,0,0
72033,818512,1,1
72034,818964,2,1
72035,818965,1,0
72036,818966,0,1
72037,818967,2,3
72038,818968,0,0
72039,818969,1,1
72040,818970,2,1
72041,818971,2,2
72042,818972,1,1
72043,818973,1,2
72044,818974,1,1
72045,819648,3,1
72046,819649,1,0
72047,821158,2,3
72048,821159,1,0
72049,821160,2,0
72050,821161,4,1
72051,821162,2,0
72052,824494,1,1
72053,824496,0,4
72054,824500,3,0
72055,824502,2,1
72056,824503,0,1
72057,824504,1,0
72058,824507,2,0
72059,824605,2,1
72060,828625,3,1
72061,828626,1,2
72062,828627,2,0
72063,828628,2,0
72064,828638,3,2
72065,828656,2,1
72066,843088,0,0
72067,845487,2,0
72068,845501,2,1
72069,849639,2,1
72070,854523,2,1
72071,854524,1,1
72072,854547,3,1
72073,854552,0,1
72074,855076,0,1
72075,857976,3,1
72076,859649,1,0
72077,859822,5,1
72078,859829,6,0
72079,859918,1,1
72080,859919,0,1
72081,859920,3,1
72082,859921,1,0
72083,859922,1,2
72084,859923,0,1
72085,859924,2,3
72086,859925,2,1
72087,859926,5,0
72088,859927,0,0
72089,859928,3,0
72090,859929,1,2
72091,859930,1,1
72092,859931,1,3
72093,859932,1,1
72094,859933,2,3
72095,859934,0,1
72096,859935,1,3
72097,859936,2,2
72098,827156,1,0
72099,849349,0,0
72100,853257,0,1
72101,853260,1,0
72102,859836,0,1
72103,807496,2,1
72104,795543,4,1
72105,798962,1,1
72106,810102,0,0
72107,819346,0,1
72108,819347,2,0
72109,819350,0,0
72110,819927,1,0
72111,820244,1,1
72112,820246,1,1
72113,821880,2,0
72114,821885,3,3
72115,821890,0,4
72116,826673,3,1
72117,826690,2,1
72118,846214,3,0
72119,846323,1,1
72120,855651,1,2
72121,854577,0,2
72122,854628,2,0
72123,799341,3,2
72124,807509,2,0
72125,809126,1,0
72126,849618,1,1
72127,797412,0,0
72128,797592,2,1
72129,797595,1,0
72130,791864,3,0
72131,793204,1,1
72132,793206,4,1
72133,802786,1,2
72134,806024,0,0
72135,807530,0,0
72136,808329,1,2
72137,808331,1,1
72138,808335,2,2
72139,808337,1,0
72140,814468,3,1
72141,819645,0,0
72142,858882,1,0
72143,808811,1,0
72144,849640,2,2
72145,852168,0,1
72146,855655,2,1
72147,857455,0,2
72148,794726,4,1
72149,797048,2,0
72150,797050,2,0
72151,797052,0,0
72152,849350,1,1
72153,854313,0,0
72154,859957,1,1
72155,853263,2,1
72156,807500,0,0
72157,847281,3,1
72158,847282,0,1
72159,855650,1,2
72160,810101,2,1
72161,798957,4,0
72162,806341,1,3
72163,847891,1,0
72164,794727,1,1
72165,794728,2,0
72166,791866,3,1
72167,791883,3,0
72168,795537,2,3
72169,795538,3,1
72170,795540,4,3
72171,795546,1,1
72172,797414,2,1
72173,802773,1,0
72174,802788,2,2
72175,844932,0,0
72176,844935,1,1
72177,844938,1,2
72178,855938,1,0
72179,855997,0,1
72180,856011,3,1
72181,856015,4,0
72182,856018,2,0
72183,856026,3,1
72184,857446,1,3
72185,857447,0,0
72186,859958,2,2
72187,808338,1,3
72188,791867,0,0
72189,808812,1,1
72190,849668,2,2
72191,849672,0,0
72192,852365,1,1
72193,794729,3,0
72194,814482,3,1
72195,819923,2,0
72196,848997,4,3
72197,851377,3,2
72198,854316,0,0
72199,856037,3,1
72200,858587,0,1
72201,858592,1,1
72202,851554,3,1
72203,851566,1,0
72204,852654,1,0
72205,806347,0,2
72206,844934,2,1
72207,847279,2,0
72208,847283,2,2
72209,847285,1,2
72210,852601,1,0
72211,854825,1,4
72212,858598,3,1
72213,808805,3,2
72214,844936,0,0
72215,847287,2,1
72216,848928,3,1
72217,858901,0,2
72218,851372,1,0
72219,858601,1,0
72220,851605,0,0
72221,848930,0,0
72222,849003,2,2
72223,844933,1,2
72224,848559,3,3
72225,849662,2,1
72226,849663,2,1
72227,855114,2,1
72228,858594,2,2
72229,844933,1,2
72230,848559,3,3
72231,849662,2,1
72232,849663,2,1
72233,855114,2,1
72234,858594,2,2
72235,848932,4,2
72236,854826,0,2
72237,851368,4,1
72238,854827,2,0
72239,847920,1,2
72240,848564,5,1
72241,849001,3,1
72242,854321,2,3
72243,848026,0,0
72244,860002,0,2
72245,848560,5,1
72246,848563,1,0
72247,859799,1,1
72248,848565,1,1
72249,860003,2,2
72250,859889,0,1
72251,859890,2,1
72252,802946,4,1
72253,860010,3,3
72254,860005,0,0
72255,857242,6,0
72256,860009,3,2
72257,857268,1,2
72258,857271,0,2
72259,857269,1,0
72260,860008,2,1
72261,860024,3,4
72262,827306,0,2
72263,845835,0,1
72264,857272,0,5
72265,859079,1,0
72266,859083,1,0
72267,859084,0,3
72268,859085,1,2
72269,859098,3,1
72270,859101,1,0
72271,859102,0,1
72272,859634,1,2
72273,859636,3,1
72274,860011,1,6
72275,860012,1,3
72276,860017,4,0
72277,860018,4,0
72278,860019,4,0
72279,860020,2,3
72280,819644,0,2
72281,859635,3,1
72282,806030,2,2
72283,806032,3,1
72284,808330,1,1
72285,808803,2,2
72286,813193,3,3
72287,813194,1,1
72288,813437,0,1
72289,813438,1,2
72290,813439,1,1
72291,819343,0,1
72292,819345,3,1
72293,819647,2,2
72294,819921,0,1
72295,819922,3,0
72296,819924,0,0
72297,819925,3,0
72298,819926,1,1
72299,819928,2,2
72300,820242,0,1
72301,820245,2,0
72302,820249,0,0
72303,820250,3,1
72304,855695,3,1
72305,856387,2,1
72306,859891,0,3
72307,860029,0,1
72308,806830,3,2
72309,794730,2,2
72310,809121,3,1
72311,809123,0,3
72312,813192,2,2
72313,813195,0,1
72314,813196,2,1
72315,813197,1,1
72316,813201,1,1
72317,813202,1,1
72318,813203,2,1
72319,813428,1,1
72320,813440,0,1
72321,813441,3,1
72322,813442,0,2
72323,813443,0,0
72324,813444,2,0
72325,833756,1,1
72326,859604,3,1
72327,855692,4,2
72328,855694,3,0
72329,855696,1,2
72330,856038,1,1
72331,856039,1,2
72332,858922,2,0
72333,860022,2,1
72334,860023,6,1
72335,860030,2,0
72336,800898,0,2
72337,800899,1,1
72338,800950,1,1
72339,827304,0,1
72340,854519,0,0
72341,859860,0,0
72342,860025,0,1
72343,860026,2,1
72344,860027,0,2
72345,860028,6,0
72346,797410,5,1
72347,797411,3,0
72348,859591,1,0
72349,795542,1,1
72350,805104,2,1
72351,805105,2,0
72352,805106,2,1
72353,820538,2,1
72354,820539,0,1
72355,827144,3,1
72356,827159,2,3
72357,840028,2,1
72358,843949,0,1
72359,845493,2,2
72360,845834,1,2
72361,845836,3,4
72362,845838,2,3
72363,845839,0,1
72364,846386,1,0
72365,849351,4,0
72366,850303,2,0
72367,850304,4,1
72368,850305,1,0
72369,850307,2,2
72370,852597,0,0
72371,855977,1,0
72372,858938,2,0
72373,858941,0,0
72374,858942,2,0
72375,859827,6,3
72376,860031,0,8
72377,860032,2,4
72378,860033,5,0
72379,860034,1,3
72380,860035,0,3
72381,860036,1,1
72382,791865,5,2
72383,794731,2,1
72384,794732,3,0
72385,797966,3,0
72386,806029,0,0
72387,810108,0,1
72388,810114,1,3
72389,810115,1,0
72390,822143,1,1
72391,822147,2,0
72392,856035,2,1
72393,797591,1,0
72394,799344,2,0
72395,802778,0,2
72396,802779,1,2
72397,802781,2,2
72398,809122,2,1
72399,814053,2,0
72400,814057,0,1
72401,814466,0,0
72402,814470,3,2
72403,814472,2,3
72404,814484,2,1
72405,817855,1,2
72406,817856,2,1
72407,817859,1,1
72408,821886,2,1
72409,826697,1,2
72410,844939,1,1
72411,845500,0,0
72412,856027,1,0
72413,856034,1,8
72414,857913,1,5
72415,858940,1,0
72416,859945,0,1
72417,859946,0,1
72418,859947,2,2
72419,860187,0,3
72420,860188,3,1
72421,860189,2,2
72422,793205,1,2
72423,801097,0,1
72424,814052,0,0
72425,814058,1,2
72426,843897,0,3
72427,854548,0,2
72428,858926,1,0
72429,858928,2,1
72430,858929,1,1
72431,858930,0,0
72432,859662,1,0
72433,797413,0,1
72434,806829,1,0
72435,806832,0,1
72436,806833,1,1
72437,806834,1,0
72438,806835,1,2
72439,806836,0,1
72440,806837,1,1
72441,806838,0,0
72442,806839,1,0
72443,806840,0,1
72444,808808,1,1
72445,814051,2,2
72446,814054,1,0
72447,814059,6,0
72448,817050,1,3
72449,817051,1,0
72450,817052,3,1
72451,817053,1,1
72452,817054,5,0
72453,817055,2,2
72454,845485,1,1
72455,845491,0,2
72456,851986,1,2
72457,854551,0,1
72458,857370,0,1
72459,858953,1,0
72460,859830,2,1
72461,859894,1,3
72462,859905,2,0
72463,859906,3,0
72464,859907,2,1
72465,857977,2,0
72466,827139,1,1
72467,827141,0,1
72468,849348,1,0
72469,849353,1,1
72470,797049,0,2
72471,819344,0,0
72472,859895,1,1
72473,794733,1,1
72474,795545,1,0
72475,797968,0,1
72476,798961,1,2
72477,806340,0,2
72478,806344,3,4
72479,806346,1,1
72480,806831,1,2
72481,808332,3,1
72482,808333,1,1
72483,808334,1,1
72484,808336,2,2
72485,819348,0,1
72486,819349,2,1
72487,819351,2,1
72488,819352,1,1
72489,819650,2,3
72490,820243,0,1
72491,820248,2,1
72492,820536,2,0
72493,826674,1,3
72494,852032,3,0
72495,857454,5,1
72496,858909,5,1
72497,854322,3,0
72498,858964,1,0
72499,801072,1,1
72500,801075,0,1
72501,809124,2,0
72502,854222,2,1
72503,854549,1,0
72504,791868,1,0
72505,793203,0,2
72506,806031,2,1
72507,814476,0,0
72508,819646,1,3
72509,820247,0,0
72510,808809,0,1
72511,808810,1,2
72512,849352,2,2
72513,847965,2,3
72514,848562,1,1
72515,852600,1,2
72516,859651,2,1
72517,859949,2,1
72518,806345,3,2
72519,807495,1,3
72520,808328,1,1
72521,849619,4,2
72522,798959,1,0
72523,854319,1,1
72524,855649,0,0
72525,791817,2,3
72526,854553,0,2
72527,855099,2,3
72528,855109,2,1
72529,855117,1,0
72530,857350,1,1
72531,858900,1,1
72532,860041,1,0
72533,860042,2,2
72534,860043,3,0
72535,808807,0,0
72536,849665,1,1
72537,849666,3,3
72538,849667,1,3
72539,814480,5,0
72540,795541,1,0
72541,844931,1,0
72542,847284,2,0
72543,849002,0,1
72544,851366,0,0
72545,851371,0,2
72546,851555,2,0
72547,851557,3,0
72548,852364,2,1
72549,852658,1,1
72550,852998,1,0
72551,853775,1,2
72552,855119,2,1
72553,855945,0,2
72554,857344,2,1
72555,858498,2,3
72556,859667,1,0
72557,860144,5,1
72558,860145,1,1
72559,860146,1,0
72560,806348,3,3
72561,851564,2,1
72562,852362,3,0
72563,852367,0,0
72564,852371,1,1
72565,848927,0,1
72566,854320,1,1
72567,852369,2,1
72568,858596,2,3
72569,852652,0,0
72570,848924,1,2
72571,853774,2,2
72572,856013,0,2
72573,851375,1,1
72574,851376,4,1
72575,844937,2,2
72576,844940,4,0
72577,847913,3,2
72578,848998,3,0
72579,849291,1,2
72580,856008,1,1
72581,848567,3,2
72582,849664,5,1
72583,851588,1,0
72584,848567,3,2
72585,849664,5,1
72586,851588,1,0
72587,852366,1,1
72588,851370,3,3
72589,847914,4,0
72590,848999,1,1
72591,859950,4,1
72592,858925,1,2
72593,859955,0,1
72594,854550,2,1
72595,857839,2,0
72596,859953,1,0
72597,859956,3,3
72598,798960,1,1
72599,807704,2,2
72600,807736,2,0
72601,793202,1,1
72602,807708,2,2
72603,809133,0,2
72604,820535,1,0
72605,820537,1,0
72606,858858,2,2
72607,835092,1,1
72608,860195,0,0
72609,860196,1,4
72610,860197,2,1
72611,860199,2,4
72612,860200,3,1
72613,860201,1,2
72614,860202,2,3
72615,860204,1,2
72616,860205,3,3
72617,860206,2,5
72618,806028,1,0
72619,845494,2,1
72620,847288,1,2
72621,851983,2,1
72622,859954,0,0
72623,798963,3,1
72624,848040,3,3
72625,848074,6,3
72626,848075,2,0
72627,848076,1,4
72628,797594,0,0
72629,807494,2,0
72630,800896,1,1
72631,795928,2,1
72632,833755,0,2
72633,847896,0,1
72634,796050,3,1
72635,824512,2,1
72636,824524,0,3
72637,857364,0,3
72638,806342,2,0
72639,814478,1,1
72640,852659,2,1
72641,852661,2,0
72642,858585,2,3
72643,851364,2,2
72644,858599,1,1
72645,858599,1,1
72646,849000,2,1
72647,855128,0,1
72648,851596,0,3
72649,851367,2,0
72650,851374,1,1
72651,854225,0,1
72652,853776,0,0
72653,848656,1,1
72654,854370,2,2
72655,854371,2,0
72656,854372,1,1
72657,854374,5,0
72658,854375,3,1
72659,854376,0,0
72660,854378,3,0
72661,857869,1,2
72662,857871,2,1
72663,857945,1,1
72664,848657,0,6
72665,858547,1,0
72666,858549,2,0
72667,858550,4,1
72668,858551,1,1
72669,860258,0,2
72670,860209,2,1
72671,860235,2,1
72672,854379,2,1
72673,858546,0,1
72674,860208,3,0
72675,860265,4,3
72676,848618,2,0
72677,853159,0,1
72678,858849,2,1
72679,848632,0,1
72680,851984,2,2
72681,858548,0,0
72682,858857,3,1
72683,860211,1,4
72684,857872,3,3
72685,810109,1,1
72686,843898,0,4
72687,860213,0,2
72688,793635,1,0
72689,793636,3,0
72690,793637,0,4
72691,793638,1,0
72692,793640,0,1
72693,793641,1,1
72694,793642,1,1
72695,793643,3,1
72696,793644,2,1
72697,793645,1,1
72698,796158,1,0
72699,804037,3,1
72700,804072,0,0
72701,804076,2,0
72702,804083,2,0
72703,818514,0,0
72704,818515,5,0
72705,818976,0,1
72706,824518,1,1
72707,824521,2,3
72708,824523,1,1
72709,841693,1,3
72710,843089,1,2
72711,843744,4,0
72712,846023,0,2
72713,846024,2,2
72714,847734,0,3
72715,848979,1,1
72716,850424,2,1
72717,850679,0,1
72718,850682,1,2
72719,851299,1,0
72720,852796,0,0
72721,854751,2,0
72722,855029,1,0
72723,855030,3,2
72724,855031,2,0
72725,855077,0,2
72726,857482,5,0
72727,857499,1,2
72728,858559,1,3
72729,858612,1,4
72730,858614,0,0
72731,859113,0,0
72732,859876,1,4
72733,859878,4,1
72734,859994,1,1
72735,859998,1,2
72736,860251,0,4
72737,860259,0,1
72738,860333,2,3
72739,793646,1,0
72740,852653,2,1
72741,851373,0,2
72742,847355,3,1
72743,850571,2,0
72744,847357,1,1
72745,847360,1,1
72746,847357,1,1
72747,847360,1,1
72748,852648,1,1
72749,851360,1,0
72750,851365,1,2
72751,851023,1,1
72752,858530,0,2
72753,840256,2,0
72754,852096,0,1
72755,852136,1,0
72756,852146,2,0
72757,854331,2,3
72758,840257,2,2
72759,852106,0,2
72760,852116,2,0
72761,852126,2,2
72762,852147,5,2
72763,859793,1,3
72764,857874,2,1
72765,860207,4,0
72766,861037,2,2
72767,861038,1,2
72768,848678,0,0
72769,848679,2,0
72770,860231,0,1
72771,848709,2,2
72772,857870,0,0
72773,843466,3,0
72774,860210,1,4
72775,857943,4,0
72776,860230,2,1
72777,859663,2,1
72778,857944,1,2
72779,859800,0,0
72780,860227,2,1
72781,860191,0,0
72782,860215,1,0
72783,810117,1,0
72784,858859,1,1
72785,846070,2,2
72786,860560,3,2
72787,848655,2,1
72788,810116,2,1
72789,810121,1,2
72790,843901,0,4
72791,847350,1,1
72792,847356,0,2
72793,854330,3,0
72794,843006,2,2
72795,847038,1,0
72796,855112,0,0
72797,860006,1,0
72798,860157,1,1
72799,793639,1,0
72800,797957,0,3
72801,818444,1,2
72802,846025,0,0
72803,846036,1,3
72804,860252,0,2
72805,844864,4,0
72806,844869,2,0
72807,852650,2,2
72808,854828,1,1
72809,852595,1,0
72810,857190,4,0
72811,858718,2,1
72812,844865,0,2
72813,844868,2,0
72814,857191,1,2
72815,857192,0,0
72816,857352,0,1
72817,858521,4,1
72818,859579,1,0
72819,860198,3,1
72820,860222,1,1
72821,847352,2,0
72822,847353,2,0
72823,847358,1,1
72824,852593,2,1
72825,855111,1,2
72826,855116,0,0
72827,857277,0,1
72828,857278,3,3
72829,857279,1,2
72830,857281,1,3
72831,857288,0,0
72832,847352,2,0
72833,847353,2,0
72834,847358,1,1
72835,852593,2,1
72836,855111,1,2
72837,855116,0,0
72838,857277,0,1
72839,857278,3,3
72840,857279,1,2
72841,857281,1,3
72842,857288,0,0
72843,847359,2,1
72844,861474,0,0
72845,861475,0,2
72846,861476,0,1
72847,854829,0,0
72848,860264,2,1
72849,844861,1,3
72850,844867,1,1
72851,850573,0,0
72852,851026,1,1
72853,851040,2,2
72854,853144,3,2
72855,857353,2,0
72856,857448,1,0
72857,858499,1,0
72858,858730,1,1
72859,840253,2,0
72860,847918,0,4
72861,852127,3,3
72862,852580,2,2
72863,844863,1,2
72864,852117,1,2
72865,840252,0,0
72866,850344,4,1
72867,852097,1,0
72868,852107,4,0
72869,852137,1,1
72870,847917,0,2
72871,861602,4,1
72872,860320,7,0
72873,858965,0,2
72874,858939,0,2
72875,861020,1,0
72876,860326,0,3
72877,860327,2,0
72878,853268,1,0
72879,860328,1,0
72880,853264,2,3
72881,846059,1,1
72882,860330,0,3
72883,861622,2,0
72884,846058,0,4
72885,846062,1,0
72886,846065,0,3
72887,846066,1,1
72888,846067,3,1
72889,846069,0,3
72890,846072,3,1
72891,860329,2,0
72892,852046,1,2
72893,846057,0,1
72894,846060,3,0
72895,846061,5,1
72896,846063,1,0
72897,846064,1,1
72898,846068,2,1
72899,846071,1,0
72900,849643,2,2
72901,844866,3,2
72902,850465,2,2
72903,851021,1,0
72904,851022,3,1
72905,844870,4,1
72906,850572,1,1
72907,857449,1,0
72908,859584,2,1
72909,852594,1,2
72910,857292,0,1
72911,852594,1,2
72912,857292,0,1
72913,853830,2,0
72914,855671,1,1
72915,844862,1,4
72916,851042,2,0
72917,858722,3,0
72918,850574,2,0
72919,859582,0,4
72920,854332,0,0
72921,861638,1,6
72922,802935,2,1
72923,802948,2,1
72924,861704,6,1
72925,858966,0,0
72926,858967,3,0
72927,858968,1,1
72928,858969,2,0
72929,858971,0,0
72930,858972,2,2
72931,858973,1,0
72932,858974,0,2
72933,859670,4,1
72934,861601,1,1
72935,807706,1,3
72936,807709,1,1
72937,807712,1,0
72938,807739,1,2
72939,807746,3,0
72940,858935,0,0
72941,858936,1,1
72942,861514,0,1
72943,822176,0,0
72944,854573,0,2
72945,854576,2,1
72946,861740,1,2
72947,861594,1,4
72948,805103,0,0
72949,853161,3,0
72950,853164,0,0
72951,857452,2,1
72952,860240,1,0
72953,853267,0,1
72954,861614,3,2
72955,853270,2,1
72956,857845,3,0
72957,861610,2,2
72958,854578,5,0
72959,858007,1,0
72960,793213,0,0
72961,796876,2,2
72962,809143,1,1
72963,809610,1,0
72964,856388,1,1
72965,861484,1,3
72966,797766,2,1
72967,797767,1,2
72968,797768,2,4
72969,797770,1,2
72970,800901,0,1
72971,800955,2,1
72972,853265,1,1
72973,800900,2,1
72974,799741,3,1
72975,806041,1,0
72976,834048,1,1
72977,843900,3,0
72978,846409,1,1
72979,857467,6,1
72980,857468,2,2
72981,861600,1,0
72982,861608,0,1
72983,861637,5,1
72984,861748,0,0
72985,798966,1,0
72986,827140,1,3
72987,855553,2,2
72988,855555,2,0
72989,855568,0,0
72990,857458,2,0
72991,861749,0,0
72992,861782,9,0
72993,794734,2,0
72994,795169,2,2
72995,795170,3,2
72996,795171,2,1
72997,795172,3,0
72998,795173,4,3
72999,795174,5,6
73000,795932,2,1
73001,795933,0,0
73002,795934,3,0
73003,795935,1,2
73004,795936,2,2
73005,795937,2,2
73006,795940,0,0
73007,795941,2,2
73008,860194,1,1
73009,791869,3,1
73010,793211,1,2
73011,795553,0,2
73012,797769,0,1
73013,801135,0,1
73014,808814,0,1
73015,847893,2,1
73016,793654,0,0
73017,796056,3,1
73018,797276,1,1
73019,828629,0,5
73020,852171,3,2
73021,834041,2,0
73022,861598,2,1
73023,806350,3,0
73024,848931,2,1
73025,849008,2,2
73026,847292,2,0
73027,851398,1,1
73028,848934,1,0
73029,849005,3,1
73030,851384,2,3
73031,848568,0,0
73032,858159,0,2
73033,860242,4,2
73034,860243,4,1
73035,860244,2,3
73036,861801,1,2
73037,857289,2,1
73038,857296,0,1
73039,857298,0,1
73040,857198,0,4
73041,857293,0,2
73042,857294,1,2
73043,857297,1,2
73044,802940,3,0
73045,861802,0,4
73046,854388,0,4
73047,861803,1,0
73048,861804,1,2
73049,861806,1,1
73050,861807,2,1
73051,802933,1,1
73052,861809,1,3
73053,830184,1,2
73054,830186,3,0
73055,830343,4,0
73056,830347,1,0
73057,861691,2,1
73058,861805,3,1
73059,861808,1,1
73060,861588,3,2
73061,861609,4,3
73062,857295,0,1
73063,860488,3,0
73064,861739,2,2
73065,861742,5,1
73066,827321,0,0
73067,828970,1,1
73068,828971,5,3
73069,828972,5,0
73070,854373,1,1
73071,854377,0,0
73072,854381,0,1
73073,854383,3,2
73074,854385,0,2
73075,854386,0,1
73076,857571,0,2
73077,857572,2,0
73078,858834,0,1
73079,860490,6,1
73080,860493,1,0
73081,860494,2,2
73082,861693,4,0
73083,861738,1,2
73084,861744,2,2
73085,861793,1,1
73086,858897,0,1
73087,860163,0,0
73088,827319,3,0
73089,827323,1,0
73090,846544,1,3
73091,856351,2,1
73092,856359,1,3
73093,857463,1,1
73094,860344,2,5
73095,860491,4,1
73096,860492,2,3
73097,861633,3,0
73098,861695,3,0
73099,861792,2,2
73100,861818,3,4
73101,806852,1,0
73102,806033,2,0
73103,806039,0,2
73104,809137,2,2
73105,809146,2,0
73106,861817,1,1
73107,798968,0,1
73108,800902,3,2
73109,800954,2,0
73110,800966,3,2
73111,811159,2,0
73112,811160,1,0
73113,811174,1,1
73114,811175,0,2
73115,811179,2,1
73116,811182,1,0
73117,845509,1,1
73118,845510,0,1
73119,856033,3,5
73120,857456,0,2
73121,857464,3,0
73122,857465,4,2
73123,860495,2,1
73124,861480,2,2
73125,861483,3,0
73126,861616,2,1
73127,861696,2,0
73128,861697,2,2
73129,866347,2,0
73130,861827,3,1
73131,793658,2,1
73132,820540,0,0
73133,820541,4,0
73134,820542,0,0
73135,820543,0,0
73136,852257,0,2
73137,855566,1,0
73138,861515,1,1
73139,792573,1,0
73140,861518,2,2
73141,861520,2,0
73142,795939,1,0
73143,799734,4,2
73144,799735,0,2
73145,799736,3,2
73146,799740,1,1
73147,799742,1,5
73148,805111,2,1
73149,805112,0,0
73150,805113,3,1
73151,805115,2,1
73152,805117,0,1
73153,816495,2,1
73154,816497,1,1
73155,816499,1,1
73156,816508,1,2
73157,818105,4,2
73158,821887,1,1
73159,821888,1,2
73160,821891,0,0
73161,821893,0,2
73162,827142,2,1
73163,827337,0,0
73164,828339,1,0
73165,828341,0,1
73166,828345,1,2
73167,828351,1,1
73168,828354,2,0
73169,828368,1,2
73170,832106,0,1
73171,840009,0,2
73172,840011,0,2
73173,840016,0,3
73174,840022,0,3
73175,844527,0,0
73176,845499,3,1
73177,845504,3,0
73178,845514,4,2
73179,845517,3,3
73180,845518,2,6
73181,845519,3,1
73182,846391,4,0
73183,846392,3,1
73184,846393,0,1
73185,846395,0,2
73186,846411,1,0
73187,846432,0,1
73188,846434,1,0
73189,847036,1,1
73190,849355,2,1
73191,853808,3,0
73192,855201,2,1
73193,855205,0,0
73194,855212,1,4
73195,855548,2,1
73196,855551,3,1
73197,855552,0,0
73198,855556,2,1
73199,855569,3,1
73200,855570,0,2
73201,857460,0,2
