bisai_id,cold,win,draw,lose,big_cold_peilv,normal_peilv,little_cold_peilv
1000885,little_cold,1.55,5.2,8.5,8.5,1.55,5.2
957875,big_cold,2.5,3.5,3.75,3.75,2.5,3.5
1003491,little_cold,1.92,3.71,5.02,5.02,1.92,3.71
1000067,normal,1.18,10.75,33.25,33.25,1.18,10.75
1000886,little_cold,2.18,4.8,4.77,4.8,2.18,4.77
1016271,normal,1.79,6.0,9.0,9.0,1.79,6.0
1015696,little_cold,2.34,3.25,4.1,4.1,2.34,3.25
1015675,normal,2.07,3.35,4.7,4.7,2.07,3.35
1004498,normal,1.64,4.9,7.4,7.4,1.64,4.9
1004877,normal,1.85,4.1,5.02,5.02,1.85,4.1
1016269,normal,1.8,4.2,4.4,4.4,1.8,4.2
1004502,big_cold,6.0,3.75,2.25,6.0,2.25,3.75
957892,normal,4.5,3.6,2.15,4.5,2.15,3.6
957888,little_cold,1.92,3.75,5.02,5.02,1.92,3.75
1004497,little_cold,1.55,5.5,7.4,7.4,1.55,5.5
958761,big_cold,2.4,3.6,3.55,3.6,2.4,3.55
1015700,little_cold,3.55,3.13,2.36,3.55,2.36,3.13
1014059,normal,2.95,3.5,2.77,3.5,2.77,2.95
1008517,normal,1.77,4.35,5.7,5.7,1.77,4.35
1015242,normal,1.51,4.55,8.0,8.0,1.51,4.55
1008520,normal,1.14,14.5,41.0,41.0,1.14,14.5
984214,big_cold,4.0,3.4,2.22,4.0,2.22,3.4
1015749,big_cold,2.6,3.6,3.0,3.6,2.6,3.0
1015697,normal,1.89,3.7,5.7,5.7,1.89,3.7
1005032,big_cold,2.05,3.77,6.35,6.35,2.05,3.77
1011427,little_cold,2.2,3.6,4.0,4.0,2.2,3.6
1014047,normal,1.36,8.0,15.0,15.0,1.36,8.0
957878,normal,4.25,3.7,2.1,4.25,2.1,3.7
1008518,little_cold,1.67,4.25,7.5,7.5,1.67,4.25
957879,big_cold,2.43,3.55,3.7,3.7,2.43,3.55
957890,little_cold,4.25,3.65,2.48,4.25,2.48,3.65
957884,normal,1.96,3.8,4.9,4.9,1.96,3.8
1004504,normal,1.67,4.65,6.6,6.6,1.67,4.65
958613,normal,3.75,3.55,3.5,3.75,3.5,3.55
957877,normal,2.5,3.5,3.44,3.5,2.5,3.44
957894,little_cold,1.93,3.8,5.25,5.25,1.93,3.8
957880,normal,5.0,4.1,2.03,5.0,2.03,4.1
957882,normal,1.65,5.0,8.5,8.5,1.65,5.0
1005040,big_cold,2.25,3.5,4.5,4.5,2.25,3.5
1008515,normal,2.12,3.85,4.75,4.75,2.12,3.85
1034505,little_cold,5.4,3.85,1.92,5.4,1.92,3.85
1048883,big_cold,12.0,7.0,1.37,12.0,1.37,7.0
1024326,big_cold,4.2,3.75,2.54,4.2,2.54,3.75
1049552,big_cold,3.9,3.45,2.85,3.9,2.85,3.45
1048884,normal,3.2,3.35,3.0,3.35,3.0,3.2
1049719,little_cold,3.33,3.35,2.4,3.35,2.4,3.33
1024320,normal,14.0,5.35,1.36,14.0,1.36,5.35
1048882,little_cold,2.11,3.55,4.6,4.6,2.11,3.55
1049731,normal,3.2,3.32,2.8,3.32,2.8,3.2
1049737,big_cold,1.5,4.77,8.0,8.0,1.5,4.77
1024321,big_cold,2.69,3.45,4.21,4.21,2.69,3.45
1043806,normal,1.85,4.0,5.75,5.75,1.85,4.0
1013019,normal,2.43,3.39,3.4,3.4,2.43,3.39
1035676,normal,2.45,3.48,3.63,3.63,2.45,3.48
1044561,normal,92.0,28.0,1.04,92.0,1.04,28.0
1035643,normal,1.93,3.59,4.5,4.5,1.93,3.59
1039776,little_cold,2.7,3.4,3.1,3.4,2.7,3.1
1019873,normal,1.26,7.0,16.45,16.45,1.26,7.0
1019894,normal,7.5,14.0,32.75,32.75,7.5,14.0
1013028,normal,2.27,3.36,3.95,3.95,2.27,3.36
1013026,little_cold,2.64,3.28,3.85,3.85,2.64,3.28
1044822,normal,1.75,4.05,4.97,4.97,1.75,4.05
1039765,big_cold,2.56,3.5,3.45,3.5,2.56,3.45
1044289,normal,9.25,5.3,1.45,9.25,1.45,5.3
1043598,little_cold,2.6,3.4,3.74,3.74,2.6,3.4
1045264,little_cold,1.77,3.9,5.86,5.86,1.77,3.9
1013027,normal,1.62,4.2,8.0,8.0,1.62,4.2
1045190,normal,2.07,4.1,4.16,4.16,2.07,4.1
1013025,normal,2.8,3.35,3.28,3.35,2.8,3.28
1019904,little_cold,8.0,4.0,2.06,8.0,2.06,4.0
1045262,big_cold,3.82,3.45,2.63,3.82,2.63,3.45
1013023,little_cold,1.8,3.79,6.0,6.0,1.8,3.79
1013020,little_cold,2.35,3.25,3.75,3.75,2.35,3.25
1044533,big_cold,3.13,3.48,2.66,3.48,2.66,3.13
1045258,big_cold,2.72,3.6,3.55,3.6,2.72,3.55
1045052,big_cold,4.1,4.4,1.88,4.4,1.88,4.1
1019864,little_cold,3.49,3.46,2.46,3.49,2.46,3.46
1013021,normal,2.37,3.46,4.05,4.05,2.37,3.46
1039782,normal,35.87,12.01,1.3,35.87,1.3,12.01
1043593,normal,2.35,3.4,3.65,3.65,2.35,3.4
1039770,normal,2.25,3.3,4.55,4.55,2.25,3.3
1039773,normal,1.47,5.21,11.78,11.78,1.47,5.21
1044794,big_cold,2.21,3.7,3.25,3.7,2.21,3.25
1045303,little_cold,2.0,4.5,4.8,4.8,2.0,4.5
1045259,big_cold,1.94,3.75,4.8,4.8,1.94,3.75
1039778,little_cold,1.38,5.25,19.75,19.75,1.38,5.25
1045195,normal,1.51,5.54,9.13,9.13,1.51,5.54
1035657,big_cold,2.5,3.78,6.11,6.11,2.5,3.78
1045306,normal,1.19,8.2,19.0,19.0,1.19,8.2
1044819,normal,5.8,5.09,1.77,5.8,1.77,5.09
1045188,little_cold,2.65,4.1,2.84,4.1,2.65,2.84
1007609,big_cold,2.65,3.45,2.9,3.45,2.65,2.9
1044669,normal,41.0,13.25,1.22,41.0,1.22,13.25
1039781,normal,1.2,8.8,27.75,27.75,1.2,8.8
1045189,normal,1.3,7.7,15.0,15.0,1.3,7.7
1045305,normal,1.35,5.5,8.44,8.44,1.35,5.5
1045257,little_cold,1.7,4.95,7.5,7.5,1.7,4.95
1045180,normal,8.0,5.5,1.4,8.0,1.4,5.5
1039768,big_cold,2.75,3.4,3.65,3.65,2.75,3.4
1045199,big_cold,5.35,4.92,1.8,5.35,1.8,4.92
1019893,little_cold,2.25,4.33,6.73,6.73,2.25,4.33
1045090,normal,17.0,10.0,1.13,17.0,1.13,10.0
1004124,big_cold,1.67,4.35,6.0,6.0,1.67,4.35
1019874,normal,1.07,22.0,76.0,76.0,1.07,22.0
1045198,little_cold,15.0,6.85,1.32,15.0,1.32,6.85
1039771,big_cold,2.32,3.35,4.2,4.2,2.32,3.35
1009163,little_cold,6.25,5.0,1.45,6.25,1.45,5.0
958878,big_cold,3.3,3.55,2.7,3.55,2.7,3.3
1018980,big_cold,4.5,5.5,1.55,5.5,1.55,4.5
1000773,little_cold,5.68,3.85,1.9,5.68,1.9,3.85
1003519,big_cold,4.1,3.13,2.85,4.1,2.85,3.13
1021131,normal,75.0,23.8,1.07,75.0,1.07,23.8
1009164,normal,4.1,4.1,1.85,4.1,1.85,4.1
1018982,normal,1.18,8.5,17.0,17.0,1.18,8.5
1016791,normal,1.17,8.07,28.93,28.93,1.17,8.07
1018983,normal,1.16,12.0,41.0,41.0,1.16,12.0
1016792,normal,7.75,4.6,1.6,7.75,1.6,4.6
1017837,normal,2.65,3.77,3.22,3.77,2.65,3.22
1003516,normal,1.2,9.0,34.0,34.0,1.2,9.0
1017994,little_cold,2.4,3.85,4.75,4.75,2.4,3.85
1017835,little_cold,4.3,3.85,2.52,4.3,2.52,3.85
1016790,little_cold,3.15,3.53,4.9,4.9,3.15,3.53
1018981,normal,1.18,10.5,26.0,26.0,1.18,10.5
1017833,normal,2.76,3.6,3.58,3.6,2.76,3.58
1019001,little_cold,2.2,4.35,2.8,4.35,2.2,2.8
1020813,little_cold,3.0,3.26,2.86,3.26,2.86,3.0
1014514,normal,1.7,5.0,6.0,6.0,1.7,5.0
1018866,normal,1.73,4.1,7.25,7.25,1.73,4.1
1020960,little_cold,1.69,3.95,7.26,7.26,1.69,3.95
1009162,normal,9.0,6.0,1.35,9.0,1.35,6.0
1021132,normal,1.16,12.5,29.0,29.0,1.16,12.5
1003523,normal,4.27,3.3,2.15,4.27,2.15,3.3
1013955,normal,1.2,7.93,20.31,20.31,1.2,7.93
1003518,normal,1.83,3.4,6.89,6.89,1.83,3.4
1007204,little_cold,2.12,3.36,4.24,4.24,2.12,3.36
1013956,little_cold,1.68,4.25,7.0,7.0,1.68,4.25
1009167,normal,7.76,5.3,1.5,7.76,1.5,5.3
1017831,big_cold,5.0,3.7,2.32,5.0,2.32,3.7
1024273,normal,1.7,4.35,8.85,8.85,1.7,4.35
1007592,little_cold,3.7,3.75,2.25,3.75,2.25,3.7
1008033,normal,1.87,3.95,4.8,4.8,1.87,3.95
1003968,big_cold,2.6,3.8,4.4,4.4,2.6,3.8
974643,normal,6.25,4.12,2.64,6.25,2.64,4.12
1012865,normal,4.1,3.4,2.26,4.1,2.26,3.4
1017037,normal,1.81,4.4,4.8,4.8,1.81,4.4
1013852,little_cold,3.3,3.71,3.05,3.71,3.05,3.3
1014918,normal,2.11,3.49,4.0,4.0,2.11,3.49
1003967,normal,2.34,3.85,3.5,3.85,2.34,3.5
1009192,big_cold,2.11,4.1,4.2,4.2,2.11,4.1
1014489,normal,2.55,3.92,3.81,3.92,2.55,3.81
1002195,little_cold,4.1,3.8,2.47,4.1,2.47,3.8
1011300,normal,2.13,3.8,4.25,4.25,2.13,3.8
1013582,big_cold,2.47,4.3,4.26,4.3,2.47,4.26
1012868,normal,2.4,3.42,4.91,4.91,2.4,3.42
1022478,little_cold,2.62,3.8,3.06,3.8,2.62,3.06
1008032,normal,3.1,3.3,2.55,3.3,2.55,3.1
1006536,normal,1.7,4.4,6.3,6.3,1.7,4.4
1009190,normal,6.75,4.85,1.5,6.75,1.5,4.85
1019178,normal,1.73,3.7,6.0,6.0,1.73,3.7
1015463,big_cold,2.4,3.5,3.52,3.52,2.4,3.5
974663,little_cold,5.0,4.27,4.6,5.0,4.27,4.6
1022480,little_cold,2.07,4.05,4.4,4.4,2.07,4.05
1006542,normal,2.55,3.78,4.0,4.0,2.55,3.78
974653,normal,1.36,6.5,13.54,13.54,1.36,6.5
959307,little_cold,2.94,3.7,2.7,3.7,2.7,2.94
1023844,little_cold,2.8,3.45,3.75,3.75,2.8,3.45
1012861,normal,3.2,3.25,2.81,3.25,2.81,3.2
974652,big_cold,2.66,3.35,3.22,3.35,2.66,3.22
959305,big_cold,2.0,4.01,4.7,4.7,2.0,4.01
1024348,big_cold,3.52,3.65,4.2,4.2,3.52,3.65
1008038,normal,3.8,3.25,2.35,3.8,2.35,3.25
975119,normal,1.9,4.18,5.62,5.62,1.9,4.18
1011199,normal,1.6,5.0,8.02,8.02,1.6,5.0
1024495,normal,1.45,4.95,7.29,7.29,1.45,4.95
1014488,normal,1.13,12.0,34.0,34.0,1.13,12.0
1019175,little_cold,15.0,7.25,1.2,15.0,1.2,7.25
1012859,big_cold,2.36,3.44,3.9,3.9,2.36,3.44
1019177,normal,2.4,3.5,3.05,3.5,2.4,3.05
1003966,big_cold,2.2,3.9,4.5,4.5,2.2,3.9
1008040,little_cold,2.75,3.4,2.95,3.4,2.75,2.95
1008036,normal,2.65,3.3,3.16,3.3,2.65,3.16
974672,normal,2.59,3.35,3.15,3.35,2.59,3.15
1004211,little_cold,1.75,4.3,6.0,6.0,1.75,4.3
1003969,little_cold,1.89,4.2,5.05,5.05,1.89,4.2
1024486,big_cold,1.31,6.25,11.0,11.0,1.31,6.25
1009189,little_cold,2.2,4.0,3.1,4.0,2.2,3.1
1012862,normal,2.15,3.73,4.61,4.61,2.15,3.73
959303,big_cold,6.53,5.3,1.6,6.53,1.6,5.3
974640,little_cold,2.3,3.1,5.25,5.25,2.3,3.1
1024438,normal,1.95,4.75,9.2,9.2,1.95,4.75
1012864,little_cold,1.98,3.6,4.65,4.65,1.98,3.6
1009191,little_cold,4.2,4.3,3.95,4.3,3.95,4.2
974642,normal,2.4,3.35,4.4,4.4,2.4,3.35
1024113,big_cold,2.63,3.41,3.3,3.41,2.63,3.3
1002199,little_cold,1.55,7.0,15.0,15.0,1.55,7.0
1022479,little_cold,2.34,3.9,3.76,3.9,2.34,3.76
1006545,normal,3.04,3.65,2.87,3.65,2.87,3.04
1002189,normal,5.79,4.15,1.9,5.79,1.9,4.15
1006549,big_cold,1.61,4.46,6.53,6.53,1.61,4.46
1002900,normal,2.41,3.95,4.63,4.63,2.41,3.95
1019176,big_cold,3.5,3.5,2.38,3.5,2.38,3.5
974660,big_cold,6.0,4.0,1.85,6.0,1.85,4.0
959313,big_cold,3.6,3.95,2.26,3.95,2.26,3.6
1012860,big_cold,3.05,3.3,3.01,3.3,3.01,3.05
959314,big_cold,3.52,4.0,2.39,4.0,2.39,3.52
1002901,normal,2.0,4.05,4.45,4.45,2.0,4.05
1002902,normal,1.55,5.0,7.03,7.03,1.55,5.0
1015548,big_cold,6.25,4.6,1.62,6.25,1.62,4.6
1002898,big_cold,1.96,4.1,4.6,4.6,1.96,4.1
1002200,normal,2.7,3.7,3.1,3.7,2.7,3.1
1012866,big_cold,2.5,3.4,3.8,3.8,2.5,3.4
1022481,normal,2.25,4.0,4.45,4.45,2.25,4.0
991356,normal,1.51,5.75,11.6,11.6,1.51,5.75
1002197,big_cold,3.64,3.7,2.25,3.7,2.25,3.64
1002895,normal,1.51,6.15,9.5,9.5,1.51,6.15
1008034,normal,1.77,4.0,6.03,6.03,1.77,4.0
1019683,little_cold,3.6,3.71,2.27,3.71,2.27,3.6
1006552,big_cold,2.61,3.78,3.5,3.78,2.61,3.5
1024346,normal,2.53,3.62,4.1,4.1,2.53,3.62
1024484,normal,1.37,5.75,10.5,10.5,1.37,5.75
1024497,big_cold,1.6,4.33,5.5,5.5,1.6,4.33
1006547,normal,2.5,3.74,3.8,3.8,2.5,3.74
974644,little_cold,1.9,4.15,6.84,6.84,1.9,4.15
1002899,big_cold,1.83,4.3,5.52,5.52,1.83,4.3
1022477,normal,1.9,4.0,4.95,4.95,1.9,4.0
1030130,big_cold,2.3,3.6,3.65,3.65,2.3,3.6
1041635,normal,2.08,3.34,4.75,4.75,2.08,3.34
1027734,little_cold,2.72,3.18,3.3,3.3,2.72,3.18
1030844,big_cold,2.4,3.58,3.38,3.58,2.4,3.38
1039546,big_cold,2.53,3.26,3.75,3.75,2.53,3.26
1041322,little_cold,2.42,3.25,3.62,3.62,2.42,3.25
1029564,little_cold,2.15,3.55,4.33,4.33,2.15,3.55
1034546,little_cold,2.47,3.47,3.42,3.47,2.47,3.42
1026647,normal,1.19,11.0,29.0,29.0,1.19,11.0
1050871,normal,2.85,3.73,4.3,4.3,2.85,3.73
1039113,big_cold,2.05,3.72,5.05,5.05,2.05,3.72
1030127,normal,4.85,4.02,1.92,4.85,1.92,4.02
1034937,big_cold,2.35,3.51,3.95,3.95,2.35,3.51
1034939,normal,6.5,4.28,1.71,6.5,1.71,4.28
1026234,normal,2.6,3.45,3.3,3.45,2.6,3.3
1051666,little_cold,5.51,4.14,1.81,5.51,1.81,4.14
1030126,big_cold,1.98,3.86,4.8,4.8,1.98,3.86
1030851,little_cold,2.62,3.59,3.0,3.59,2.62,3.0
1030128,little_cold,3.6,3.72,2.35,3.72,2.35,3.6
1030849,big_cold,3.25,3.6,2.68,3.6,2.68,3.25
1030845,little_cold,1.88,3.75,5.38,5.38,1.88,3.75
1038047,little_cold,1.35,8.25,12.2,12.2,1.35,8.25
1029561,normal,3.0,3.5,3.28,3.5,3.0,3.28
1030847,normal,5.25,4.25,1.8,5.25,1.8,4.25
1030119,normal,2.3,3.6,3.65,3.65,2.3,3.6
1033056,normal,2.3,3.73,4.01,4.01,2.3,3.73
1039548,big_cold,2.5,3.3,3.6,3.6,2.5,3.3
1052245,big_cold,2.35,3.6,3.47,3.6,2.35,3.47
1030843,little_cold,2.66,3.7,2.88,3.7,2.66,2.88
1036890,normal,3.75,3.96,2.4,3.96,2.4,3.75
1034543,big_cold,2.18,3.75,4.28,4.28,2.18,3.75
1026233,normal,1.4,5.06,9.03,9.03,1.4,5.06
1031659,little_cold,2.51,3.45,3.5,3.5,2.51,3.45
1033051,normal,1.23,8.12,17.25,17.25,1.23,8.12
1050992,little_cold,3.0,3.8,3.5,3.8,3.0,3.5
1028443,normal,2.22,3.52,4.09,4.09,2.22,3.52
1034240,little_cold,2.7,3.28,4.4,4.4,2.7,3.28
1031229,big_cold,2.65,3.35,3.56,3.56,2.65,3.35
1034547,big_cold,3.62,3.6,2.4,3.62,2.4,3.6
1049678,big_cold,2.91,3.13,3.15,3.15,2.91,3.13
1029566,normal,2.1,3.6,4.5,4.5,2.1,3.6
1034234,normal,2.41,3.43,4.75,4.75,2.41,3.43
1043934,big_cold,1.57,4.5,11.08,11.08,1.57,4.5
1038148,normal,1.7,5.39,7.65,7.65,1.7,5.39
1040160,normal,5.75,4.54,1.85,5.75,1.85,4.54
1040161,little_cold,4.05,3.85,2.16,4.05,2.16,3.85
1050989,big_cold,3.8,3.75,4.0,4.0,3.75,3.8
1049676,little_cold,2.0,3.44,5.55,5.55,2.0,3.44
1033057,big_cold,2.97,3.63,2.64,3.63,2.64,2.97
1031235,normal,1.95,3.52,5.21,5.21,1.95,3.52
1029565,little_cold,2.67,3.55,2.95,3.55,2.67,2.95
1030846,normal,2.05,3.9,4.14,4.14,2.05,3.9
1036893,little_cold,3.41,3.7,2.86,3.7,2.86,3.41
1029562,little_cold,2.48,3.44,3.39,3.44,2.48,3.39
1030124,little_cold,1.95,4.05,4.65,4.65,1.95,4.05
1034940,normal,6.0,4.5,1.66,6.0,1.66,4.5
1029556,little_cold,2.7,3.4,3.2,3.4,2.7,3.2
1049677,normal,1.56,4.25,9.5,9.5,1.56,4.25
1029558,normal,2.09,3.9,4.75,4.75,2.09,3.9
1041634,normal,2.15,3.75,4.7,4.7,2.15,3.75
1030120,big_cold,2.4,3.75,3.75,3.75,2.4,3.75
1041633,little_cold,3.25,3.2,3.17,3.25,3.17,3.2
1034233,big_cold,2.07,3.55,4.2,4.2,2.07,3.55
1034237,big_cold,3.1,3.2,2.88,3.2,2.88,3.1
1031231,big_cold,1.56,5.07,7.25,7.25,1.56,5.07
1025648,normal,1.25,9.07,23.0,23.0,1.25,9.07
1030121,normal,1.85,4.1,4.85,4.85,1.85,4.1
1025642,normal,2.58,3.36,4.05,4.05,2.58,3.36
1033363,little_cold,3.01,3.63,2.88,3.63,2.88,3.01
1026071,normal,1.88,4.39,5.3,5.3,1.88,4.39
1030122,normal,3.3,3.64,2.44,3.64,2.44,3.3
1030129,normal,1.98,3.8,4.61,4.61,1.98,3.8
1037103,big_cold,2.3,3.35,3.7,3.7,2.3,3.35
1043914,little_cold,2.1,4.2,5.5,5.5,2.1,4.2
1026644,big_cold,12.25,7.5,1.39,12.25,1.39,7.5
1039109,little_cold,2.88,3.55,3.2,3.55,2.88,3.2
1028440,normal,2.45,3.35,3.21,3.35,2.45,3.21
1034938,little_cold,2.36,3.6,3.85,3.85,2.36,3.6
1026067,little_cold,2.75,3.75,2.9,3.75,2.75,2.9
1033054,big_cold,1.83,4.2,5.5,5.5,1.83,4.2
1038084,little_cold,2.15,3.95,5.0,5.0,2.15,3.95
1026069,big_cold,4.51,4.03,1.96,4.51,1.96,4.03
1031660,normal,1.35,6.75,13.0,13.0,1.35,6.75
1031661,big_cold,3.6,3.66,2.3,3.66,2.3,3.6
1030848,normal,1.65,4.49,6.99,6.99,1.65,4.49
1034945,normal,2.48,3.55,3.25,3.55,2.48,3.25
1031662,big_cold,2.15,3.7,4.45,4.45,2.15,3.7
1039116,normal,2.1,3.7,4.9,4.9,2.1,3.7
1050868,little_cold,2.32,3.4,3.85,3.85,2.32,3.4
1031234,big_cold,3.73,3.46,2.37,3.73,2.37,3.46
1036308,big_cold,2.4,3.75,3.65,3.75,2.4,3.65
1049675,big_cold,2.26,3.27,4.1,4.1,2.26,3.27
1026070,little_cold,1.79,4.37,4.9,4.9,1.79,4.37
1030841,normal,3.25,3.6,2.55,3.6,2.55,3.25
1033053,little_cold,1.93,4.15,4.9,4.9,1.93,4.15
1034941,normal,1.22,8.71,18.5,18.5,1.22,8.71
1030123,big_cold,1.57,5.0,8.5,8.5,1.57,5.0
1033361,normal,2.05,3.66,5.0,5.0,2.05,3.66
1050866,big_cold,2.87,3.35,3.85,3.85,2.87,3.35
1026645,little_cold,2.25,3.9,4.11,4.11,2.25,3.9
1034943,big_cold,1.9,3.85,5.2,5.2,1.9,3.85
1039549,big_cold,1.82,3.76,6.5,6.5,1.82,3.76
1025650,big_cold,2.21,3.46,4.2,4.2,2.21,3.46
1029067,normal,1.8,4.2,5.5,5.5,1.8,4.2
1030842,normal,2.15,3.7,4.0,4.0,2.15,3.7
1029557,normal,4.5,3.5,2.41,4.5,2.41,3.5
1033052,little_cold,1.67,5.0,7.49,7.49,1.67,5.0
1026646,normal,2.38,3.7,3.65,3.7,2.38,3.65
1041629,normal,2.08,3.45,4.75,4.75,2.08,3.45
1028445,normal,1.8,4.0,5.45,5.45,1.8,4.0
1036307,normal,1.75,4.4,5.0,5.0,1.75,4.4
1029063,little_cold,1.6,5.31,7.0,7.0,1.6,5.31
1030850,little_cold,4.5,3.92,2.02,4.5,2.02,3.92
1041637,little_cold,1.94,3.68,6.5,6.5,1.94,3.68
1030852,normal,2.65,3.7,2.9,3.7,2.65,2.9
1031657,normal,1.6,4.65,7.5,7.5,1.6,4.65
1050987,normal,1.38,5.6,12.0,12.0,1.38,5.6
1050870,normal,1.78,4.2,6.8,6.8,1.78,4.2
1033360,little_cold,2.46,3.85,3.28,3.85,2.46,3.28
1029563,big_cold,3.33,3.5,2.5,3.5,2.5,3.33
1027327,normal,2.76,3.37,2.88,3.37,2.76,2.88
1051210,normal,1.87,3.96,4.95,4.95,1.87,3.96
1043865,big_cold,3.1,3.06,2.75,3.1,2.75,3.06
1028008,big_cold,2.6,3.3,3.5,3.5,2.6,3.3
1030125,big_cold,3.2,3.5,2.6,3.5,2.6,3.2
1029559,big_cold,3.0,3.44,2.78,3.44,2.78,3.0
1036397,normal,2.89,4.14,2.61,4.14,2.61,2.89
1006926,little_cold,2.55,3.75,3.01,3.75,2.55,3.01
1036389,normal,4.45,4.4,1.9,4.45,1.9,4.4
1032887,little_cold,5.9,4.8,1.8,5.9,1.8,4.8
1028329,big_cold,2.8,3.5,3.15,3.5,2.8,3.15
1031311,little_cold,3.37,3.9,3.55,3.9,3.37,3.55
1006886,normal,2.36,3.8,5.1,5.1,2.36,3.8
1038913,little_cold,1.88,3.7,5.6,5.6,1.88,3.7
1027559,normal,2.35,3.4,3.8,3.8,2.35,3.4
1015097,little_cold,2.45,3.1,3.7,3.7,2.45,3.1
1027556,normal,1.85,3.85,5.74,5.74,1.85,3.85
1036390,big_cold,3.75,4.3,2.4,4.3,2.4,3.75
1025912,normal,4.2,4.1,2.41,4.2,2.41,4.1
1027555,normal,2.45,3.2,3.85,3.85,2.45,3.2
1025445,big_cold,1.75,5.46,13.5,13.5,1.75,5.46
1044582,normal,2.1,3.6,4.6,4.6,2.1,3.6
1015096,normal,2.42,3.34,3.45,3.45,2.42,3.34
1006884,normal,4.0,3.68,2.07,4.0,2.07,3.68
1006927,normal,14.0,8.0,1.26,14.0,1.26,8.0
1034386,normal,4.86,3.97,2.05,4.86,2.05,3.97
1036819,normal,3.7,3.8,2.35,3.8,2.35,3.7
1038120,big_cold,2.47,3.4,3.52,3.52,2.47,3.4
1043185,little_cold,1.9,3.55,6.03,6.03,1.9,3.55
1038917,big_cold,1.74,4.09,6.5,6.5,1.74,4.09
1027560,normal,2.3,3.3,3.9,3.9,2.3,3.3
1036392,normal,1.31,7.0,12.0,12.0,1.31,7.0
1042626,big_cold,1.53,5.25,5.8,5.8,1.53,5.25
1038912,little_cold,3.05,3.5,2.72,3.5,2.72,3.05
1028331,normal,2.49,3.7,4.3,4.3,2.49,3.7
1006883,little_cold,1.08,14.31,41.0,41.0,1.08,14.31
1005908,little_cold,2.2,3.4,4.35,4.35,2.2,3.4
1009224,big_cold,2.3,4.05,3.26,4.05,2.3,3.26
1036391,little_cold,2.79,3.86,3.06,3.86,2.79,3.06
1034394,normal,1.95,3.8,5.4,5.4,1.95,3.8
1005897,normal,2.6,3.6,4.8,4.8,2.6,3.6
1036398,little_cold,1.65,5.0,5.8,5.8,1.65,5.0
1042625,normal,1.4,5.8,9.0,9.0,1.4,5.8
1017177,normal,2.5,3.94,2.8,3.94,2.5,2.8
1037008,normal,2.15,3.5,5.8,5.8,2.15,3.5
1033956,normal,1.91,3.8,5.35,5.35,1.91,3.8
1006928,normal,2.27,3.6,3.62,3.62,2.27,3.6
1002241,little_cold,7.75,4.8,1.65,7.75,1.65,4.8
1027562,little_cold,2.71,3.3,3.25,3.3,2.71,3.25
1027234,little_cold,2.55,3.5,4.25,4.25,2.55,3.5
1026152,normal,2.1,3.6,4.21,4.21,2.1,3.6
1036395,big_cold,1.9,4.52,4.45,4.52,1.9,4.45
1031304,normal,1.49,5.5,8.25,8.25,1.49,5.5
1027554,big_cold,2.2,3.45,4.0,4.0,2.2,3.45
1022555,normal,6.0,4.4,2.17,6.0,2.17,4.4
1041452,normal,2.1,3.3,5.3,5.3,2.1,3.3
1006888,little_cold,2.46,3.8,2.9,3.8,2.46,2.9
1035121,big_cold,1.54,4.35,8.14,8.14,1.54,4.35
1039325,normal,2.54,3.2,3.8,3.8,2.54,3.2
1033207,normal,1.8,3.96,5.85,5.85,1.8,3.96
1027561,normal,2.25,3.3,4.2,4.2,2.25,3.3
1006930,normal,13.29,6.22,1.37,13.29,1.37,6.22
1029284,little_cold,2.3,3.63,3.9,3.9,2.3,3.63
1036394,normal,2.0,4.0,4.15,4.15,2.0,4.0
1031308,normal,1.68,4.34,5.25,5.25,1.68,4.34
1032576,big_cold,2.65,3.1,3.03,3.1,2.65,3.03
1031307,normal,1.95,4.0,4.7,4.7,1.95,4.0
1040950,little_cold,2.63,3.11,3.45,3.45,2.63,3.11
1031306,big_cold,2.84,3.8,3.1,3.8,2.84,3.1
1033212,little_cold,2.6,3.5,3.55,3.55,2.6,3.5
1036396,normal,1.71,4.8,6.0,6.0,1.71,4.8
1024887,big_cold,1.33,4.75,10.0,10.0,1.33,4.75
1027553,normal,2.85,3.3,4.9,4.9,2.85,3.3
1026490,big_cold,2.35,3.7,3.7,3.7,2.35,3.7
1039977,normal,2.57,3.7,3.22,3.7,2.57,3.22
1036393,normal,2.85,4.0,2.51,4.0,2.51,2.85
1043546,little_cold,1.6,4.61,9.69,9.69,1.6,4.61
1014024,little_cold,2.31,3.7,4.15,4.15,2.31,3.7
1044496,normal,1.92,3.9,4.25,4.25,1.92,3.9
1042832,normal,19.0,10.12,1.2,19.0,1.2,10.12
1043514,normal,1.4,6.0,13.0,13.0,1.4,6.0
1042835,normal,2.2,3.76,3.65,3.76,2.2,3.65
1006479,normal,3.64,3.75,3.5,3.75,3.5,3.64
1012940,normal,1.82,3.76,5.4,5.4,1.82,3.76
1035642,big_cold,2.42,3.5,3.52,3.52,2.42,3.5
1044491,normal,13.0,7.75,1.23,13.0,1.23,7.75
1012945,little_cold,2.88,3.25,3.01,3.25,2.88,3.01
1042834,normal,7.87,5.5,1.49,7.87,1.49,5.5
1043669,normal,1.36,7.45,18.0,18.0,1.36,7.45
1044499,normal,7.3,5.0,1.45,7.3,1.45,5.0
1035656,normal,2.76,3.5,2.95,3.5,2.76,2.95
